MJD,BJD,FLUX2,CADENCENO,POS_CORR1,FLUX1,STARPOS,FLUX4,FLUX5,FLUX3,SAP_FLUX_ERR,BACKGROUND,TIME,SAP_QUALITY,POS_CORR2,SAP_FLUX
57582.35178662,57582.35055796582,2025.1616063181334,129244,0.6942962408065796,1865.851488581398,1096.7237447846271,2180.322484152684,2194.32704738242,2146.146624089317,2194.32704738242,18.58742332458496,57582.35055796582,8192,-0.03737558424472809,2194.32704738242
57582.37222022,57582.37098962677,2023.6116911805352,129245,0.7141264081001282,1863.4454914878681,1096.7066586918183,2179.053155743398,2193.1233896428516,2144.591168503,2193.1233896428516,18.587921142578125,57582.37098962677,0,-0.035290103405714035,2193.1233896428516
57582.39265372,57582.39142118786,1974.3461506969288,129246,0.2764531373977661,1771.61660156305,1097.0852624836002,2169.7037536122225,2185.9406161811357,2127.9400363888726,2185.9406161811357,18.58843994140625,57582.39142118786,1048576,-0.0541287437081337,2185.9406161811357
57582.41308742,57582.41185294907,1994.2195194265516,129247,0.2757059931755066,1800.67981638949,1097.0860196901242,2169.3901763619087,2183.800284149642,2133.158150455967,2183.800284149642,18.588979721069336,57582.41185294907,0,-0.04748283699154854,2183.800284149642
57582.43352102,57582.43228461045,1993.7339561508925,129248,0.2890039086341858,1801.8847755832644,1097.064993098802,2170.99052856035,2185.573977679369,2133.864092241049,2185.573977679369,18.58953857421875,57582.43228461045,0,-0.048123471438884735,2185.573977679369
57582.45395452,57582.452716171974,1997.2961793557838,129249,0.3019854724407196,1808.6755854445773,1097.064557270599,2171.280547545719,2185.814185887698,2134.9568913614567,2185.814185887698,18.590120315551758,57582.452716171974,0,-0.04809674620628357,2185.814185887698
57582.47438822,57582.473147933626,2029.2818927693706,129250,0.3147665560245514,1839.6410534814622,1097.0593878656114,2207.0729595748203,2221.9646166163884,2169.726315269334,2221.9646166163884,18.590723037719727,57582.473147933626,0,-0.047417089343070984,2221.9646166163884
57582.49482182,57582.493579595444,1999.3879611166976,129251,0.32587572932243347,1816.696409748506,1097.037888189823,2171.1933468157545,2185.7608419149738,2135.064338396017,2185.7608419149738,18.591344833374023,57582.493579595444,0,-0.047055572271347046,2185.7608419149738
57582.51525532,57582.51401115741,2000.3169745245418,129252,0.33911675214767456,1821.2256123940929,1097.0292927505363,2170.2742174718533,2184.236064159973,2134.5790152739332,2184.236064159973,18.591989517211914,57582.51401115741,0,-0.04730505496263504,2184.236064159973
57582.53568902,57582.5344429195,2002.0038764794226,129253,0.3484308123588562,1824.7272886440549,1097.0191054702393,2172.3994996508727,2187.138293236725,2136.160909477167,2187.138293236725,18.592653274536133,57582.5344429195,0,-0.04794498160481453,2187.138293236725
57582.55612262,57582.55487458176,2003.3717715228786,129254,0.35800230503082275,1829.1992128901302,1097.0096463644984,2172.5985265784693,2186.8031017129224,2136.7075742805823,2186.8031017129224,18.593339920043945,57582.55487458176,0,-0.04858534783124924,2186.8031017129224
