EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V),Ang Sep (')
228995300,12 43 38.050,-01 34 37.19,0,5.715,62103,4949-1114-1,443-056747,,,STAR,BV,48,0.35,-74.57,0.23,14.93,0.39,6.771,0.015,5.918,0.009,,,,,,,,,,,,,,,,,,,,,,,,,287.825
201516058,12 25 14.397,+00 46 10.95,0,6.578,,282-753-1,454-051331,,,STAR,BV,-2.7,1,1.3,1,,,11.495,0.313,7.535,0.013,,,10.737,0.03,,,,,,,,,,,,,,,,,,,,,289.187
228771172,12 39 14.767,-07 59 44.03,0,4.407,61740,5528-1471-1,411-054490,,,STAR,BV,-77.13,0.23,-24.73,0.17,11.11,0.29,5.886,0.014,4.643,0.009,,,,,,,,,,,,,,,,,,,,,,,,,299.028
228782745,12 41 57.688,-07 30 01.08,0,6.477,61969,5528-1385-1,413-057076,,,STAR,BV,15.44,0.44,-45.87,0.33,4.01,0.5,8.381,0.018,6.802,0.01,,,,,,,,,,,,,,,,,,,,,,,,,304.124
228850276,12 47 34.129,-04 40 52.56,0,7.089,62422,4952-809-1,427-055404,,,STAR,BV,-30.37,0.43,-15.93,0.32,2.42,0.53,8.969,0.02,7.409,0.011,,,,,,,,,,,,,,,,,,,,,,,,,308.402
201118297,12 07 13.108,-06 05 02.48,0,7.446,59104,4945-12-1,420-055754,12071310-0605025,,STAR,BV,-62.27,0.72,30.35,0.41,4.35,0.68,9.133,0.022,7.726,0.012,,,,,,,,,,,5.274,0.021,,,4.39,0.023,,,,,,,,,321.891
201556458,12 24 40.721,+01 23 02.17,0,7.795,60544,282-401-1,457-050175,,,STAR,gri,-23.12,0.56,18.75,0.36,0.84,0.65,9.131,0.021,7.599,0.011,,,9.566,0.01,8.511,0.04,7.035,0.06,,,,,,,,,,,,,,,,,326.72
228811436,12 47 33.424,-06 18 06.31,0,6.178,62421,4955-1287-1,419-055831,,,STAR,BV,6.15,0.36,-42.33,0.27,14.28,0.47,6.794,0.015,6.261,0.01,,,,,,,,,,,,,,,,,,,,,,,,,334.45
228776446,12 10 27.188,-07 46 26.31,0,6.593,59346,5519-918-1,412-053163,12102718-0746263,,STAR,BV,-12.9,0.4,22.61,0.31,8.84,0.53,6.729,0.015,6.544,0.01,,,,,,,,,,,6.071,0.023,5.966,0.031,5.927,0.033,,,,,,,,,335.158
201094021,12 07 14.903,-06 45 56.07,0,6.899,59108,4945-857-1,417-054534,,,STAR,BV,-28.46,0.4,16.41,0.29,3.69,0.46,8.582,0.018,7.177,0.011,,,,,,,,,,,,,,,,,,,,,,,,,339.131
201127599,12 05 35.042,-05 50 45.18,0,6.4,58981,4945-224-1,421-056409,,,STAR,BV,-27.3,0.49,4.33,0.31,2.59,0.44,8.198,0.017,6.703,0.01,,,,,,,,,,,,,,,,,,,,,,,,,339.776
228736460,12 21 13.382,-09 32 57.31,0,7.446,60248,5526-278-1,403-055239,12211338-0932572,,STAR,BV,-35.41,0.6,5.22,0.43,3.91,0.69,8.71,0.017,7.637,0.011,,,,,,,,,,,5.911,0.021,5.423,0.033,5.261,0.023,,,,,,,,,342.745
201478212,12 11 25.399,+00 11 37.64,0,7.384,59429,281-705-1,451-052959,12112540+0011375,,STAR,BV,-26.2,0.65,13.55,0.36,2.65,0.61,8.86,0.018,7.619,0.011,,,,,,,,,,,5.543,0.029,5.076,0.067,4.783,0.017,,,,,,,,,345.64
228731899,12 23 16.327,-09 46 16.86,0,7.43,60420,5526-54-1,402-053089,12231632-0946169,,STAR,BV,-47.36,0.48,-70.91,0.33,3.08,0.55,8.748,0.017,7.633,0.011,,,,,,,,,,,5.749,0.024,5.182,0.017,5.023,0.016,,,,,,,,,349.366
228733256,12 17 39.955,-09 42 12.53,0,7.751,,5526-322-1,402-052941,12173995-0942126,,STAR,BV,-32.8,1.2,0.5,1.2,,,9.191,0.019,7.979,0.011,,,,,,,,,,,5.946,0.018,5.423,0.034,5.217,0.016,,,,,,,,,368.489
228742931,12 41 08.903,-09 14 43.94,0,7.402,61903,5528-1444-1,404-054367,,,STAR,BV,-15.59,0.55,3.54,0.41,1.56,0.66,9.342,0.028,7.734,0.013,,,9.684,0.03,,,,,,,,,,,,,,,,,,,,,376.441
229090701,12 44 25.381,+00 32 12.31,0,7.281,62168,290-896-1,453-053897,,,STAR,gri,-20.39,0.65,7.87,0.45,-0.17,0.74,9.553,0.031,7.871,0.013,,,9.194,0.16,7.704,0.21,6.461,0.11,,,,,,,,,,,,,,,,,377.199
228883917,12 53 11.157,-03 33 11.16,0,6.028,62875,4953-1222-1,433-057933,12531118-0333110,,STAR,BV,-262.79,0.27,-3.87,0.19,30.55,0.3,6.585,0.014,6.095,0.01,,,,,,,,,,,5.3,0.018,5.082,0.023,4.993,0.023,,,,,,,,,391.218
228861043,12 53 38.124,-04 13 28.76,0,6.241,62915,4953-1224-1,429-055191,,,STAR,BV,4.55,0.88,-60.79,0.59,10.11,0.96,7.541,0.015,6.439,0.01,,,,,,,,,,,,,,,,,,,,,,,,,396.925
229035117,12 50 43.567,-00 46 05.28,0,7.992,62687,4950-67-1,447-054239,12504357-0046047,,STAR,gri,-29.59,0.77,-397.7,0.51,94.6,0.82,9.86,0.032,8.494,0.015,,,9.502,0.35,8.283,0.35,7.344,0.22,,,5.753,0.02,5.215,0.084,4.882,0.02,,,,,,,,,404.229
201345873,12 01 01.738,-01 46 05.40,0,6.091,58603,4939-347-1,442-054232,,,STAR,BV,-19.69,0.51,-73.87,0.33,6.33,0.53,7.52,0.015,6.316,0.01,,,,,,,,,,,,,,,,,,,,,,,,,413.628
229027902,12 52 12.190,-00 55 44.46,0,7.974,62808,4950-183-1,446-055576,,,STAR,gri,-1.25,0.55,-7.08,0.37,2.95,0.65,9.231,0.025,7.724,0.012,,,9.893,0.03,8.412,0.04,7.151,0.06,,,,,,,,,,,,,,,,,419.352
201242508,11 59 14.592,-03 19 21.62,0,7.164,58457,4935-657-1,434-056038,,,STAR,BV,9.99,0.75,-15.93,0.44,3.05,0.65,9.077,0.024,7.491,0.012,,,,,,,,,,,,,,,,,,,,,,,,,419.375
201062493,12 02 51.661,-07 41 01.05,0,5.919,58741,5518-127-1,412-052959,,,STAR,BV,-33.01,0.42,15.84,0.29,4.47,0.48,7.735,0.017,6.225,0.01,,,,,,,,,,,,,,,,,,,,,,,,,423.179
228854449,12 55 21.793,-04 30 14.92,0,7.07,63070,4953-1095-1,428-057010,12552179-0430149,,STAR,BV,-195.64,0.47,65.23,0.28,18.19,0.5,8.057,0.016,7.254,0.011,,,,,,,,,,,5.866,0.023,5.536,0.049,5.405,0.024,,,,,,,,,423.49
228731948,12 43 48.590,-09 46 07.07,0,7.724,62113,5528-1251-1,402-053671,12434859-0946070,,STAR,BV,-53.08,0.58,-16.42,0.38,10.01,0.6,8.045,0.016,7.726,0.012,,,,,,,,,,,7.061,0.024,6.906,0.047,6.854,0.026,,,,,,,,,424.746
228743612,12 47 06.347,-09 12 52.08,0,7.874,62383,5535-1660-1,404-054517,12470633-0912521,,STAR,gri,-14.25,0.68,-14.71,0.49,4.8,0.78,9.009,0.024,7.591,0.013,,,9.584,0.03,8.62,0.04,7.141,0.06,,,5.294,0.039,,,4.379,0.016,,,,,,,,,430.709
201335829,11 59 33.967,-01 55 07.01,0,6.962,58480,4932-242-1,441-054537,11593397-0155070,,STAR,BV,-43.76,0.54,-21.59,0.37,3.6,0.63,8.113,0.017,7.129,0.011,,,,,,,,,,,5.546,0.024,5.053,0.033,4.912,0.017,,,,,,,,,431.636
201188607,11 58 06.803,-04 22 13.75,0,6.879,58368,4935-1167-1,429-053780,11580681-0422136,,STAR,BV,-132.49,0.53,67.58,0.36,19.18,0.6,7.334,0.015,6.917,0.01,,,,,,,,,,,6.137,0.021,5.959,0.055,5.885,0.018,,,,,,,,,434.368
228845947,12 56 15.008,-04 51 50.48,0,7.271,63139,4953-1225-1,426-057417,12561501-0451504,,STAR,BV,-54.37,0.77,2,0.54,6.78,0.87,7.214,0.015,7.169,0.011,,,,,,,,,,,7.1,0.024,7.126,0.049,7.111,0.031,,,,,,,,,438.565
201590554,12 09 41.310,+01 53 52.40,0,5.752,59285,280-445-1,460-049957,,,STAR,BV,42.59,0.35,-180.14,0.23,13.69,0.31,7.088,0.015,5.958,0.01,,,,,,,,,,,,,,,,,,,,,,,,,441.183
201679433,12 22 17.150,+03 17 51.69,0,7.915,60337,285-681-1,467-046562,12221716+0317515,,STAR,BV,-143.26,0.61,11.22,0.44,15.72,0.75,8.461,0.017,7.979,0.012,,,,,,,,,,,7.07,0.024,6.847,0.023,6.781,0.018,,,,,,,,,445.42
229072412,12 51 52.013,+00 05 05.95,0,7.978,62776,291-563-1,451-053906,12515202+0005058,,STAR,gri,64.95,0.55,-38.01,0.39,19.93,0.63,8.33,0.017,7.819,0.012,,,8.73,0.36,8.157,0.28,7.655,0.19,,,6.871,0.027,6.614,0.029,6.561,0.021,,,,,,,,,445.515
228743498,12 49 00.629,-09 13 13.18,0,7.33,62551,5535-1656-1,404-054572,12490063-0913132,,STAR,BV,6.33,0.51,-32.76,0.34,4.37,0.67,8.713,0.019,7.546,0.012,,,,,,,,,,,5.644,0.018,5.217,0.08,4.899,0.02,,,,,,,,,451.027
201680370,12 20 20.981,+03 18 45.26,0,4.745,60172,285-1247-1,467-046510,,,STAR,BV,-292.95,0.24,-63.58,0.17,10.59,0.25,6.135,0.015,4.962,0.009,,,,,,,,,,,,,,,,,,,,,,,,,451.918
228715614,12 11 40.295,-10 34 14.19,0,7.002,59452,5522-951-1,398-053332,12114029-1034143,,STAR,BV,-25.5,0.85,0.57,0.52,5.6,0.87,8.126,0.017,7.164,0.011,,,,,,,,,,,5.367,0.032,,,4.696,0.027,,,,,,,,,454.845
229200501,12 30 34.419,+03 30 29.64,0,7.271,61037,292-1156-1,468-047377,12303441+0330296,,STAR,BV,-38.91,0.82,-6.27,0.61,2.96,1.08,8.406,0.019,7.435,0.012,,,,,,,,,,,5.771,0.021,5.27,0.036,5.136,0.017,,,,,,,,,455.087
228696546,12 25 11.765,-11 36 38.12,0,6.028,60595,5529-1713-1,392-054769,12251176-1136380,,STAR,BV,-60.62,0.23,-31.34,0.16,14.18,0.28,5.971,0.014,5.926,0.009,,,,,,,,,,,5.895,0.02,5.914,0.023,5.829,0.018,,,,,,,,,455.895
229171403,12 42 38.926,+02 34 36.06,0,7.836,62016,293-21-1,463-050335,12423892+0234360,,STAR,BV,-9.77,0.63,-50.55,0.45,32.29,0.78,8.829,0.019,8.022,0.013,,,,,,,,,,,6.672,0.023,6.306,0.04,6.192,0.023,,,,,,,,,459.579
229194164,12 38 04.416,+03 16 56.80,0,6.452,61637,292-377-1,467-046863,12380440+0316567,,STAR,BV,-29.88,0.3,-11.15,0.23,5.85,0.35,6.337,0.015,6.334,0.01,,,,,,,,,,,6.257,0.02,6.301,0.031,6.231,0.021,,,,,,,,,468.323
228693610,12 23 18.867,-11 48 43.62,0,6.165,60421,5529-1714-1,391-056910,,,STAR,BV,-51.69,0.31,-10.45,0.21,3.53,0.39,8.089,0.017,6.494,0.01,,,,,,,,,,,,,,,,,,,,,,,,,470.492
229026766,12 56 26.561,-00 57 16.52,0,7.207,63155,4950-568-1,446-055665,12562659-0057167,,STAR,BV,23.58,1.17,-86.57,0.7,12.56,1.26,7.748,0.015,7.269,0.011,,,,,,,,,,,5.804,0.02,5.588,0.029,5.504,0.026,,,,,,,,,476.528
201156755,11 55 26.412,-05 08 04.35,0,7.217,58137,4938-656-1,425-056120,11552641-0508043,,STAR,BV,-19.14,0.34,-8.45,0.32,9.01,0.42,7.486,0.016,7.204,0.01,,,,,,,,,,,6.799,0.03,6.689,0.033,6.68,0.021,,,,,,,,,478.257
228698025,12 38 19.932,-11 31 01.00,0,7.358,61656,5531-1266-1,393-055720,,,STAR,BV,-32.16,0.71,15.99,0.5,1.09,0.89,9.096,0.024,7.649,0.012,,,,,,,,,,,,,,,,,,,,,,,,,479.258
228870640,12 59 39.516,-03 48 42.91,0,5.848,63414,4953-1223-1,431-057163,,,STAR,BV,-49.49,0.65,8.99,0.49,12.83,0.74,5.954,0.014,5.791,0.009,,,,,,,,,,,,,,,,,,,,,,,,,487.157
228816510,12 59 00.174,-06 05 27.37,0,7.291,63363,4956-1278-1,420-057129,12590018-0605275,,STAR,BV,-21,0.4,-13.16,0.26,3.2,0.48,7.403,0.015,7.235,0.01,,,,,,,,,,,6.837,0.023,6.774,0.024,6.718,0.021,,,,,,,,,492.229
229217188,12 25 54.812,+04 11 59.11,0,7.23,60655,285-465-1,471-046912,12255480+0411591,,STAR,BV,-16.73,0.7,4.05,0.49,1.42,0.79,8.547,0.017,7.432,0.011,,,,,,,,,,,5.539,0.024,5.037,0.027,4.827,0.018,,,,,,,,,493.948
228690829,12 35 33.196,-12 01 15.92,0,6.515,61449,5530-2063-1,390-057330,,,STAR,BV,16.15,0.38,-20.32,0.28,5.47,0.42,7.625,0.015,6.674,0.01,,,,,,,,,,,,,,,,,,,,,,,,,495.704
201685963,12 12 29.916,+03 24 14.76,0,7.531,59536,284-749-1,468-046961,12122991+0324146,,STAR,BV,-79.98,0.81,22.36,0.41,14.93,0.69,8.13,0.016,7.609,0.012,,,,,,,,,,,6.594,0.018,6.385,0.026,6.294,0.018,,,,,,,,,496.809
228746846,12 53 36.964,-09 03 52.37,0,6.942,,5535-739-1,405-055870,,,STAR,BV,16.4,1.1,-47.1,1.1,,,8.667,0.018,7.229,0.011,,,,,,,,,,,,,,,,,,,,,,,,,497.18
228690218,12 35 52.755,-12 04 08.88,0,6.587,61486,5531-1561-1,390-057343,12355276-1204089,,STAR,BV,-19.79,0.39,23.4,0.3,6.63,0.45,6.94,0.015,6.597,0.01,,,,,,,,,,,5.949,0.024,5.811,0.026,5.743,0.02,,,,,,,,,499.728
228796049,12 58 35.908,-06 56 54.06,0,7.535,63325,4956-1044-1,416-056787,12583591-0656540,,STAR,BV,-29.1,0.85,5.22,0.49,2.73,0.93,8.875,0.019,7.742,0.012,,,,,,,,,,,5.94,0.021,5.398,0.046,5.257,0.029,,,,,,,,,501.622
201500568,11 59 03.337,+00 31 50.45,0,5.935,58445,273-312-1,453-052869,,,STAR,BV,-66.19,0.58,29.76,0.26,4.69,0.46,7.44,0.015,6.176,0.01,,,,,,,,,,,,,,,,,,,,,,,,,501.697
228894744,13 00 35.947,-03 22 06.56,0,5.842,63494,4960-1335-1,434-057464,,,STAR,BV,-18.66,0.77,48.53,0.62,9.97,0.8,7.184,0.016,6.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,502.743
229217594,12 33 37.013,+04 13 13.88,0,7.53,61304,292-449-1,472-046986,12333700+0413138,,STAR,BV,-31.19,0.57,-6.9,0.38,4,0.67,8.986,0.021,7.761,0.012,,,,,,,,,,,5.826,0.023,5.325,0.044,5.116,0.021,,,,,,,,,504.362
229220887,12 28 18.416,+04 23 47.62,0,6.788,60850,285-371-1,472-046863,12281841+0423475,,STAR,BV,-46.89,0.42,-17.59,0.32,7.38,0.48,6.862,0.015,6.722,0.01,,,,,,,,,,,6.365,0.023,6.305,0.042,6.236,0.027,,,,,,,,,505.742
229221176,12 30 21.012,+04 24 59.16,0,7.965,61022,292-330-1,473-048517,,,STAR,BV,-43.88,0.63,-26.77,0.4,5.53,0.68,9.403,0.028,8.192,0.015,,,,,,,,,,,,,,,,,,,,,,,,,508.932
228721161,12 04 00.346,-10 17 46.05,0,6.59,58830,5521-1365-1,399-051321,12040034-1017461,,STAR,BV,-12.11,0.55,10.49,0.38,9.54,0.66,6.898,0.015,6.588,0.01,,,,,,,,,,,6.006,0.019,5.858,0.029,5.829,0.023,,,,,,,,,509.568
201038667,11 57 45.303,-08 32 55.37,0,6.489,58331,5518-1227-1,408-055712,11574530-0832554,,STAR,BV,-109.41,0.43,21.61,0.27,17.5,0.46,7.128,0.015,6.578,0.01,,,,,,,,,,,5.556,0.023,5.279,0.033,5.187,0.023,,,,,,,,,514.916
229210152,12 40 49.925,+03 52 10.90,0,7.648,61881,293-349-1,470-047074,12404992+0352108,,STAR,BV,-67.34,0.46,-32.84,0.32,12.23,0.53,8.027,0.016,7.665,0.012,,,9.89,0.03,,,,,,,6.955,0.02,6.859,0.051,6.782,0.021,,,,,,,,,516.487
228720311,12 51 22.927,-10 20 17.59,0,6.287,62743,5538-185-1,399-052674,,,STAR,BV,-8.6,0.4,-3.53,0.24,6.41,0.49,7.516,0.015,6.471,0.01,,,,,,,,,,,,,,,,,,,,,,,,,523.12
228736661,12 54 21.163,-09 32 20.38,0,4.469,62985,5535-1713-1,403-056183,,,STAR,BV,-18.08,0.21,-19.52,0.1,5.99,0.23,6.342,0.014,4.788,0.009,,,,,,,,,,,,,,,,,,,,,,,,,523.267
201522561,11 58 12.951,+00 52 09.12,0,7.414,58375,273-315-1,455-052258,11581293+0052089,,STAR,gri,-30.56,0.7,-43.97,0.3,6.95,0.56,8.37,0.017,7.392,0.011,,,8.211,0.03,7.706,0.5,7.072,0.3,,,5.555,0.024,5.103,0.044,4.959,0.026,,,,,,,,,523.436
229218953,12 37 51.825,+04 17 18.99,0,7.075,61628,292-948-1,472-047065,12375182+0417190,,STAR,BV,-26.63,0.39,-31.23,0.27,9.8,0.49,7.062,0.016,6.985,0.011,,,,,,,,,,,6.829,0.027,6.806,0.024,6.787,0.024,,,,,,,,,524.302
201394825,11 54 02.183,-01 02 22.37,0,7.967,58021,4932-164-1,445-054159,11540219-0102225,,STAR,gri,-9.45,0.82,-8.25,0.41,3.2,0.83,9.38,0.02,8.261,0.012,,,8.981,0.12,8.153,0.19,7.533,0.11,,,6.31,0.026,5.689,0.026,5.577,0.023,,,,,,,,,527.082
228686776,12 38 17.211,-12 23 07.93,0,7.635,61649,5531-931-1,389-056578,12381722-1223080,,STAR,BV,-38.36,0.67,24.05,0.4,2.71,0.71,8.565,0.019,7.803,0.013,,,,,,,,,,,6.444,0.023,6.06,0.029,6,0.024,,,,,,,,,528.158
228683977,12 33 34.259,-12 49 48.73,0,5.378,61296,5533-1790-1,386-060530,,,STAR,BV,-17.64,0.28,52.09,0.19,20.26,0.31,6.437,0.015,5.582,0.009,,,,,,,,,,,,,,,,,,,,,,,,,536.773
228750277,12 57 19.031,-08 54 38.96,0,7.002,63225,5536-666-1,406-056475,12571903-0854388,,STAR,BV,13.94,0.69,-3.27,0.48,5.13,0.7,6.996,0.015,6.914,0.01,,,,,,,,,,,6.718,0.02,6.729,0.047,6.673,0.016,,,,,,,,,536.972
201724422,12 11 40.234,+04 03 21.27,0,6.987,59451,284-881-1,471-046588,12114023+0403212,,STAR,BV,-1.49,0.46,8.27,0.3,8.95,0.47,7.073,0.015,6.925,0.01,,,,,,,,,,,6.669,0.027,6.631,0.033,6.594,0.02,,,,,,,,,537.406
228693009,12 09 28.925,-11 51 16.52,0,7.96,,5522-1688-1,391-056521,12092891-1151164,,STAR,BV,0.7,1.7,-69.3,1.6,,,8.617,0.018,8.054,0.012,,,,,,,,,,,7.677,0.021,7.453,0.031,7.446,0.031,,,,,,,,,537.666
228692976,12 09 28.536,-11 51 25.41,0,6.653,59272,5522-1685-1,391-056520,12092849-1151251,,STAR,BV,320.79,4.18,-160.83,2.86,45,5.02,7.449,0.015,6.785,0.01,,,,,,,,,,,5.646,0.02,5.379,0.026,5.271,0.024,,,,,,,,,537.842
201771366,12 22 15.023,+04 51 17.77,0,7.908,60333,285-292-1,475-049689,,,STAR,gri,-4.43,0.77,-7.73,0.36,4.53,0.65,9.112,0.02,7.736,0.012,,,9.736,0.06,8.646,0.24,7.124,0.08,,,,,,,,,,,,,,,,,537.895
201752451,12 15 13.910,+04 31 32.36,0,7.794,59755,284-566-1,473-048177,12151390+0431323,,STAR,BV,-124.96,1.02,32.05,0.67,4.95,0.99,8.908,0.02,7.953,0.013,,,,,,,,,,,6.197,0.021,5.649,0.034,5.509,0.026,,,,,,,,,543.201
201586011,11 59 23.943,+01 49 36.19,0,6.501,58466,273-201-1,460-049707,,,STAR,BV,-22.48,0.44,-41.25,0.29,4.17,0.47,8.248,0.017,6.793,0.01,,,,,,,,,,,,,,,,,,,,,,,,,544.07
201148341,11 51 02.231,-05 19 60.00,0,5.436,57791,4938-772-1,424-055571,,,STAR,BV,-0.32,0.36,0.54,0.26,10.94,0.5,6.676,0.015,5.622,0.009,,,,,,,,,,,,,,,,,,,,,,,,,545.035
201796613,12 22 32.039,+05 18 19.61,0,6.384,60353,288-1147-1,477-050911,12223203+0518197,,STAR,BV,-165.55,0.72,-52.38,0.39,33.42,0.64,7.004,0.015,6.467,0.01,,,,,,,,,,,5.508,0.018,5.328,0.04,5.157,0.023,,,,,,,,,564.154
201537260,11 55 23.890,+01 05 45.29,0,7.473,58133,273-462-1,456-051277,11552388+0105454,,STAR,gri,-48.77,0.61,-34.24,0.26,12.47,0.62,7.525,0.015,7.139,0.01,,,8.404,0.18,7.793,0.19,7.074,0.1,,,6.437,0.02,6.247,0.029,6.216,0.021,,,,,,,,,566.174
201502004,11 53 50.277,+00 33 07.61,0,7.046,58002,273-621-1,453-052746,11535027+0033076,,STAR,gri,-41.7,0.56,3.32,0.36,6.98,0.48,6.489,0.014,6.29,0.01,,,8.245,0.12,7.438,0.12,6.532,0.16,,,5.869,0.018,5.777,0.027,5.748,0.024,,,,,,,,,569.484
201551966,11 55 03.857,+01 19 02.00,0,7.862,58111,273-224-1,457-049613,11550386+0119018,,STAR,gri,-21.44,0.71,6.67,0.38,0.55,0.81,9.819,0.026,8.258,0.012,,,9.28,0.24,8.236,0.25,7.255,0.18,,,5.601,0.024,4.876,0.024,4.601,0.02,,,,,,,,,577.655
