EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V),Ang Sep (')
212680487,13 17 44.103,-08 43 59.76,0,7.179,64865,5544-273-1,407-056302,13174410-0843596,,STAR,BV,13.700,0.490,-50.450,0.280,10.340,0.460,7.767,0.015,7.254,0.011,,,,,,,,,,,6.262,0.023,6.046,0.049,5.964,0.021,,,,,,,,,355.801
212804808,13 35 31.296,-05 23 46.29,0,5.547,66320,4972-1455-1,424-058265,,,STAR,BV,16.080,0.320,82.400,0.260,10.290,0.360,6.661,0.015,5.706,0.009,,,,,,,,,,,,,,,,,,,,,,,,,358.740
212568649,14 03 53.873,-11 16 22.71,0,7.851,,5557-1335-1,394-055396,14035388-1116226,,STAR,BV,-30.200,1.300,-0.700,1.300,,,9.285,0.024,8.078,0.013,,,,,,,,,,,6.126,0.023,5.626,0.034,5.396,0.021,,,,,,,,,359.476
212777783,13 53 38.126,-06 11 16.94,0,7.612,67825,4974-839-1,420-058786,13533811-0611168,,STAR,BV,45.240,0.910,-72.950,0.720,11.170,0.860,8.240,0.017,7.698,0.012,,,,,,,,,,,6.648,0.023,6.403,0.036,6.369,0.024,,,,,,,,,371.538
212637009,14 03 57.748,-09 44 42.32,0,7.094,68709,5554-698-1,402-056074,14035774-0944422,,STAR,BV,-0.980,0.550,26.160,0.320,6.450,0.550,8.259,0.016,7.264,0.010,,,9.598,0.030,,,,,,,5.602,0.019,5.184,0.031,5.021,0.023,,,,,,,,,373.119
212349479,13 55 36.855,-16 08 40.39,0,7.473,68007,6136-113-1,370-066254,,,STAR,BV,-23.350,0.730,-33.600,0.680,4.480,0.880,9.285,0.027,7.779,0.013,,,,,,,,,,,,,,,,,,,,,,,,,374.199
212299263,13 41 48.113,-17 33 12.03,0,7.999,,6126-709-1,363-065494,13414811-1733120,,STAR,BV,9.400,1.200,-17.500,1.200,,,9.428,0.023,8.224,0.013,,,,,,,,,,,6.118,0.021,5.505,0.038,5.363,0.026,,,,,,,,,377.015
212751986,13 58 59.916,-06 55 30.85,0,6.785,68309,4974-103-1,416-058612,,,STAR,BV,18.790,0.630,-73.150,0.400,6.330,0.590,7.950,0.017,6.955,0.011,,,,,,,,,,,,,,,,,,,,,,,,,390.446
212777326,13 22 30.948,-06 12 07.74,0,6.501,65265,4965-1205-1,419-056755,13223095-0612078,,STAR,BV,-70.260,0.540,-142.900,0.330,15.900,0.570,7.333,0.016,6.642,0.010,,,,,,,,,,,5.434,0.018,5.168,0.031,5.020,0.020,,,,,,,,,395.534
212558103,14 06 42.239,-11 30 06.32,0,7.508,,5557-394-1,393-058607,14064224-1130063,,STAR,BV,-33.200,1.100,-9.300,1.100,,,8.805,0.019,7.706,0.012,,,,,,,,,,,5.914,0.018,5.429,0.033,5.297,0.018,,,,,,,,,400.779
212706859,13 15 21.632,-08 05 23.33,0,5.770,,,,13152163-0805233,,STAR,J,,,,,,,,,,,,,,,,,,,,,5.770,0.024,4.932,0.036,4.526,0.018,,,,,,,,,404.878
212289316,13 47 25.393,-17 51 35.42,0,5.083,67288,6127-581-1,361-065957,,,STAR,BV,60.310,0.470,-31.280,0.380,4.820,0.390,7.028,0.017,5.416,0.010,,,,,,,,,,,,,,,,,,,,,,,,,410.461
212685322,13 13 41.635,-08 37 05.80,0,5.645,,,,13134163-0837057,,STAR,J,,,,,,,,,,,,,,,,,,,,,5.645,0.024,4.764,0.026,4.392,0.020,,,,,,,,,413.132
212311867,13 54 21.372,-17 10 48.44,0,6.309,67896,6140-796-1,365-064956,,,STAR,BV,-30.300,0.510,-6.610,0.420,5.620,0.420,7.982,0.019,6.585,0.011,,,,,,,,,,,,,,,,,,,,,,,,,414.156
212603352,13 11 20.830,-10 30 50.78,0,7.169,,5540-333-1,398-055104,,,STAR,BV,-54.600,1.100,10.900,1.200,,,8.941,0.026,7.466,0.013,,,,,,,,,,,,,,,,,,,,,,,,,416.712
212838470,13 43 30.352,-04 16 28.16,0,6.810,66966,4970-870-1,429-056603,,,STAR,BV,-32.540,0.660,-24.340,0.440,3.150,0.630,8.363,0.018,7.061,0.011,,,,,,,,,,,,,,,,,,,,,,,,,425.516
212589951,13 10 31.794,-10 48 52.73,0,7.567,64288,5540-894-1,396-055133,13103180-1048527,,STAR,BV,-34.910,0.800,-16.150,0.700,4.300,0.680,8.716,0.020,7.796,0.013,,,,,,,,,,,6.204,0.021,5.775,0.034,5.628,0.020,,,,,,,,,426.865
212542821,14 08 28.982,-11 49 46.05,0,6.927,69092,5558-1691-1,391-060363,14082897-1149459,,STAR,BV,-20.910,0.610,-11.040,0.360,9.550,0.550,6.948,0.015,6.847,0.010,,,,,,,,,,,6.657,0.026,6.652,0.042,6.612,0.024,,,,,,,,,427.698
212621471,13 10 50.229,-10 06 10.74,0,7.969,64308,5540-286-1,400-054987,13105022-1006106,,STAR,BV,-30.160,1.070,-4.320,0.780,6.600,0.770,7.980,0.017,7.886,0.014,,,,,,,,,,,7.743,0.021,7.738,0.042,7.696,0.016,,,,,,,,,427.886
212812064,13 24 33.230,-05 09 50.43,0,5.711,65420,4965-1204-1,425-058447,,,STAR,BV,157.910,0.680,-35.250,0.430,33.370,0.660,6.167,0.014,5.749,0.009,,,,,,,,,,,,,,,,,,,,,,,,,429.251
212507916,14 08 24.888,-12 33 55.57,0,7.575,69082,5561-1274-1,388-062866,14082488-1233555,,STAR,BV,9.530,0.820,3.240,0.540,2.070,0.750,9.194,0.024,7.841,0.012,,,,,,,,,,,5.555,0.023,,,4.655,0.016,,,,,,,,,431.696
212775202,13 18 33.080,-06 15 56.76,0,7.441,64932,4964-1405-1,419-056650,13183308-0615566,,STAR,BV,-42.830,0.570,-6.180,0.440,4.950,0.640,8.599,0.018,7.610,0.012,,,,,,,,,,,5.970,0.027,5.477,0.044,5.332,0.023,,,,,,,,,432.520
212431557,14 06 41.646,-14 12 17.59,0,6.297,68937,5560-1253-1,379-066116,,,STAR,BV,-7.650,0.500,-16.470,0.320,4.160,0.500,8.165,0.018,6.615,0.010,,,,,,,,,,,,,,,,,,,,,,,,,434.946
212286934,13 27 10.814,-17 55 44.23,0,7.006,65614,6124-389-1,361-065193,13271082-1755439,,STAR,BV,-53.770,0.600,-31.470,0.300,4.590,0.550,8.270,0.016,7.197,0.010,,,,,,,,,,,5.387,0.021,4.922,0.021,4.761,0.024,,,,,,,,,436.054
212280528,13 49 52.284,-18 08 03.01,0,4.772,67494,6127-879-1,360-068054,,,STAR,BV,-99.650,0.370,-37.740,0.280,13.350,0.330,6.018,0.015,4.959,0.009,,,,,,,,,,,,,,,,,,,,,,,,,437.209
212611268,14 09 00.593,-10 20 04.37,0,6.290,69127,5558-1726-1,399-055203,,,STAR,BV,-6.770,0.630,21.440,0.400,7.860,0.630,7.455,0.016,6.460,0.010,,,,,,,,,,,,,,,,,,,,,,,,,439.157
212611497,13 09 45.282,-10 19 45.58,0,5.641,64224,5540-1438-1,399-053264,,,STAR,BV,-13.290,0.620,-8.390,0.390,4.700,0.450,7.436,0.017,5.943,0.010,,,,,,,,,,,,,,,,,,,,,,,,,441.476
212379196,13 13 41.792,-15 24 02.26,0,7.839,,6113-862-1,373-066319,,,STAR,gri,-18.800,1.100,-43.300,1.100,,,9.623,0.027,8.038,0.012,,,9.703,0.030,8.602,0.040,7.040,0.060,,,,,,,,,,,,,,,,,449.422
212819509,13 23 18.893,-04 55 27.93,0,5.568,65323,4962-1233-1,426-058135,,,STAR,BV,-18.690,0.720,-15.840,0.420,2.620,0.700,7.304,0.016,5.858,0.009,,,,,,,,,,,,,,,,,,,,,,,,,451.154
212267896,13 47 55.679,-18 34 21.79,0,7.134,67320,6127-54-1,358-067828,,,STAR,BV,-1.000,0.900,-2.220,0.630,2.210,0.610,9.110,0.025,7.474,0.012,,,9.676,0.030,,,,,,,,,,,,,,,,,,,,,453.534
212293299,13 23 01.113,-17 44 06.99,0,5.184,65301,6124-836-1,362-064131,,,STAR,BV,-49.710,0.320,-29.390,0.200,10.660,0.270,6.349,0.015,5.354,0.009,,,,,,,,,,,,,,,,,,,,,,,,,454.125
212545817,13 08 27.913,-11 45 46.01,0,7.084,64118,5540-1236-1,392-056058,13082791-1145460,,STAR,BV,-29.190,0.490,-79.830,0.500,5.210,0.550,8.573,0.020,7.322,0.012,,,,,,,,,,,5.258,0.018,4.825,0.061,4.541,0.023,,,,,,,,,456.391
212376684,13 13 15.538,-15 27 37.88,0,7.924,64504,6113-323-1,373-066303,13131554-1527379,,STAR,gri,-12.070,1.500,-22.780,0.520,1.780,1.090,9.138,0.019,8.146,0.012,,,9.587,0.030,8.541,0.040,7.211,0.060,,,6.210,0.021,5.738,0.021,5.626,0.018,,,,,,,,,456.689
212645972,13 09 14.238,-09 32 17.16,0,6.122,64181,5537-1390-1,403-056614,,,STAR,BV,-55.030,0.560,-0.910,0.550,7.820,0.490,7.332,0.016,6.301,0.010,,,,,,,,,,,,,,,,,,,,,,,,,458.138
212263677,13 32 02.805,-18 43 43.95,0,6.038,66015,6125-605-1,357-065605,13320280-1843442,,STAR,BV,-97.150,0.350,-16.790,0.320,13.060,0.400,6.207,0.014,5.998,0.009,,,,,,,,,,,5.608,0.021,5.551,0.031,5.496,0.021,,,,,,,,,458.740
212753824,14 04 57.843,-06 52 27.34,0,7.841,,4981-1459-1,416-058827,14045784-0652275,,STAR,BV,-77.300,1.200,51.600,1.200,,,8.985,0.017,8.068,0.012,,,,,,,,,,,6.497,0.021,6.008,0.031,5.916,0.029,,,,,,,,,461.507
212593323,13 07 53.811,-10 44 25.48,0,4.945,64078,5540-1439-1,397-053695,,,STAR,BV,15.810,0.240,-10.340,0.150,10.610,0.200,6.281,0.015,5.151,0.009,,,,,,,,,,,,,,,,,,,,,,,,,465.898
212263670,13 29 29.216,-18 43 44.80,0,6.598,65813,6125-962-1,357-065494,,,STAR,BV,45.070,0.800,-21.800,0.440,2.870,0.560,8.274,0.018,6.875,0.010,,,,,,,,,,,,,,,,,,,,,,,,,468.808
212604879,14 11 19.219,-10 28 44.46,0,7.773,69325,5558-299-1,398-057083,,,STAR,BV,-13.610,0.840,-7.240,0.540,1.700,0.760,9.511,0.027,8.064,0.014,,,10.085,0.110,,,,,,,,,,,,,,,,,,,,,471.832
212827335,13 22 11.451,-04 39 45.70,0,7.659,65243,4962-778-1,427-056358,13221145-0439457,,STAR,BV,1.000,1.000,1.600,0.600,0.480,0.930,8.507,0.018,7.805,0.013,,,,,,,,,,,6.424,0.027,5.992,0.053,5.893,0.021,,,,,,,,,473.394
212669848,13 08 32.465,-08 59 03.79,0,5.343,64122,5537-1459-1,406-056825,,,STAR,BV,-37.070,0.390,-64.760,0.350,10.300,0.340,6.753,0.016,5.564,0.010,,,,,,,,,,,,,,,,,,,,,,,,,477.091
212277091,13 55 46.967,-18 14 56.49,0,7.396,68023,6140-641-1,359-065931,,,STAR,BV,-41.600,1.110,11.230,0.600,2.930,0.800,9.568,0.027,7.777,0.012,,,,,,,,,,,,,,,,,,,,,,,,,479.622
212867877,13 37 46.956,-03 14 09.65,0,6.445,66482,4969-248-1,434-058469,,,STAR,BV,4.960,0.410,-24.720,0.280,5.230,0.450,7.915,0.016,6.679,0.010,,,,,,,,,,,,,,,,,,,,,,,,,484.203
212430796,14 10 19.841,-14 13 16.46,0,7.402,69222,5561-653-1,379-066266,14101984-1413163,,STAR,BV,58.960,0.720,-140.830,0.550,5.580,0.800,8.479,0.018,7.611,0.012,,,,,,,,,,,5.906,0.021,5.435,0.029,5.322,0.024,,,,,,,,,484.477
212250879,13 47 13.187,-19 15 20.82,0,6.699,67270,6131-264-1,354-066371,13471320-1915208,,STAR,BV,-60.750,0.550,-11.840,0.420,10.270,0.430,7.062,0.016,6.713,0.011,,,,,,,,,,,6.146,0.023,6.100,0.021,6.012,0.020,,,,,,,,,490.621
212630323,14 12 33.464,-09 54 00.28,0,7.184,69403,5555-1618-1,401-056989,14123346-0954003,,STAR,BV,41.790,0.560,-13.410,0.470,14.630,0.640,7.456,0.016,7.172,0.011,,,,,,,,,,,6.563,0.019,6.462,0.040,6.391,0.017,,,,,,,,,495.097
212347432,13 12 03.545,-16 11 54.97,0,4.973,64407,6113-1726-1,370-064602,,,STAR,BV,97.320,0.240,-287.650,0.140,29.490,0.290,5.496,0.014,5.030,0.009,,,,,,,,,,,,,,,,,,,,,,,,,495.802
212613964,14 12 53.745,-10 16 25.33,0,3.908,69427,5558-1738-1,399-055362,,,STAR,BV,7.250,0.250,139.880,0.180,12.800,0.250,5.515,0.014,4.171,0.009,,,,,,,,,,,,,,,,,,,,,,,,,496.452
212432353,13 07 39.152,-14 11 16.98,0,7.670,64056,5543-853-1,380-064631,13073915-1411169,,STAR,BV,-129.680,0.650,3.800,0.440,15.270,0.700,8.172,0.017,7.721,0.012,,,,,,,,,,,6.887,0.032,6.692,0.053,6.615,0.016,,,,,,,,,496.607
212854184,13 26 08.668,-03 39 39.98,0,6.897,65540,4962-1037-1,432-056808,13260867-0339398,,STAR,BV,-1.720,0.710,-5.470,0.320,4.950,0.590,8.065,0.018,7.068,0.011,,,,,,,,,,,5.394,0.020,,,4.812,0.027,,,,,,,,,498.971
212347739,14 07 13.846,-16 11 25.69,0,7.386,68970,6137-378-1,370-066744,14071384-1611256,,STAR,BV,-38.560,0.630,-6.140,0.450,4.720,0.530,7.270,0.015,7.268,0.011,,,,,,,,,,,7.191,0.030,7.249,0.026,7.233,0.024,,,,,,,,,499.863
212305429,14 03 04.069,-17 22 01.25,0,6.043,68643,6141-292-1,364-064238,,,STAR,BV,-183.960,0.630,-9.580,0.510,8.940,0.560,7.694,0.016,6.315,0.010,,,,,,,,,,,,,,,,,,,,,,,,,500.290
212805256,14 04 14.561,-05 22 53.11,0,6.128,68739,4981-205-1,424-059103,,,STAR,BV,-13.950,0.520,-13.680,0.300,9.910,0.500,7.717,0.016,6.387,0.010,,,,,,,,,,,,,,,,,,,,,,,,,510.941
212244827,13 30 55.217,-19 33 36.41,0,7.949,65929,6129-928-1,353-067678,13305521-1933366,,STAR,gri,-60.790,0.820,-23.270,0.870,11.230,0.850,8.089,0.017,7.167,0.011,,,9.583,0.170,8.526,0.100,7.249,0.170,,,5.530,0.023,5.087,0.024,4.933,0.016,,,,,,,,,510.997
212263315,13 21 46.307,-18 44 31.64,0,7.021,65203,6124-817-1,357-065178,13214631-1844315,,STAR,BV,-46.740,0.650,-14.300,0.360,7.710,0.550,7.339,0.015,7.022,0.010,,,,,,,,,,,6.478,0.019,6.417,0.034,6.349,0.023,,,,,,,,,514.967
212720697,14 11 17.600,-07 44 49.76,0,6.645,,,412-056623,14111760-0744498,,STAR,J,6.000,1.000,6.000,4.000,,,,,,,,,,,,,,,,,6.645,0.019,,,,,,,,,,,,,516.722
212447314,14 13 09.774,-13 51 35.75,0,6.564,69449,5561-563-1,381-066527,,,STAR,BV,-39.590,0.450,-22.460,0.370,1.970,0.580,8.435,0.018,6.882,0.011,,,,,,,,,,,,,,,,,,,,,,,,,516.781
212449225,14 13 17.402,-13 49 08.57,0,7.984,69464,5561-949-1,381-066534,14131740-1349085,,STAR,BV,-7.290,0.700,22.250,0.620,4.210,0.830,9.250,0.022,8.176,0.013,,,,,,,,,,,6.333,0.018,5.784,0.018,5.679,0.024,,,,,,,,,517.874
212435716,13 05 51.654,-14 06 42.99,0,6.880,63915,5542-353-1,380-064567,,,STAR,BV,-35.840,0.510,-22.390,0.390,2.110,0.550,8.638,0.019,7.175,0.011,,,,,,,,,,,,,,,,,,,,,,,,,519.811
212854168,13 56 00.385,-03 39 43.02,0,7.714,68050,4971-864-1,432-057672,,,STAR,gri,-9.940,0.470,-22.460,0.360,4.220,0.510,8.178,0.018,6.789,0.010,,,9.477,0.030,8.499,0.040,6.959,0.060,,,,,,,,,,,,,,,,,519.837
212275262,13 18 24.313,-18 18 40.30,0,4.577,64924,6116-1517-1,359-064461,,,STAR,BV,-1070.360,0.220,-1063.690,0.130,116.890,0.220,5.445,0.014,4.729,0.009,,,,,,,,,,,,,,,,,,,,,,,,,519.891
212266538,13 59 03.673,-18 37 22.49,0,6.842,68314,6140-264-1,357-066776,,,STAR,BV,43.830,0.690,8.590,0.560,5.460,0.620,8.321,0.017,7.078,0.011,,,,,,,,,,,,,,,,,,,,,,,,,523.301
212878114,13 48 38.866,-02 50 25.70,0,6.418,67385,4970-463-1,436-058413,,,STAR,BV,6.390,0.410,-7.410,0.330,1.780,0.410,8.126,0.018,6.702,0.010,,,,,,,,,,,,,,,,,,,,,,,,,525.372
212237913,13 33 11.386,-19 59 24.80,0,7.938,66114,6129-926-1,351-067784,13331139-1959246,,STAR,gri,-26.000,0.550,-28.280,0.350,6.340,0.440,8.144,0.017,7.124,0.011,,,9.566,0.050,8.537,0.040,7.241,0.140,,,5.319,0.019,,,4.699,0.023,,,,,,,,,529.477
