MJD-57216.958185,Flux
26.461517,4167.498719
26.481950,4168.057574
26.502384,4167.182098
26.522818,4170.454719
26.543251,4168.558534
26.563685,4169.400741
26.584118,4168.846522
26.604552,4168.896628
26.624986,4171.973589
26.645419,4157.119398
26.665853,4173.375558
26.686286,4174.073491
26.706720,4170.325653
26.727154,nan
26.747587,4167.406664
26.768021,4164.842589
26.788454,nan
26.808888,4165.776582
26.829322,4167.990502
26.849755,4168.259297
26.870189,nan
26.890622,nan
26.911056,4165.363286
26.931490,4166.732978
26.951923,4165.428150
26.972357,4164.565217
26.992790,4163.369276
27.013224,4163.536128
27.033658,4164.687354
27.054091,4169.378132
27.074525,4170.284730
27.094958,4169.034590
27.115392,4169.031520
27.135826,4168.730598
27.156259,4166.480260
27.176693,4161.992587
27.197127,nan
27.217560,4165.495322
27.237994,nan
27.258427,4162.948088
27.278861,4162.667442
27.299295,4161.655436
27.319728,4156.951291
27.340162,4155.301725
27.360595,4156.997171
27.381029,4156.225821
27.401463,nan
27.421896,4160.923557
27.442330,4163.709538
27.462763,4161.866613
27.483197,4166.936083
27.503630,4163.322288
27.524064,4161.523760
27.544498,4160.432525
27.564931,nan
27.585365,4158.577858
27.605799,4161.226784
27.626232,4153.108779
27.646666,4165.376216
27.667099,4167.726695
27.687533,4167.571026
27.707967,4167.787407
27.728400,4174.617324
27.748834,4163.194605
27.769267,4164.362284
27.789701,4161.851537
27.810135,4158.686005
27.830568,4158.973598
27.851002,4160.925741
27.871435,4163.542924
27.891869,4166.203004
27.912303,4162.400608
27.932736,nan
27.953170,4163.496637
27.973603,4164.067861
27.994037,4162.409757
28.014471,4160.984116
28.034904,4160.215829
28.055338,4159.497546
28.075771,4156.987620
28.096205,4154.086421
28.116639,4151.037390
28.137072,4169.302611
28.157506,4171.731342
28.177939,4171.297607
28.198373,4170.444446
28.218807,4169.442868
28.239240,4171.102350
28.259674,4169.494327
28.280108,4172.251681
28.300541,4167.683350
28.320975,4167.108672
28.341408,4169.665764
28.361842,4171.260036
28.382276,4165.796278
28.402709,4169.366487
28.423143,4168.476247
28.443576,4163.587960
28.464010,4162.890657
28.484443,4161.827327
28.504877,nan
28.525311,4165.586617
28.545744,4165.166092
28.566178,4167.450135
28.586612,4163.355573
28.607045,4168.226913
28.627479,nan
28.647912,4159.612809
28.668346,4162.373204
28.688780,4163.925681
28.709213,4168.028978
28.729647,4164.057412
28.750080,4172.040468
28.770514,4166.171961
28.790948,4167.645739
28.811381,4169.375483
28.831815,4166.286380
28.852248,4166.010265
28.872682,4168.646747
28.893116,4166.323757
28.913549,4169.619908
28.933983,4172.007789
28.954416,4172.176880
28.974850,4172.873141
28.995284,4175.691704
29.015717,4174.405733
29.036151,4171.500190
29.056584,4165.577479
29.077018,4169.889582
29.097452,4164.352472
29.117885,nan
29.138319,4168.056028
29.158752,4172.500820
29.179186,4169.532823
29.199620,4168.565398
29.220053,4165.312643
29.240487,4159.537427
29.260921,4164.780278
29.281354,nan
29.301788,4160.591121
29.322221,nan
29.342655,nan
29.363089,nan
29.383522,4169.941429
29.403956,4171.341837
29.424389,4169.495513
29.444823,4172.864694
29.465256,4173.166897
29.485690,4176.012601
29.506124,4180.168816
29.526557,4179.939734
29.546991,4180.365208
29.567424,4177.084059
29.587858,4174.896363
29.608292,4176.266285
29.628725,4173.581597
29.649159,4171.361754
29.669593,4168.464176
29.690026,4169.757027
29.710460,4169.676832
29.730893,4176.284625
29.751327,4173.578684
29.771761,4177.066102
29.792194,4176.672703
29.812628,4176.322903
29.833062,nan
29.853495,4175.840075
29.873929,4176.965950
29.894362,4175.149386
29.914796,4174.892148
29.935229,4179.046531
29.955663,4180.523179
29.976097,4184.146312
29.996530,4182.222570
30.016964,4183.590820
30.037397,4182.119226
30.057831,4183.455059
30.078265,4183.755247
30.098698,4180.250747
30.119132,4181.947908
30.139565,4176.395069
30.159999,4175.715033
30.180433,4175.094326
30.200866,4173.951455
30.221300,4175.296864
30.241733,4179.124696
30.262167,4177.237196
30.282601,4178.918734
30.303034,4211.828406
30.323468,nan
30.343902,4177.746079
30.364335,4177.795150
30.384769,4181.016008
30.405202,4178.215381
30.425636,4181.512587
30.446069,4180.300547
30.466503,4180.692542
30.486937,4184.609943
30.507370,4184.501427
30.527804,4185.995342
30.548238,4187.587889
30.568671,4186.747820
30.589105,4188.589629
30.609538,4186.807331
30.629972,4191.659470
30.650406,4189.777475
30.670839,4185.001141
30.691273,nan
30.711706,nan
30.732140,nan
30.752574,nan
30.773007,nan
30.793441,4184.829032
30.813874,4136.404315
30.834308,4185.837357
30.854742,4186.289776
30.875175,4186.477096
30.895609,4189.428393
30.916043,4187.147878
30.936476,4184.481381
30.956910,nan
30.977343,4183.015813
30.997777,4177.993626
31.018210,4183.438235
31.038644,4179.108870
31.059078,4155.506912
31.079511,4188.928474
31.099945,4190.507348
31.120378,4191.069902
31.140812,4196.328745
31.161246,4193.866397
31.181679,4202.118404
31.202113,4198.885548
31.222546,4200.450055
31.242980,4199.259679
31.263414,4203.160612
31.283847,4199.382834
31.304281,4195.175277
31.324715,nan
31.345148,4192.106315
31.365582,4194.566695
31.386015,4196.935820
31.406449,4194.280682
31.426883,4195.297283
31.447316,4196.402617
31.467750,4195.321027
31.488183,4198.101373
31.508617,4195.829309
31.529051,4194.048032
31.549484,4196.834625
31.569918,4198.006304
31.590351,4198.849179
31.610785,4197.253001
31.631219,4199.167566
31.651652,4204.677834
31.672086,4202.742301
31.692519,4205.018683
31.712953,4205.765767
31.733387,4203.348301
31.753820,4204.778491
31.774254,4201.759462
31.794687,4201.299027
31.815121,4200.063689
31.835555,4198.739485
31.855988,4199.266148
31.876422,4197.119041
31.896855,4195.982227
31.917289,4195.805944
31.937723,4192.055842
31.958156,4193.248492
31.978590,4192.056471
31.999023,4195.359128
32.019457,4191.515209
32.039891,4194.690502
32.060324,4196.128203
32.080758,4197.745064
32.101191,4194.194777
32.121625,4194.996037
32.142059,4196.656413
32.162492,4194.782971
32.182926,4194.110212
32.203359,4158.247638
32.223793,4196.346277
32.244227,nan
32.264660,4191.487353
32.285094,4188.352378
32.305528,4188.220899
32.325961,4192.029349
32.346395,4188.334673
32.366828,4189.104141
32.387262,4192.176783
32.407696,4190.653366
32.428129,4192.900467
32.448563,4196.140586
32.468996,4193.435163
32.489430,4193.143118
32.509863,4191.891942
32.530297,4189.229202
32.550731,4189.720325
32.571164,4189.616219
32.591598,4187.680914
32.612032,4187.296160
32.632465,4185.460850
32.652899,4181.007865
32.673332,nan
32.693766,nan
32.714200,nan
32.734633,nan
32.755067,nan
32.775500,nan
32.795934,4175.577058
32.816368,4178.725873
32.836801,nan
32.857235,4176.973936
32.877668,4177.237423
32.898102,4173.892661
32.918536,4175.454142
32.938969,nan
32.959403,4169.649193
32.979836,4168.354187
33.000270,4167.367425
33.020704,4159.656523
33.041137,4169.429956
33.061571,4169.566343
33.082005,4170.631928
33.102438,4170.457280
33.122872,4169.392495
33.143305,4168.442944
33.163739,4167.314540
33.184172,4167.656352
33.204606,4167.321160
33.225040,4169.277473
33.245473,4167.354487
33.265907,4168.339008
33.286340,nan
33.306774,4167.733210
33.327208,4167.027472
33.347641,4168.112759
33.368075,4162.617808
33.388509,4165.728596
33.408942,4164.950223
33.429376,4164.580053
33.449809,4166.033912
33.470243,4167.146463
33.490676,4171.051635
33.511110,4170.059557
33.531544,4169.969722
33.551977,4170.204105
33.572411,4175.803179
33.592845,4172.647857
33.613278,4171.664899
33.633712,4171.592098
33.654145,4172.013925
33.674579,4172.994219
33.695013,4171.285103
33.715446,4170.923600
33.735880,4168.857996
33.756313,4169.960571
33.776747,4169.776569
33.797181,4169.039130
33.817614,4168.118912
33.838048,4166.122523
33.858481,4164.562242
33.878915,4165.993171
33.899349,4164.048612
33.919782,4165.817716
33.940216,4165.365629
33.960649,4166.463754
33.981083,4168.339224
34.001517,4169.364697
34.021950,4168.072298
34.042384,4167.920093
34.062817,4167.409001
34.083251,4172.312948
34.103685,4172.008399
34.124118,4171.250237
34.144552,4171.565932
34.164985,4170.109612
34.185419,4170.230482
34.205853,4171.874302
34.226286,4172.621107
34.246720,4175.141677
34.267153,4178.052000
34.287587,4177.996408
34.308021,4179.918283
34.328454,4179.648680
34.348888,4183.104173
34.369322,4180.316015
34.389755,4179.463798
34.410189,4179.034920
34.430622,4179.499137
34.451056,4178.895971
34.471490,4181.334798
34.491923,4178.658390
34.512357,nan
34.532790,nan
34.553224,nan
34.573658,nan
34.594091,nan
34.614525,nan
34.634958,4173.537285
34.655392,nan
34.675826,nan
34.696259,nan
34.716693,nan
34.737126,nan
34.757560,4178.822850
34.777994,4181.942334
34.798427,4186.529508
34.818861,nan
34.839294,4180.436237
34.859728,4183.263229
34.880162,nan
34.900595,4181.377343
34.921029,4181.303499
34.941462,4181.871745
34.961896,4180.569163
34.982330,4154.024881
35.002763,4177.656464
35.023197,4178.713829
35.043630,4182.430374
35.064064,4181.834418
35.084498,4181.764830
35.104931,4183.858328
35.125365,4182.401044
35.145799,4184.437808
35.166232,4181.473508
35.186666,4185.719867
35.207099,nan
35.227533,nan
35.247966,nan
35.268400,4183.544263
35.288834,4183.715472
35.309267,4187.442652
35.329701,4187.987789
35.350134,4188.788879
35.370568,4190.545708
35.391002,4192.562943
35.411435,4193.190872
35.431869,4194.072082
35.452303,4195.877145
35.472736,4195.070477
35.493170,4194.823380
35.513603,4197.029407
35.534037,4198.621177
35.554470,4198.352595
35.574904,4195.685576
35.595338,4199.120119
35.615771,4195.739814
35.636205,4197.214576
35.656639,4199.185921
35.677072,4198.693398
35.697506,4197.583688
35.717939,4196.112650
35.738373,4197.004893
35.758807,4193.834062
35.779240,4195.887200
35.799674,4193.494107
35.820107,4190.332365
35.840541,4192.360222
35.860975,4191.809905
35.881408,4192.790638
35.901842,4191.835210
35.922275,4192.922832
35.942709,4191.210076
35.963143,4196.477061
35.983576,4197.353562
36.004010,4201.086933
36.024443,4196.703829
36.044877,4201.667972
36.065311,4200.498465
36.085744,4197.334555
36.106178,4198.847403
36.126611,4200.097072
36.147045,4199.899476
36.167479,4199.555396
36.187912,nan
36.208346,nan
36.228780,4195.420701
36.249213,4198.699905
36.269647,4200.264609
36.290080,4199.980192
36.310514,4200.080541
36.330947,4199.828863
36.351381,4201.904677
36.371815,4198.330589
36.392248,4195.951218
36.412682,4199.710030
36.433116,4196.638516
36.453549,4197.405728
36.473983,4197.861784
36.494416,4198.754200
36.514850,4200.385998
36.535284,4199.625138
36.555717,4201.095498
36.576151,4201.274842
36.596584,4207.165118
36.617018,4206.452855
36.637452,4205.400748
36.657885,4206.706063
36.678319,4204.834072
36.698752,4208.132980
36.719186,4205.392337
36.739620,4207.797262
36.760053,4202.812538
36.780487,4206.205743
36.800920,4208.981702
36.821354,4204.591704
36.841788,4209.096419
36.862221,4202.012514
36.882655,4202.158342
36.903088,4198.893285
36.923522,4197.236424
36.943956,nan
36.964389,nan
36.984823,nan
37.005257,nan
37.025690,4197.743382
37.046124,4127.546972
37.066557,4196.067358
37.086991,4196.091520
37.107424,nan
37.127858,4197.649149
37.148292,4186.210808
37.168725,4186.768073
37.189159,4155.324362
37.209592,nan
37.230026,4193.606111
37.250460,4191.737012
37.270893,4191.372173
37.291327,4193.178788
37.311761,4195.012183
37.332194,4194.715658
37.352628,4198.774252
37.373061,4195.927044
37.393495,4195.612797
37.413929,4197.312915
37.434362,4194.649218
37.454796,4192.208825
37.475229,4194.465019
37.495663,4192.488100
37.516097,4189.012232
37.536530,4188.951891
37.556964,4188.640217
37.577397,4186.486745
37.597831,4182.009516
37.618265,4192.853033
37.638698,4181.846941
37.659132,4180.544136
37.679565,4177.208221
37.699999,4179.226825
37.720433,4177.911639
37.740866,4180.187268
37.761300,4181.055950
37.781733,4177.567593
37.802167,4177.903058
37.822601,4177.937852
37.843034,4178.486597
37.863468,4177.799948
37.883901,4177.407528
37.904335,4177.413162
37.924769,nan
37.945202,4177.155255
37.965636,4175.874227
37.986069,4177.943386
38.006503,4176.806002
38.026937,4173.811685
38.047370,4176.534653
38.067804,4173.344046
38.088238,4173.202509
38.108671,4171.980893
38.129105,4172.203452
38.149538,4171.550242
38.169972,4173.928233
38.190406,4175.109840
38.210839,4172.359290
38.231273,4177.838051
38.251706,4177.392217
38.272140,4178.580357
38.292573,4177.766056
38.313007,4176.148533
38.333441,4176.500736
38.353874,4174.665439
38.374308,4176.119692
38.394742,4179.130648
38.415175,4174.793164
38.435609,4173.147230
38.456042,4168.659011
38.476476,4169.120987
38.496910,4168.999956
38.517343,nan
38.537777,nan
38.558210,nan
38.578644,nan
38.599078,nan
38.619511,4164.961099
38.639945,4168.408840
38.660378,4167.727282
38.680812,nan
38.701246,nan
38.721679,nan
38.742113,nan
38.762546,4169.329219
38.782980,nan
38.803414,4165.835306
38.823847,4166.878958
38.844281,4166.887941
38.864714,4167.595167
38.885148,4152.272608
38.905582,4126.195166
38.926015,4161.376513
38.946449,nan
38.966882,4158.485300
38.987316,nan
39.007750,4157.147306
39.028183,4162.435584
39.048617,4160.831773
39.069050,4182.214543
39.089484,4161.502266
39.109918,4160.540921
39.130351,4161.909655
39.150785,4164.878789
39.171218,nan
39.191652,4163.978252
39.212086,4169.354343
39.232519,4168.322317
39.252953,4170.891615
39.273387,4167.685787
39.293820,4166.010173
39.314254,4168.849780
39.334687,4167.424484
39.355121,4171.283859
39.375554,4165.563993
39.395988,4167.565252
39.416422,4171.254011
39.436855,4167.841207
39.457289,4173.751160
39.477723,4169.695780
39.498156,4170.034444
39.518590,4171.851623
39.539023,4169.903900
39.559457,4170.042115
39.579891,4171.529517
39.600324,4168.295728
39.620758,4169.206121
39.641191,4167.031148
39.661625,4165.237836
39.682059,4167.212460
39.702492,4167.642817
39.722926,4166.966073
39.743359,4165.552010
39.763793,4166.713196
39.784227,4169.249431
39.804660,4169.030295
39.825094,4168.784302
39.845528,4170.040767
39.865961,4171.903255
39.886395,4172.240267
39.906828,4170.915762
39.927262,4173.883321
39.947695,4173.968407
39.968129,4178.012561
39.988563,4173.581467
40.008996,4177.347223
40.029430,4175.558439
40.049863,4179.276574
40.070297,4176.792072
40.090731,4178.040829
40.111164,4147.380896
40.131598,nan
40.152031,4176.649592
40.172465,4179.787593
40.192899,4181.142390
40.213332,4179.065383
40.233766,4180.077126
40.254200,4178.498931
40.274633,4179.654875
40.295067,4179.134550
40.315500,4179.222746
40.335934,4178.668030
40.356368,4181.607541
40.376801,4184.161037
40.397235,4185.824851
40.417668,4188.681617
40.438102,4185.826873
40.458535,4189.575375
40.478969,4189.005896
40.499403,4188.889880
40.519836,4191.237265
40.540270,4192.022149
40.560704,4191.443335
40.581137,4193.772497
40.601571,4195.900857
40.622004,4189.089388
40.642438,4193.018587
40.662872,4191.207465
40.683305,4195.080589
40.703739,4188.020540
40.724172,nan
40.744606,4190.085498
40.765040,nan
40.785473,4187.439567
40.805907,4188.058298
40.826340,4190.340447
40.846774,nan
40.867208,nan
40.887641,nan
40.908075,nan
40.928509,nan
40.948942,nan
40.969376,4190.559503
40.989809,4194.182542
41.010243,4195.446694
41.030676,4195.102865
41.051110,4196.496009
41.071544,4196.025172
41.091977,4198.112525
41.112411,4196.266751
41.132844,nan
41.153278,4195.922493
41.173712,4195.667864
41.194145,4197.306231
41.214579,4193.463888
41.235012,4198.342462
41.255446,4197.115163
41.275880,4198.919114
41.296313,4197.155840
41.316747,4197.871209
41.337181,4201.886625
41.357614,4206.751210
41.378048,4202.258905
41.398481,4203.598752
41.418915,4205.051125
41.439349,4204.830892
41.459782,4204.064857
41.480216,4207.034878
41.500649,4206.700133
41.521083,4204.482516
41.541517,4206.326750
41.561950,4203.947623
41.582384,4209.216423
41.602817,4206.671910
41.623251,4205.480756
41.643685,4211.828857
41.664118,4207.446851
41.684552,4204.710861
41.704985,4206.130145
41.725419,4204.891088
41.745853,4203.449276
41.766286,4206.237171
41.786720,4204.813441
41.807153,4206.945340
41.827587,4207.386267
41.848021,4204.673628
41.868454,4204.188895
41.888888,4205.076759
41.909321,4203.660178
41.929755,4201.190751
41.950189,4206.314009
41.970622,4203.940147
41.991056,4204.616836
42.011490,4202.748996
42.031923,4204.380411
42.052357,4205.603373
42.072790,4204.390153
42.093224,4203.965813
42.113658,4203.830901
42.134091,4205.635640
42.154525,4203.190039
42.174958,4204.734801
42.195392,4205.647225
42.215825,4206.011468
42.236259,4206.028856
42.256693,4205.183452
42.277126,4207.367331
42.297560,4205.912546
42.317994,4207.324661
42.338427,4204.013760
42.358861,4203.917120
42.379294,4202.614425
42.399728,4204.895731
42.420162,4202.033842
42.440595,4200.627648
42.461029,4202.652966
42.481462,4205.708168
42.501896,4202.534755
42.522330,4205.332830
42.542763,4206.465571
42.563197,4204.497238
42.583630,4206.779038
42.604064,4209.243451
42.624498,4207.688332
42.644931,4209.733671
42.665365,4208.180527
42.685798,4206.853418
42.706232,4209.093653
42.726666,4208.861719
42.747099,4209.106348
42.767533,4210.083887
42.787966,4208.318262
42.808400,4207.959248
42.828834,4209.756290
42.849267,4206.969348
42.869701,4207.186718
42.890134,4206.788854
42.910568,4208.057090
42.931002,4207.379156
42.951435,4206.529647
42.971869,nan
42.992303,4202.343157
43.012736,4203.763517
43.033170,4201.506013
43.053603,4199.535375
43.074037,4199.191487
43.094471,nan
43.114904,4200.970071
43.135338,nan
43.155771,nan
43.176205,nan
43.196639,nan
43.217072,nan
43.237506,4202.202907
43.257939,4200.172221
43.278373,4200.295082
43.298807,4198.243712
43.319240,nan
43.339674,4197.012212
43.360107,4198.817633
43.380541,4199.636653
43.400975,4197.265102
43.421408,4197.959078
43.441842,4199.400472
43.462275,4195.112057
43.482709,4198.190777
43.503143,4196.108901
43.523576,4195.774262
43.544010,4196.184795
43.564443,4194.712900
43.584877,4194.764978
43.605311,4194.325485
43.625744,4193.288312
43.646178,4195.298827
43.666611,4194.715939
43.687045,4195.281813
43.707479,4194.519893
43.727912,4192.199499
43.748346,4194.360602
43.768780,4192.577965
43.789213,4194.302969
43.809647,4193.311121
43.830080,4191.911206
43.850514,4194.405727
43.870948,4190.670790
43.891381,4190.256362
43.911815,4194.542269
43.932248,4190.063515
43.952682,4189.134428
43.973115,4188.932815
43.993549,4189.285990
44.013983,4192.170046
44.034416,4189.331681
44.054850,4187.352444
44.075284,4189.826825
44.095717,4187.579563
44.116151,4188.569089
44.136584,4189.196663
44.157018,4185.596694
44.177452,4190.321498
44.197885,4186.438488
44.218319,4184.979082
44.238752,4186.560502
44.259186,4186.382814
44.279620,4184.014067
44.300053,4183.506388
44.320487,4186.839857
44.340920,4189.217290
44.361354,4182.670063
44.381788,4199.010035
44.402221,4184.896540
44.422655,4183.664465
44.443088,4182.813853
44.463522,4183.336041
44.483956,4181.873313
44.504389,4183.141506
44.524823,4182.034555
44.545257,4182.899574
44.565690,4185.669502
44.586124,4181.464621
44.606557,4185.306923
44.626991,4180.706323
44.647424,4185.908051
44.667858,4179.806555
44.688292,4178.466438
44.708725,4177.563594
44.729159,4178.652353
44.749592,4177.726117
44.770026,4179.178194
44.790460,4180.849236
44.810893,4177.694783
44.831327,4180.326078
44.851761,4177.177642
44.872194,4177.373331
44.892628,4178.898009
44.913061,4177.116059
44.933495,4176.312229
44.953929,4172.166458
44.974362,4173.617784
44.994796,4175.043113
45.015229,4178.794726
45.035663,4164.232792
45.056097,nan
45.076530,4173.833080
45.096964,4177.096980
45.117397,4175.290979
45.137831,4177.118871
45.158265,4175.167751
45.178698,4174.962653
45.199132,4175.217894
45.219565,4174.631749
45.239999,4172.610851
45.260433,4179.817036
45.280866,4177.898314
45.301300,4177.315282
45.321733,4174.573424
45.342167,4174.603881
45.362601,4175.736252
45.383034,4175.196637
45.403468,4175.647790
45.423901,4175.366266
45.444335,4175.839914
45.464769,4178.985646
45.485202,4174.755442
45.505636,4176.505755
45.526069,4175.698690
45.546503,4179.902058
45.566937,4174.281703
45.587370,4175.934120
45.607804,4175.950517
45.628238,4179.872231
45.648671,4176.881836
45.669105,4178.053577
45.689538,4178.815143
45.709972,4175.386037
45.730406,4180.902600
45.750839,4177.852443
45.771273,nan
45.791706,4179.234840
45.812140,4182.293226
45.832574,4185.835090
45.853007,4184.287368
45.873441,4182.940870
45.893874,4183.456184
45.914308,4182.623429
45.934742,4183.925990
45.955175,4181.334986
45.975609,4181.899255
45.996042,4182.441631
46.016476,4181.137395
46.036910,4184.556249
46.057343,4182.735889
46.077777,4180.793963
46.098210,4181.833953
46.118644,4181.449371
46.139078,4178.950650
46.159511,4178.981960
46.179945,4176.765244
46.200378,4174.019180
46.220812,4172.048913
46.241246,4175.889225
46.261679,4174.302562
46.282113,4177.830618
46.302546,4177.780301
46.322980,4175.744178
46.343414,4176.290354
46.363847,4174.467656
46.384281,4176.009708
46.404715,4175.428183
46.425148,4173.938360
46.445582,4173.233881
46.466015,4173.331828
46.486449,4172.795715
46.506882,4169.875293
46.527316,4172.393343
46.547750,4170.529281
46.568183,4169.416478
46.588617,4169.732640
46.609051,4171.604119
46.629484,4171.070342
46.649918,4170.676856
46.670351,4172.304064
46.690785,4172.462135
46.711219,4169.040483
46.731652,4170.183853
46.752086,4170.313480
46.772519,4172.918531
46.792953,4173.700535
46.813387,4170.133178
46.833820,4174.754035
46.854254,4168.643559
46.874687,4170.612816
46.895121,4169.478812
46.915555,4171.623431
46.935988,4174.096425
46.956422,4175.801949
46.976855,nan
46.997289,nan
47.017723,nan
47.038156,nan
47.058590,4158.418676
47.079024,4153.823081
47.099457,4149.249904
47.119891,4143.986222
47.140324,4135.833343
47.160758,nan
47.181191,nan
47.201625,nan
47.222059,nan
47.242492,nan
47.262926,nan
47.283359,4166.469922
47.303793,4167.869388
47.324227,4166.678033
47.344660,4167.985710
47.365094,4168.401733
47.385528,4169.152229
47.405961,4169.578243
47.426395,4167.149386
47.446828,4169.833720
47.467262,4168.510987
47.487696,4169.304578
47.508129,4177.218779
47.528563,4173.384880
47.548996,4171.193290
47.569430,4174.298234
47.589864,4173.079593
47.610297,4171.055417
47.630731,4173.080255
47.651164,4173.994390
47.671598,4174.421294
47.692032,4173.398106
47.712465,4173.367437
47.732899,4172.392109
47.753332,4169.117841
47.773766,4171.444158
47.794200,4171.853596
47.814633,4171.037760
47.835067,4169.795704
47.855500,4169.507491
47.875934,4171.043008
47.896368,4170.139273
47.916801,4173.065486
47.937235,4171.088413
47.957668,4170.323413
47.978102,nan
47.998536,4180.331880
48.018969,4183.105263
48.039403,4179.461685
48.059837,4196.510729
48.080270,4182.455824
48.100704,4182.660891
48.121137,4177.713450
48.141571,4177.959355
48.162005,4177.868057
48.182438,4182.441955
48.202872,4182.078547
48.223305,4179.633602
48.243739,4179.588951
48.264173,4178.607602
48.284606,4175.875790
48.305040,4176.141785
48.325473,4177.319076
48.345907,4185.539124
48.366341,4176.819301
48.386774,4178.306064
48.407208,nan
48.427641,4178.738960
48.448075,nan
48.468509,nan
48.488942,4184.581832
48.509376,4188.976455
48.529809,4191.193105
48.550243,4193.825621
48.570677,4187.318072
48.591110,4190.611102
48.611544,4187.628593
48.631978,4193.357591
48.652411,4186.295659
48.672845,4188.500136
48.693278,4183.865164
48.713712,4183.127707
48.734145,4185.559449
48.754579,4185.909174
48.775013,4185.793878
48.795446,nan
48.815880,4192.733747
48.836313,4194.527613
48.856747,4191.915378
48.877181,4195.018972
48.897614,4150.550878
48.918048,nan
48.938482,4131.580752
48.958915,4122.758160
48.979349,nan
48.999782,nan
49.020216,4193.398711
49.040649,4194.366537
49.061083,4192.314830
49.081517,4189.684782
49.101950,4193.433920
49.122384,4192.835803
49.142818,4198.450363
49.163251,4195.346819
49.183685,4197.696441
49.204118,4195.770972
49.224552,4198.494455
49.244986,4199.151411
49.265419,4196.199904
49.285853,4197.875900
49.306286,nan
49.326720,4203.298160
49.347154,4207.636794
49.367587,4210.303881
49.388021,4207.030419
49.408455,4203.980316
49.428888,4200.818204
49.449322,4205.347227
49.469755,4207.137840
49.490189,4205.911934
49.510622,4206.329564
49.531056,4202.640473
49.551490,4200.051577
49.571923,4201.465264
49.592357,4202.096356
49.612790,4203.449182
49.633224,4202.218726
49.653658,4205.476788
49.674091,4204.189447
49.694525,4208.369296
49.714959,4207.137303
49.735392,4206.724158
49.755826,4207.205479
49.776259,4205.384307
49.796693,4207.813804
49.817126,4206.707866
49.837560,4208.802800
49.857994,4207.338693
49.878427,nan
49.898861,4214.538176
49.919295,4214.526677
49.939728,4215.266224
49.960162,4213.673257
49.980595,4212.851352
50.001029,4213.398035
50.021463,4215.028484
50.041896,4213.370438
50.062330,4210.451524
50.082763,4209.661683
50.103197,4212.710772
50.123631,4213.950103
50.144064,4213.469095
50.164498,4211.882755
50.184931,4211.652163
50.205365,4216.514460
50.225799,4211.516407
50.246232,4217.018842
50.266666,4210.797643
50.287099,4215.375829
50.307533,4211.877023
50.327967,4214.489546
50.348400,4144.001971
50.368834,4220.651531
50.389268,4221.682323
50.409701,4221.535459
50.430135,4175.575370
50.450568,nan
50.471002,nan
50.491436,nan
50.511869,nan
50.532303,4220.283862
50.552736,4223.426160
50.573170,4226.648301
50.593603,4225.530215
50.614037,4219.804891
50.634471,4218.913128
50.654904,4217.810311
50.675338,4218.596048
50.695772,4216.404735
50.716205,4216.524457
50.736639,4216.089423
50.757072,nan
50.777506,4216.055661
50.797940,4221.227004
50.818373,4222.104220
50.838807,4220.743002
50.859240,4223.954282
50.879674,4224.737088
50.900108,4184.270389
50.920541,nan
50.940975,nan
50.961408,4224.070725
50.981842,4222.049557
51.002276,4219.669854
51.022709,nan
51.043143,4219.262587
51.063576,4215.803926
51.084010,4221.384205
51.104444,4223.294876
51.124877,4227.620984
51.145311,4226.373912
51.165744,4228.147582
51.186178,4226.107288
51.206612,4217.021949
51.227045,4217.911260
51.247479,4220.668890
51.267912,4217.019324
51.288346,4220.716191
51.308780,4217.169095
51.329213,4218.461276
51.349647,4215.709804
51.370080,4212.054258
51.390514,4214.672541
51.410948,4212.224402
51.431381,4216.412005
51.451815,4215.468180
nan,nan
nan,nan
nan,nan
51.533549,4211.176204
51.553983,4212.688949
51.574417,4210.713994
51.594850,4220.610736
51.615284,4216.255373
51.635718,4144.933082
51.656151,nan
51.676585,4215.506977
51.697018,4213.106061
51.717452,4211.740195
51.737885,4212.210246
51.758319,4211.598213
51.778753,4215.688368
51.799186,4219.574708
51.819620,4216.933119
51.840053,4213.983296
51.860487,4210.996162
51.880921,4208.607678
51.901354,4210.733177
51.921788,4210.257087
51.942221,4208.400432
51.962655,4205.526766
51.983089,4203.124244
52.003522,4203.491693
52.023956,4204.464284
52.044389,4201.847687
52.064823,4202.498389
52.085257,4203.344323
52.105690,4204.745250
52.126124,nan
52.146558,nan
52.166991,4201.657744
52.187425,4207.261966
52.207858,4208.735342
52.228292,4208.779021
52.248726,4211.095703
52.269159,4200.867176
52.289593,4201.437953
52.310026,4203.009825
52.330460,4199.581516
52.350894,4197.608749
52.371327,4199.491841
52.391761,4196.000038
52.412194,4197.113924
52.432628,4199.841666
52.453062,4196.294449
52.473495,4196.166674
52.493929,nan
52.514362,4198.859054
52.534796,4201.638128
52.555230,4203.982611
52.575663,4200.260454
52.596097,4200.182386
52.616530,4141.489532
52.636964,nan
52.657398,4200.080271
52.677831,4197.609991
52.698265,4196.465281
52.718699,4192.041763
52.739132,4192.177153
52.759566,4192.960874
52.779999,4191.913990
52.800433,4195.924246
52.820866,4199.334317
52.841300,4198.301794
52.861734,4195.417708
52.882167,nan
52.902601,nan
52.923035,nan
52.943468,nan
52.963902,4195.156934
52.984335,4196.337494
53.004769,4198.405599
53.025203,4199.285684
53.045636,4199.498955
53.066070,4200.227306
53.086503,4226.313209
53.106937,4192.526994
53.127371,4178.884845
53.147804,4194.671301
53.168238,4190.530049
