MJD-57216.958185,Flux
13.465745,4178.671510
13.486178,4180.890842
13.506612,4179.685370
13.527046,4150.382242
13.547479,4148.784191
13.567913,4182.106551
13.588347,4182.047187
13.608780,4181.381685
13.629214,4182.233056
13.649647,4185.131303
13.670081,nan
13.690514,4189.203429
13.710948,4186.260820
13.731382,4187.860846
13.751815,4187.183040
13.772249,4182.071385
13.792682,4183.006624
13.813116,4180.086590
13.833550,4178.546928
13.853983,4179.186840
13.874417,4176.296791
13.894851,4179.679354
13.915284,4180.266121
13.935718,4184.441756
13.956151,4128.771199
13.976585,4233.733454
13.997019,4180.652545
14.017452,4178.149742
14.037886,4178.214810
14.058319,4177.303083
14.078753,4176.532924
14.099187,4173.944406
14.119620,4174.203088
14.140054,nan
14.160487,4172.959755
14.180921,4178.516874
14.201354,4175.021591
14.221788,4175.091667
14.242222,4178.570398
14.262655,4179.848325
14.283089,4181.653598
14.303523,4180.175553
14.323956,4180.662971
14.344390,4178.527984
14.364823,4181.662752
14.385257,4176.760206
14.405691,4180.403421
14.426124,4179.809822
14.446558,4180.165121
14.466991,4179.799914
14.487425,4178.615878
14.507859,4175.456575
14.528292,4173.447409
14.548726,4175.637979
14.569159,4174.386326
14.589593,4171.314307
14.610027,4167.732726
14.630460,4168.785852
14.650894,4167.140735
14.671327,4165.621107
14.691761,nan
14.712195,4167.722329
14.732628,4169.914985
14.753062,4167.342916
14.773495,4169.852086
14.793929,4180.430949
14.814363,4167.959473
14.834796,nan
14.855230,4171.490025
14.875663,4128.113997
14.896097,4158.983084
14.916531,4160.689894
14.936964,4162.059078
14.957398,4163.591767
14.977832,4165.414055
14.998265,4165.469329
15.018699,4165.594977
15.039132,4164.935919
15.059566,4163.405679
15.079999,4164.089235
15.100433,4162.869549
15.120867,4164.844946
15.141300,4161.533008
15.161734,4162.880739
15.182167,4162.279832
15.202601,4164.528803
15.223035,4168.344547
15.243468,4164.380882
15.263902,4168.788311
15.284336,4166.819886
15.304769,4169.402877
15.325203,4166.461901
15.345636,4169.170339
15.366070,4163.046563
15.386504,4167.146661
15.406937,4171.837157
15.427371,4167.701550
15.447804,4163.253443
15.468238,4160.004685
15.488672,4162.097888
15.509105,4159.791479
15.529539,4159.682567
15.549972,4161.265903
15.570406,4160.044768
15.590840,4158.340592
15.611273,4163.662031
15.631707,nan
15.652140,nan
15.672574,4172.541835
15.693008,4164.942843
15.713441,4162.107342
15.733875,4164.394889
15.754308,4159.323390
15.774742,4162.358438
15.795176,4166.134805
15.815609,4162.595707
15.836043,4163.736967
15.856476,4166.437068
15.876910,4166.592891
15.897344,4166.691616
15.917777,4170.500748
15.938211,4166.906842
15.958644,4167.422087
15.979078,4164.994702
15.999512,4167.770290
16.019945,4169.063981
16.040379,4168.269529
16.060812,4166.783295
16.081246,4166.507928
16.101680,4164.615900
16.122113,4164.655733
16.142547,4164.066939
16.162980,4161.467509
16.183414,4158.657637
16.203848,4162.791885
16.224281,4160.252722
16.244715,4161.872850
16.265149,4160.818881
16.285582,4160.631430
16.306016,4161.713998
16.326449,4167.648568
16.346883,4162.444535
16.367317,4163.681426
16.387750,4162.531762
16.408184,4165.303484
16.428617,4162.086820
16.449051,4159.410569
16.469484,4161.681614
16.489918,4163.035631
16.510352,4166.412780
16.530785,4167.712540
16.551219,4169.906413
16.571653,4166.587065
16.592086,4168.435104
16.612520,4167.227696
16.632953,4167.277340
16.653387,4171.570365
16.673821,4165.679035
16.694254,4164.664659
16.714688,4164.530782
16.735121,nan
16.755555,nan
16.775989,nan
16.796422,nan
16.816856,4161.116150
16.837289,4161.176369
16.857723,4163.247330
16.878157,nan
16.898590,4161.440788
16.919024,4158.181671
16.939457,4159.709176
16.959891,4156.525743
16.980325,4155.816647
17.000758,4153.513529
17.021192,4154.824290
17.041625,4151.901093
17.062059,4150.401223
17.082493,4144.066949
17.102926,4159.524955
17.123360,4164.895130
17.143793,4160.436204
17.164227,4158.505598
17.184661,4153.542765
17.205094,4151.502784
17.225528,4150.919888
17.245961,4151.599688
17.266395,4153.866401
17.286829,4150.982724
17.307262,4150.959887
17.327696,4150.162635
17.348130,4148.087831
17.368563,4145.246251
17.388997,4149.784510
17.409430,4150.597049
17.429864,4148.406090
17.450297,4148.689143
17.470731,4151.950651
17.491165,4150.022255
17.511598,4150.112425
17.532032,4146.503440
17.552466,4146.888554
17.572899,4147.011587
17.593333,nan
17.613766,4146.683199
17.634200,4146.828047
17.654634,4146.212152
17.675067,4145.600652
17.695501,4144.760582
17.715934,4146.072839
17.736368,4149.450526
17.756802,4147.197945
17.777235,4149.471255
17.797669,4147.670693
17.818102,4148.376933
17.838536,4145.074706
17.858970,4142.618225
17.879403,4142.024184
17.899837,4138.732112
17.920270,4139.089668
17.940704,4138.409133
17.961138,4136.918598
17.981571,4137.519811
18.002005,4137.024861
18.022438,4138.836171
18.042872,4136.939087
18.063306,nan
18.083739,4138.305923
18.104173,4137.889651
18.124607,4137.498066
18.145040,4138.573183
18.165474,4138.322127
18.185907,4137.367963
18.206341,4136.043044
18.226774,4136.593998
18.247208,4136.769452
18.267642,4137.822488
18.288075,4141.102114
18.308509,4143.399931
18.328942,4141.947782
18.349376,4143.098173
18.369810,4144.458881
18.390243,4143.686420
18.410677,4141.473530
18.431110,4142.779821
18.451544,4143.727915
18.471978,4142.558483
18.492411,4136.588135
18.512845,nan
18.533279,nan
18.553712,nan
18.574146,nan
18.594579,4138.334228
18.615013,4137.710569
18.635447,4135.252438
18.655880,nan
18.676314,4135.679099
18.696747,4136.919619
18.717181,4134.378262
18.737615,4135.021411
18.758048,4134.370259
18.778482,4133.535185
18.798915,4130.114955
18.819349,4136.776135
18.839783,4138.173708
18.860216,4137.979658
18.880650,4141.150203
18.901083,4141.714449
18.921517,4141.421667
18.941951,4143.760004
18.962384,4141.789551
18.982818,4142.720278
19.003251,4138.291142
19.023685,4138.250678
19.044119,4134.733163
19.064552,4136.613046
19.084986,4136.078178
19.105419,4140.778174
19.125853,4138.018209
19.146287,4139.571720
19.166720,nan
19.187154,nan
19.207588,4138.848030
19.228021,4161.501938
19.248455,4145.965257
19.268888,4133.319125
19.289322,nan
19.309755,nan
19.330189,4147.277234
19.350623,4147.441998
19.371056,4146.419262
19.391490,4143.845021
19.411923,4143.753202
19.432357,4139.917438
19.452791,4141.635385
19.473224,4141.511046
19.493658,4141.220204
19.514091,4140.444010
19.534525,nan
19.554959,nan
19.575392,4144.807754
19.595826,4143.114284
19.616260,4140.830481
19.636693,4143.665332
19.657127,4146.025084
19.677560,4145.877513
19.697994,4147.602011
19.718427,4145.311861
19.738861,4148.618656
19.759295,4151.122943
19.779728,nan
19.800162,4150.233850
19.820596,4151.176231
19.841029,4153.612659
19.861463,4154.232173
19.881896,4156.025027
19.902330,4156.896494
19.922764,4156.938860
19.943197,4157.074975
19.963631,4157.416169
19.984064,4156.739296
20.004498,4157.734787
20.024932,4146.538482
20.045365,4156.156054
20.065799,4159.844706
20.086232,4158.203513
20.106666,4154.019838
20.127100,4152.086653
20.147533,4153.089990
20.167967,4153.754461
20.188400,4155.142564
20.208834,4154.628783
20.229268,4155.554973
20.249701,nan
20.270135,nan
20.290568,4155.201147
20.311002,4160.583703
20.331436,4155.766545
20.351869,4155.747238
20.372303,4156.673275
20.392736,4159.263375
20.413170,4160.800252
20.433604,4162.454805
20.454037,4165.653792
20.474471,4161.417720
20.494904,4161.490242
20.515338,4161.159979
20.535772,4160.823546
20.556205,nan
20.576639,nan
20.597073,4153.390000
20.617506,nan
20.637940,4161.159555
20.658373,4158.099264
20.678807,nan
20.699240,4160.548251
20.719674,4158.761421
20.740108,4158.000239
20.760541,nan
20.780975,4158.099888
20.801408,4158.990545
20.821842,4160.764959
20.842276,nan
20.862709,4163.647979
20.883143,4164.135981
20.903577,4167.036504
20.924010,4166.950699
20.944444,4164.543605
20.964877,4165.246166
20.985311,4166.672848
21.005745,4162.960787
21.026178,4159.436939
21.046612,4158.526628
21.067045,4161.033309
21.087479,4158.304742
21.107912,4162.454801
21.128346,4164.110993
21.148780,4164.133825
21.169213,nan
21.189647,4164.274020
21.210081,4162.034919
21.230514,4161.919525
21.250948,nan
21.271381,4161.155213
21.291815,4167.060815
21.312249,4160.717618
21.332682,4159.985029
21.353116,4161.764995
21.373550,4167.290600
21.393983,4166.312846
21.414417,4167.320658
21.434850,4164.841569
21.455284,4167.002083
21.475717,4164.934630
21.496151,4165.613270
21.516585,nan
21.537018,4167.946492
21.557452,4166.823437
21.577885,4163.791971
21.598319,4165.854469
21.618753,4163.976597
21.639186,4159.154280
21.659620,4158.666361
21.680054,4160.161006
21.700487,4163.335430
21.720921,4163.410502
21.741354,4163.303676
21.761788,4162.521558
21.782221,nan
21.802655,4159.199837
21.823089,4162.985537
21.843522,4163.752456
21.863956,4162.719510
21.884390,4161.889079
21.904823,4163.092145
21.925257,4159.988126
21.945690,4160.124782
21.966124,4157.950234
21.986558,4157.010158
22.006991,4167.357895
22.027425,4165.876525
22.047858,4167.779397
22.068292,4164.066342
22.088725,4165.745927
22.109159,4162.986245
22.129593,4160.080601
22.150026,nan
22.170460,nan
22.190894,nan
22.211327,4161.494357
22.231761,4158.714225
22.252194,4158.209009
22.272628,4156.302398
22.293062,4157.019795
22.313495,4158.827793
22.333929,4161.079464
22.354362,4156.103503
22.374796,4157.916116
22.395230,4159.624725
22.415663,4160.514579
22.436097,4161.282043
22.456530,4163.809220
22.476964,4160.627241
22.497398,4161.429877
22.517831,4157.068484
22.538265,nan
22.558698,nan
22.579132,nan
22.599566,4152.312445
22.619999,nan
22.640433,4151.494876
22.660866,4152.343997
22.681300,4151.157477
22.701734,nan
22.722167,nan
22.742601,4148.523707
22.763034,4145.096392
22.783468,4144.511851
22.803902,4148.127681
22.824335,nan
22.844769,4150.900800
22.865203,4151.039704
22.885636,4149.565327
22.906070,4149.466438
22.926503,4154.425655
22.946937,4147.167586
22.967371,nan
22.987804,4152.260335
23.008238,4151.392723
23.028671,4158.747689
23.049105,4158.546587
23.069538,4156.592520
23.089972,4155.711040
23.110406,4156.475224
23.130839,4156.457273
23.151273,4153.256333
23.171707,4150.274494
23.192140,4150.941071
23.212574,4150.680218
23.233007,4152.341240
23.253441,4154.064273
23.273875,4128.017471
23.294308,nan
23.314742,4154.384361
23.335175,4154.935090
23.355609,4150.899882
23.376043,4149.903736
23.396476,4151.158079
23.416910,4148.690741
23.437343,4152.664811
23.457777,4146.688196
23.478211,nan
23.498644,4162.336826
23.519078,4169.847737
23.539511,4161.731238
23.559945,4163.482787
23.580379,4167.260897
23.600812,4163.609552
23.621246,4162.921167
23.641679,4158.387244
23.662113,4158.627302
23.682547,4159.557330
23.702980,4156.735051
23.723414,4158.125404
23.743847,4158.117024
23.764281,4158.431887
23.784715,4159.222335
23.805148,4160.546963
23.825582,4162.906748
23.846015,4161.209892
23.866449,4160.711278
23.886883,4160.323015
23.907316,nan
23.927750,4156.632526
23.948184,nan
23.968617,4161.118112
23.989051,4158.799224
24.009484,4161.011502
24.029918,4163.457524
24.050351,4167.213993
24.070785,4163.908846
24.091219,4167.516428
24.111652,4165.891588
24.132086,4165.340967
24.152520,4162.425269
24.172953,4159.616368
24.193387,4156.758898
24.213820,4155.865651
24.234254,4157.925009
24.254688,4158.319124
24.275121,4158.538923
24.295555,4158.465264
24.315988,4160.297367
24.336422,nan
24.356856,4160.748684
24.377289,4158.505103
24.397723,4168.742870
24.418156,4156.898621
24.438590,nan
24.459023,4156.418081
24.479457,4160.035776
24.499891,4158.147785
24.520325,4158.734501
24.540758,4159.710867
24.561192,4159.421476
24.581625,4161.274663
24.602059,4162.836835
24.622492,4167.814046
24.642926,4165.637448
24.663360,4166.239659
24.683793,4164.892895
24.704227,nan
24.724660,nan
24.745094,nan
24.765528,nan
24.785961,4161.382390
24.806395,4161.414892
24.826828,4158.551717
24.847262,nan
24.867696,nan
24.888129,4165.820732
24.908563,4167.563634
24.928997,nan
24.949430,4166.313697
24.969864,4165.260184
24.990297,4168.690068
25.010731,4169.924641
25.031164,4168.023471
25.051598,4164.305406
25.072032,4168.076599
25.092465,4169.459740
25.112899,4172.675155
25.133333,4174.979310
25.153766,4173.397404
25.174200,4172.203149
25.194633,4171.868818
25.215067,4169.853822
25.235501,4169.396333
25.255934,4167.350984
25.276368,4168.791855
25.296801,4168.477036
25.317235,4170.806052
25.337669,4172.848053
25.358102,4170.660806
25.378536,4174.630335
25.398969,nan
25.419403,4173.063405
25.439836,nan
25.460270,4171.768456
25.480704,4172.066299
25.501137,4171.570196
25.521571,4174.144894
25.542005,4173.453478
25.562438,4176.694154
25.582872,nan
25.603305,4176.446923
25.623739,4176.033794
25.644173,4172.923739
25.664606,4169.099170
25.685040,4169.119283
25.705473,4172.188666
25.725907,4173.585150
25.746341,4177.017195
25.766774,4176.363611
25.787208,4179.556333
25.807641,4177.807713
25.828075,4179.432025
25.848509,4175.590134
25.868942,4175.923648
25.889376,4179.215753
25.909809,nan
25.930243,4181.220169
25.950677,4183.094199
25.971110,4185.699426
25.991544,4182.229891
26.011977,4180.630528
26.032411,4180.497140
26.052845,4180.185159
26.073278,4171.693017
26.093712,4171.381210
26.114145,4171.440140
26.134579,4172.912565
26.155013,4174.578393
26.175446,4174.155858
26.195880,4175.912568
26.216314,4182.322469
26.236747,4175.154912
26.257181,4171.767164
26.277614,4172.394884
26.298048,4167.454957
26.318482,4164.684102
26.338915,4166.145814
26.359349,4165.581114
26.379782,4164.803294
26.400216,nan
26.420649,4195.781347
26.441083,4171.730338
