MJD-57216.958185,Flux
10.359837,1197.573409
10.380271,1197.631473
10.400704,1199.000449
10.421138,1198.049960
10.441572,1198.600813
10.462005,1199.280135
10.482439,1198.379838
10.502872,nan
10.523306,1199.517464
10.543739,1199.130234
10.564173,1199.234948
10.584607,nan
10.605040,1198.070823
10.625474,1199.748664
10.645907,1199.374380
10.666341,1198.978124
10.686775,1199.229771
10.707208,1199.328830
10.727642,1193.288850
10.748076,1192.612274
10.768509,1194.833159
10.788943,1194.931777
10.809376,1195.464226
10.829810,1194.572358
10.850244,1195.254098
10.870677,1195.778246
10.891111,1195.200716
10.911544,1194.753681
10.931978,1197.015355
10.952412,1195.997976
10.972845,1197.476813
10.993279,1197.445152
11.013712,1196.748946
11.034146,1197.237920
11.054580,1198.481190
11.075013,1197.571149
11.095447,1197.467627
11.115880,1197.540374
11.136314,1196.604821
11.156748,1198.215105
11.177181,1198.483836
11.197615,1199.157718
11.218048,1199.582199
11.238482,1199.765469
11.258916,1199.534957
11.279349,1200.979888
11.299783,1200.385308
11.320216,1200.547738
11.340650,1200.715160
11.361084,1200.974622
11.381517,1201.499409
11.401951,1201.160859
11.422384,1202.592219
11.442818,1201.778133
11.463252,nan
11.483685,1200.296607
11.504119,1201.233293
11.524552,1202.142147
11.544986,1201.922177
11.565420,1200.030454
11.585853,1200.931211
11.606287,1202.598692
11.626720,1203.355233
11.647154,1204.062988
11.667588,1203.089160
11.688021,1202.759753
11.708455,nan
11.728889,1198.617317
11.749322,1199.440455
11.769756,1200.274550
11.790189,1200.514497
11.810623,1199.498599
11.831056,1199.498615
11.851490,1199.980031
11.871924,1199.963784
11.892357,1200.647895
11.912791,1201.101743
11.933224,1199.703261
11.953658,1199.579314
11.974092,1199.882614
11.994525,1199.846192
12.014959,1200.538651
12.035393,1199.602256
12.055826,1200.038176
12.076260,1199.580784
12.096693,1200.280291
12.117127,1199.694110
12.137561,1199.613122
12.157994,nan
12.178428,nan
12.198861,1196.036196
12.219295,1194.063300
nan,nan
nan,nan
nan,nan
12.301029,1195.808772
12.321463,1196.052699
12.341897,1195.156159
12.362330,1194.903733
12.382764,1195.809877
12.403197,1195.154898
12.423631,1196.136782
12.444065,1196.281213
12.464498,1196.205783
12.484932,1195.019327
12.505365,1196.688167
12.525799,1194.975048
12.546233,1196.290250
12.566666,1196.394881
12.587100,1197.518677
12.607533,1198.282853
12.627967,1195.966341
12.648401,1197.154712
12.668834,1196.489143
12.689268,1196.068093
12.709701,1197.784544
12.730135,1198.327147
12.750569,1198.091383
12.771002,nan
12.791436,1198.159860
12.811870,nan
12.832303,nan
12.852737,nan
12.873170,1199.704112
12.893604,1200.339471
12.914037,1199.618631
12.934471,nan
12.954905,1200.651697
12.975338,1201.520459
12.995772,1202.412292
13.016206,1200.581593
13.036639,1201.239996
13.057073,1201.343467
13.077506,1200.904091
13.097940,1200.605584
13.118374,1200.070139
13.138807,1202.207058
13.159241,1201.537458
13.179674,1198.703013
13.200108,1197.767887
13.220542,1196.458295
13.240975,1198.204877
13.261409,1197.188144
13.281842,1198.097696
13.302276,1196.838315
13.322710,1197.855976
13.343143,1197.307684
13.363577,1197.442989
13.384010,1198.469577
13.404444,1199.638532
13.424878,1201.016828
13.445311,1199.109724
13.465745,1199.263166
13.486178,1200.676981
13.506612,1200.218760
13.527046,1200.378094
13.547479,1200.739698
13.567913,1200.724837
13.588347,1201.935562
13.608780,1200.326520
13.629214,1201.501524
13.649647,1199.980238
13.670081,nan
13.690514,1197.750328
13.710948,1196.633217
13.731382,1200.024456
13.751815,1198.428635
13.772249,1199.297135
13.792682,1198.457619
13.813116,1198.005056
13.833550,1199.384280
13.853983,1199.064529
13.874417,1198.512444
13.894851,1200.602534
13.915284,1201.824704
13.935718,1200.472168
13.956151,1199.341189
13.976585,nan
13.997019,1200.120989
14.017452,1200.546294
14.037886,1201.538372
14.058319,1202.275366
14.078753,1202.389800
14.099187,1201.876305
14.119620,1202.285784
14.140054,1203.083567
14.160487,1195.829744
14.180921,1197.138223
14.201354,1197.734860
14.221788,1195.794720
14.242222,1197.313676
14.262655,1196.253051
14.283089,1197.929051
14.303523,1197.129258
14.323956,1197.243329
14.344390,1196.360418
14.364823,1197.812489
14.385257,1195.289234
14.405691,1196.018909
14.426124,1196.154335
14.446558,1197.146135
14.466991,1197.428452
14.487425,1197.892044
14.507859,1196.427169
14.528292,1198.444186
14.548726,1196.542083
14.569159,1197.969634
14.589593,1197.460783
14.610027,1197.785379
14.630460,1199.391981
14.650894,1200.102464
14.671327,nan
14.691761,1198.876981
14.712195,1199.878681
14.732628,1198.023149
14.753062,1198.349742
14.773495,1198.046136
14.793929,1200.835257
14.814363,1201.076135
14.834796,1202.453712
14.855230,1202.306125
14.875663,1200.771942
14.896097,1193.626076
14.916531,1191.368830
14.936964,1192.181590
14.957398,1191.171020
14.977832,1193.184949
14.998265,1193.057956
15.018699,1193.939841
15.039132,1193.321555
15.059566,1193.433481
15.079999,1194.498538
15.100433,1194.758476
15.120867,1195.484725
15.141300,1194.550330
15.161734,1195.475432
15.182167,1195.898337
15.202601,1194.304323
15.223035,1196.286444
15.243468,1196.289962
15.263902,1195.260726
15.284336,1196.849764
15.304769,1197.110794
15.325203,1196.880454
15.345636,1196.451189
15.366070,1196.178159
15.386504,1195.622393
15.406937,1198.655105
15.427371,1198.127113
15.447804,1198.497184
15.468238,1198.720664
15.488672,1197.056170
15.509105,1198.118429
15.529539,nan
15.549972,1199.504551
15.570406,1199.350699
15.590840,1200.048560
15.611273,1198.225616
15.631707,nan
15.652140,nan
15.672574,1193.586939
15.693008,1194.940045
15.713441,1194.471617
15.733875,1194.188287
15.754308,1195.004421
15.774742,1195.909627
15.795176,1195.606530
15.815609,1195.023487
15.836043,1195.562528
15.856476,1196.519681
15.876910,1195.992912
15.897344,1195.658929
15.917777,1195.779165
15.938211,1196.978784
15.958644,1196.655451
15.979078,1195.120903
15.999512,1195.694878
16.019945,1196.955718
16.040379,1199.570884
16.060812,1197.669346
16.081246,1197.371909
16.101680,1198.244000
16.122113,1198.527333
16.142547,1199.390227
16.162980,1199.253549
16.183414,1199.688382
16.203848,1198.814033
16.224281,1199.420783
16.244715,1200.437905
16.265149,1199.276186
16.285582,1199.510204
16.306016,1199.720986
16.326449,1201.494756
16.346883,nan
16.367317,1194.275048
16.387750,1196.418948
16.408184,1195.665919
16.428617,1196.055969
16.449051,1195.632240
16.469484,1196.487235
16.489918,1194.851768
16.510352,1196.217730
16.530785,1195.636367
16.551219,1197.564482
16.571653,1197.774607
16.592086,1196.975048
16.612520,1197.103461
16.632953,1197.611004
16.653387,1198.804752
16.673821,1198.200626
16.694254,1197.465960
16.714688,1197.688642
16.735121,nan
16.755555,nan
16.775989,nan
16.796422,nan
16.816856,1200.304998
16.837289,1201.295158
16.857723,1200.362100
16.878157,nan
16.898590,1201.111607
16.919024,1200.873691
16.939457,1200.272126
16.959891,1201.058372
16.980325,1202.860215
17.000758,1202.380738
17.021192,1202.397228
17.041625,1202.600644
17.062059,1202.454497
17.082493,1200.080370
17.102926,1196.877718
17.123360,1198.583127
17.143793,1197.572838
17.164227,1198.698686
17.184661,1199.679269
17.205094,1199.643617
17.225528,1199.127497
17.245961,1200.757251
17.266395,1199.880901
17.286829,1200.798618
17.307262,1199.163601
17.327696,1200.094746
17.348130,1196.295099
17.368563,1191.382292
17.388997,1192.141227
17.409430,1191.840142
17.429864,1193.096952
17.450297,1193.285943
17.470731,1192.131678
17.491165,1193.877007
17.511598,1194.706753
17.532032,1194.326125
17.552466,1196.476256
17.572899,1195.043339
17.593333,nan
17.613766,1195.016355
17.634200,1195.855462
17.654634,1194.546620
17.675067,1195.399467
17.695501,1195.137408
17.715934,1194.821639
17.736368,1195.579843
17.756802,1196.632123
17.777235,1195.466209
17.797669,1195.038662
17.818102,1195.640514
17.838536,1196.819733
17.858970,1197.713441
17.879403,1197.139581
17.899837,1196.804156
17.920270,1197.692091
17.940704,1198.375026
17.961138,1198.300189
17.981571,1200.088460
18.002005,1198.719152
18.022438,nan
18.042872,1200.230617
18.063306,1200.270101
18.083739,1191.936911
18.104173,1192.818718
18.124607,1192.974038
18.145040,1192.991473
18.165474,1194.806919
18.185907,1196.054365
18.206341,1194.696831
18.226774,1195.695735
18.247208,1195.821733
18.267642,1196.583632
18.288075,1195.781054
18.308509,1177.351551
18.328942,1197.014089
18.349376,1197.839346
18.369810,1197.092640
18.390243,1197.030536
18.410677,1197.095142
18.431110,1196.186806
18.451544,1195.827735
18.471978,1197.335170
18.492411,1197.737788
18.512845,nan
18.533279,nan
18.553712,nan
18.574146,nan
18.594579,1199.629633
18.615013,1198.060774
18.635447,1200.058320
18.655880,1199.801845
18.676314,1198.892660
18.696747,1200.655898
18.717181,1199.755658
18.737615,1199.561011
18.758048,1201.304840
18.778482,1201.070781
18.798915,1200.738821
18.819349,1195.615463
18.839783,1195.627211
18.860216,1195.397655
18.880650,1194.564038
18.901083,1195.236592
18.921517,1196.539030
18.941951,1195.889866
18.962384,1195.979595
18.982818,1197.845324
19.003251,1199.159662
19.023685,1199.231568
19.044119,1198.877326
19.064552,1200.389081
19.084986,1199.182369
19.105419,1200.859446
19.125853,1199.525415
19.146287,1199.606179
19.166720,nan
19.187154,1200.372261
19.207588,1200.752682
19.228021,1205.966965
19.248455,1205.088297
19.268888,1201.883496
19.289322,1202.514039
19.309755,nan
19.330189,1197.619775
19.350623,1197.363146
19.371056,1199.101024
19.391490,1199.147172
19.411923,1199.275351
19.432357,1200.116054
19.452791,1199.173677
19.473224,1199.819678
19.493658,1199.923022
19.514091,1200.784912
19.534525,1201.520308
19.554959,nan
19.575392,1200.535503
19.595826,1201.704355
19.616260,1200.011635
19.636693,1199.524970
19.657127,1198.436131
19.677560,1199.304202
19.697994,1198.329988
19.718427,1198.893243
19.738861,1199.496058
19.759295,1201.079000
19.779728,nan
19.800162,1196.663306
19.820596,1195.938136
19.841029,1195.918226
19.861463,1197.151823
19.881896,1196.086471
19.902330,1196.382813
19.922764,1197.487993
19.943197,1197.293490
19.963631,1197.609906
19.984064,1196.113211
20.004498,1197.620910
20.024932,1199.378532
20.045365,1198.152213
20.065799,1196.816466
20.086232,1198.628445
20.106666,1198.545038
20.127100,1199.452110
20.147533,1199.935231
20.167967,1199.464984
20.188400,1199.205842
20.208834,1198.763667
20.229268,nan
20.249701,1198.639187
20.270135,1199.494119
20.290568,1195.289703
20.311002,1193.403688
20.331436,1195.166467
20.351869,1194.604172
20.372303,1194.483162
20.392736,1194.934662
20.413170,1194.973441
20.433604,1195.120375
20.454037,1195.601538
20.474471,1195.097837
20.494904,1197.082349
20.515338,nan
20.535772,1197.040569
20.556205,nan
20.576639,nan
20.597073,1198.161255
20.617506,nan
20.637940,1198.849705
20.658373,1198.239095
20.678807,1199.388496
20.699240,nan
20.719674,1199.947349
20.740108,1200.508026
20.760541,1201.047195
20.780975,1194.088218
20.801408,1193.700040
20.821842,1195.366795
20.842276,nan
20.862709,1194.782533
20.883143,1197.208810
20.903577,1193.347733
20.924010,1195.665371
20.944444,1196.110083
20.964877,1197.321275
20.985311,1197.117305
21.005745,1197.254745
21.026178,1199.118518
21.046612,1198.314566
21.067045,1197.650750
21.087479,1199.757439
21.107912,1199.658771
21.128346,1198.019318
21.148780,nan
21.169213,1200.167004
21.189647,1200.524598
21.210081,1201.554495
21.230514,1202.495645
21.250948,1200.065255
21.271381,1194.595558
21.291815,1194.210455
21.312249,1194.649009
21.332682,1195.854238
21.353116,1196.486549
21.373550,1196.173123
21.393983,1194.867179
21.414417,1194.832460
21.434850,1196.023340
21.455284,1196.311754
21.475717,1197.311716
21.496151,1197.276766
21.516585,nan
21.537018,1197.592249
21.557452,1198.162028
21.577885,1197.434724
21.598319,1199.157628
21.618753,1198.725197
21.639186,1198.148037
21.659620,1198.983391
21.680054,1198.123493
21.700487,1199.210619
21.720921,1198.480077
21.741354,1178.772851
21.761788,1198.398999
21.782221,1198.519640
21.802655,1200.068200
21.823089,1199.901905
21.843522,1199.870210
21.863956,1201.235082
21.884390,1198.901240
21.904823,1199.779081
21.925257,1199.174135
21.945690,1199.443822
21.966124,1201.459434
21.986558,1201.830562
22.006991,1196.400190
22.027425,1195.132948
22.047858,1194.238699
22.068292,1195.164653
22.088725,1196.813683
22.109159,1196.657425
22.129593,1198.737524
22.150026,nan
22.170460,nan
22.190894,nan
22.211327,1198.929010
22.231761,1199.171844
22.252194,1191.763013
22.272628,1191.889659
22.293062,1192.550330
22.313495,1194.886276
22.333929,1195.853203
22.354362,1194.009209
22.374796,1195.075709
22.395230,1195.720457
22.415663,1194.249970
22.436097,1195.819325
22.456530,1196.072556
22.476964,1195.808141
22.497398,1196.512776
22.517831,1198.242613
22.538265,nan
22.558698,nan
22.579132,nan
22.599566,1197.889276
22.619999,nan
22.640433,nan
22.660866,1199.260752
22.681300,1199.171586
22.701734,1200.242655
22.722167,1200.145842
22.742601,1191.610667
22.763034,1189.846572
22.783468,1190.439166
22.803902,1191.980857
22.824335,1191.765468
22.844769,1191.918732
22.865203,1195.087355
22.885636,1194.152842
22.906070,1196.020575
22.926503,1194.215700
22.946937,1194.495665
22.967371,1171.887690
22.987804,1194.903494
23.008238,1195.476793
23.028671,1195.507793
23.049105,1196.310441
23.069538,1196.390745
23.089972,1196.830270
23.110406,1196.330467
23.130839,1197.128101
23.151273,1197.106548
23.171707,1197.822905
23.192140,1199.380959
23.212574,1199.788855
23.233007,1198.359593
23.253441,nan
23.273875,1199.904388
23.294308,1199.459631
23.314742,1199.427472
23.335175,1200.606759
23.355609,1201.274681
23.376043,1201.603980
23.396476,1201.286184
23.416910,1200.234257
23.437343,1200.203082
23.457777,1196.914339
23.478211,nan
23.498644,1195.994575
23.519078,1195.839394
23.539511,1196.252298
23.559945,1196.670605
23.580379,1196.404739
23.600812,1196.929456
23.621246,1197.156140
23.641679,1198.211589
23.662113,1198.360986
23.682547,1198.880570
23.702980,1198.475648
23.723414,1198.680621
23.743847,1200.474651
23.764281,1200.125389
23.784715,1201.002887
23.805148,1200.710096
23.825582,1199.596871
23.846015,1199.583866
23.866449,1200.409850
23.886883,1200.170395
23.907316,nan
23.927750,1201.131689
23.948184,1200.839858
23.968617,1195.388449
23.989051,1195.161514
24.009484,1195.430002
24.029918,1195.347082
24.050351,1195.617326
24.070785,1196.304318
24.091219,1196.234178
24.111652,1195.604224
24.132086,1195.764677
24.152520,1197.744157
24.172953,1197.605050
24.193387,1175.918794
24.213820,1198.090160
24.234254,1196.811566
24.254688,1198.753683
24.275121,1198.085521
24.295555,1198.366699
24.315988,nan
24.336422,1198.809916
24.356856,1200.094521
24.377289,1200.534635
24.397723,1200.482734
24.418156,1200.302672
24.438590,1200.748813
24.459023,1192.399313
24.479457,1192.778755
24.499891,1192.765968
24.520325,1192.493767
24.540758,1194.629769
24.561192,1194.585769
24.581625,1194.726584
24.602059,1194.957730
24.622492,1195.332065
24.642926,1196.271463
24.663360,1195.086961
24.683793,nan
24.704227,nan
24.724660,nan
24.745094,nan
24.765528,nan
24.785961,1196.913959
24.806395,1198.365064
24.826828,1197.596919
24.847262,nan
24.867696,nan
24.888129,1198.406960
24.908563,nan
24.928997,nan
24.949430,1191.557470
24.969864,1193.152995
24.990297,1192.150132
25.010731,1193.664481
25.031164,1193.808468
25.051598,1192.263735
25.072032,1195.381965
25.092465,1195.421094
25.112899,1194.234283
25.133333,1196.411485
25.153766,1196.030398
25.174200,nan
25.194633,1197.660053
25.215067,1196.914834
25.235501,1198.169896
25.255934,1197.626991
25.276368,1198.652838
25.296801,1198.455918
25.317235,1198.437874
25.337669,1199.399428
25.358102,1200.577506
25.378536,1200.099922
25.398969,1200.862286
25.419403,1201.182060
25.439836,nan
25.460270,1198.754248
25.480704,1198.376929
25.501137,1199.753394
25.521571,1200.185168
25.542005,1199.380566
25.562438,1199.570714
25.582872,1201.292902
25.603305,nan
25.623739,1200.344346
25.644173,1200.777573
25.664606,1201.161960
25.685040,1194.027102
25.705473,1191.606105
25.725907,1192.154334
25.746341,1192.800764
25.766774,1192.946155
25.787208,1192.486607
25.807641,1193.511536
25.828075,1195.061434
25.848509,1195.054308
25.868942,1194.671890
25.889376,1194.546049
25.909809,1170.371906
25.930243,1194.860016
25.950677,1194.861565
25.971110,1195.683266
25.991544,1196.500804
26.011977,1195.772166
26.032411,1196.277904
26.052845,1196.440594
26.073278,1197.389428
26.093712,1196.116741
26.114145,1197.292191
26.134579,1198.330197
26.155013,1198.682829
26.175446,1198.162685
26.195880,1198.587620
26.216314,1198.551428
26.236747,1197.459390
26.257181,1198.806153
26.277614,1199.211652
26.298048,1199.116453
26.318482,1201.028492
26.338915,1199.570971
26.359349,1199.610685
