EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V),Ang Sep (')
201662236,11 26 45.322,+03 00 47.16,0,6.273,55846,267-1191-1,466-046383,11264531+0300475,,STAR,BV,-725.740,0.850,180.670,0.870,56.350,0.750,7.278,0.016,6.462,0.010,,,,,,,,,,,5.165,0.023,4.937,0.065,4.747,0.015,,,,,,,,,165.459
201708336,11 29 35.802,+03 46 47.73,0,7.277,56073,267-888-1,469-044950,11293580+0346477,,STAR,BV,-58.110,0.770,11.500,0.590,4.750,0.710,8.490,0.019,7.457,0.012,,,,,,,,,,,5.697,0.018,5.156,0.020,5.034,0.021,,,,,,,,,169.172
201558032,11 24 02.327,+01 24 27.95,0,5.230,55650,264-1157-1,458-050469,,,STAR,BV,-15.960,0.290,0.260,0.250,9.220,0.290,6.326,0.015,5.386,0.009,,,,,,,,,,,,,,,,,,,,,,,,,175.742
201404059,11 28 03.543,-00 53 52.28,0,7.197,55960,4923-978-1,446-053497,11280354-0053522,,STAR,BV,-4.550,1.030,-21.950,0.890,7.660,1.210,7.125,0.016,7.091,0.011,,,,,,,,,,,7.115,0.023,7.163,0.044,7.172,0.027,,,,,,,,,180.643
201357048,11 37 59.104,-01 35 57.98,0,7.517,56738,4930-1042-1,443-055125,11375910-0135578,,STAR,BV,-304.520,0.770,130.440,0.560,24.750,0.930,8.165,0.017,7.608,0.012,,,,,,,,,,,6.552,0.020,6.290,0.065,6.215,0.020,,,,,,,,,184.059
201679641,11 25 39.450,+03 18 04.09,0,6.783,55769,267-1166-1,467-045323,11253944+0318041,,STAR,BV,-34.710,0.410,-43.600,0.540,11.700,0.420,6.915,0.015,6.733,0.010,,,,,,,,,,,6.303,0.018,6.236,0.026,6.193,0.021,,,,,,,,,188.922
201474092,11 23 17.951,+00 07 55.38,0,6.804,55595,264-1158-1,451-051790,,,STAR,gri,-39.180,0.530,-8.170,0.370,5.170,0.480,7.504,0.018,6.029,0.010,,,8.309,0.090,7.366,0.040,6.159,0.040,,,,,,,,,,,,,,,,,202.154
201712977,11 25 50.054,+03 51 36.41,0,6.347,55791,267-1190-1,470-045441,11255005+0351363,,STAR,BV,-84.170,0.470,-33.610,0.540,17.880,0.460,6.687,0.015,6.354,0.010,,,,,,,,,,,5.679,0.021,5.549,0.033,5.515,0.018,,,,,,,,,208.788
201371936,11 44 36.061,-01 23 05.41,0,7.939,57264,4931-916-1,444-053764,,,STAR,BV,2.860,1.200,1.490,0.930,1.540,1.170,9.873,0.048,8.270,0.017,,,,,,,,,,,,,,,,,,,,,,,,,214.141
201350369,11 27 53.710,-01 41 59.81,0,6.076,55941,4923-979-1,442-053457,,,STAR,BV,-34.880,0.670,2.040,0.500,6.210,0.710,7.285,0.016,6.256,0.010,,,,,,,,,,,,,,,,,,,,,,,,,221.112
201442997,11 49 01.282,-00 19 07.22,0,6.055,57629,4931-416-1,449-052027,,,STAR,BV,-205.360,0.540,2.630,0.410,28.500,0.490,6.643,0.015,6.130,0.010,,,,,,,,,,,,,,,,,,,,,,,,,224.546
201582008,11 50 41.718,+01 45 52.99,0,3.494,57757,273-924-1,459-049231,,,STAR,BV,740.230,0.230,-270.430,0.180,91.500,0.220,4.139,0.014,3.584,0.009,,,,,,,,,,,,,,,,,,,,,,,,,224.934
201300973,11 38 24.069,-02 26 09.25,0,6.072,56775,4930-548-1,438-054871,,,STAR,BV,-37.980,0.600,14.550,0.400,8.570,0.650,7.455,0.017,6.288,0.010,,,,,,,,,,,,,,,,,,,,,,,,,234.564
201483601,11 20 15.811,+00 16 26.84,0,7.920,55369,264-609-1,452-049891,11201581+0016268,,STAR,gri,26.810,0.750,-2.060,0.490,3.360,0.680,8.637,0.020,7.676,0.013,,,9.115,0.600,8.306,0.560,7.407,0.380,,,6.007,0.023,5.539,0.034,5.387,0.023,,,,,,,,,242.305
201290704,11 39 09.358,-02 35 20.33,0,7.839,,4933-235-1,438-054893,11390936-0235204,,STAR,BV,1.500,0.900,-7.100,0.900,,,9.463,0.033,8.105,0.015,,,,,,,,,,,5.721,0.021,5.037,0.020,4.813,0.018,,,,,,,,,245.717
201513047,11 19 15.549,+00 43 24.01,0,7.715,55277,263-947-1,454-049813,11191554+0043240,,STAR,gri,-60.920,0.610,-3.040,0.440,2.790,0.580,8.429,0.018,7.366,0.011,,,9.001,0.480,8.040,0.400,7.164,0.320,,,5.635,0.026,5.146,0.038,4.981,0.020,,,,,,,,,250.923
201574294,11 18 54.959,+01 39 01.42,0,6.753,55249,263-1172-1,459-048459,,,STAR,gri,-38.370,0.360,-56.070,0.250,11.080,0.360,6.937,0.015,5.904,0.010,,,8.253,0.040,7.266,0.030,6.110,0.050,,,,,,,,,,,,,,,,,252.933
201717452,11 21 29.266,+03 56 14.85,0,7.938,55460,267-569-1,470-045344,,,STAR,gri,-9.980,0.910,6.180,0.780,0.990,0.900,9.858,0.043,8.196,0.015,,,9.485,0.030,8.698,0.040,7.275,0.130,,,,,,,,,,,,,,,,,261.875
201502004,11 53 50.277,+00 33 07.61,0,7.046,58002,273-621-1,453-052746,11535027+0033076,,STAR,gri,-41.700,0.560,3.320,0.360,6.980,0.480,6.489,0.014,6.290,0.010,,,8.245,0.120,7.438,0.120,6.532,0.160,,,5.869,0.018,5.777,0.027,5.748,0.024,,,,,,,,,276.074
201263495,11 30 18.893,-03 00 12.59,0,4.432,56127,4933-1387-1,435-055110,,,STAR,BV,19.350,0.240,-15.820,0.190,5.400,0.310,6.279,0.015,4.745,0.009,,,,,,,,,,,,,,,,,,,,,,,,,277.523
201597817,11 17 17.400,+02 00 38.00,0,4.860,55137,263-1171-1,461-049343,,,STAR,BV,55.240,0.220,-142.610,0.190,9.820,0.260,6.670,0.015,5.165,0.009,,,,,,,,,,,,,,,,,,,,,,,,,279.180
201551966,11 55 03.857,+01 19 02.00,0,7.862,58111,273-224-1,457-049613,11550386+0119018,,STAR,gri,-21.440,0.710,6.670,0.380,0.550,0.810,9.819,0.026,8.258,0.012,,,9.280,0.240,8.236,0.250,7.255,0.180,,,5.601,0.024,4.876,0.024,4.601,0.020,,,,,,,,,289.567
201537260,11 55 23.890,+01 05 45.29,0,7.473,58133,273-462-1,456-051277,11552388+0105454,,STAR,gri,-48.770,0.610,-34.240,0.260,12.470,0.620,7.525,0.015,7.139,0.010,,,8.404,0.180,7.793,0.190,7.074,0.100,,,6.437,0.020,6.247,0.029,6.216,0.021,,,,,,,,,295.155
201789915,11 49 07.108,+05 11 00.12,0,6.331,57636,278-828-1,476-050218,,,STAR,BV,-80.770,0.630,-152.460,0.400,8.950,0.540,7.708,0.016,6.546,0.010,,,9.726,0.030,,,,,,,,,,,,,,,,,,,,,301.782
201772875,11 20 59.033,+04 52 49.85,0,7.112,55423,267-198-1,475-048273,11205903+0452497,,STAR,BV,-47.850,0.470,-25.840,0.510,10.940,0.600,7.583,0.015,7.155,0.011,,,9.658,0.030,,,,,,,6.344,0.026,6.189,0.051,6.103,0.020,,,,,,,,,303.528
201820371,11 25 11.223,+05 44 22.06,0,7.868,55733,270-700-1,479-049772,,,STAR,gri,-22.710,0.620,-13.730,0.570,2.690,0.640,8.851,0.021,7.388,0.012,,,9.315,0.030,8.435,0.040,7.247,0.170,,,,,,,,,,,,,,,,,303.787
201394825,11 54 02.183,-01 02 22.37,0,7.967,58021,4932-164-1,445-054159,11540219-0102225,,STAR,gri,-9.450,0.820,-8.250,0.410,3.200,0.830,9.380,0.020,8.261,0.012,,,8.981,0.120,8.153,0.190,7.533,0.110,,,6.310,0.026,5.689,0.026,5.577,0.023,,,,,,,,,311.266
201872913,11 35 56.362,+06 46 05.54,0,7.974,56574,277-689-1,484-051347,11355635+0646055,,STAR,BV,-33.310,0.900,3.890,0.800,3.700,0.850,9.218,0.023,8.161,0.014,,,,,,,,,,,6.371,0.023,5.859,0.038,5.701,0.027,,,,,,,,,321.066
201523637,11 14 20.144,+00 53 12.25,0,7.917,54889,263-1028-1,455-051220,,,STAR,BV,-24.000,1.570,-7.870,1.120,-0.350,1.500,9.800,0.039,8.238,0.016,,,,,,,,,,,,,,,,,,,,,,,,,322.848
201247986,11 48 26.156,-03 14 20.04,0,7.878,57593,4934-212-1,434-055740,11482615-0314200,,STAR,BV,-21.760,0.790,-2.830,0.500,3.500,0.860,8.108,0.017,7.855,0.012,,,,,,,,,,,7.292,0.020,7.175,0.047,7.129,0.016,,,,,,,,,337.907
201522561,11 58 12.951,+00 52 09.12,0,7.414,58375,273-315-1,455-052258,11581293+0052089,,STAR,gri,-30.560,0.700,-43.970,0.300,6.950,0.560,8.370,0.017,7.392,0.011,,,8.211,0.030,7.706,0.500,7.072,0.300,,,5.555,0.024,5.103,0.044,4.959,0.026,,,,,,,,,338.395
201460386,11 13 45.553,-00 04 10.22,0,5.534,54849,4922-1217-1,450-051066,11134554-0004104,,STAR,BV,-45.720,0.320,1.340,0.230,6.180,0.290,5.374,0.014,5.404,0.009,,,,,,,,,,,5.374,0.019,5.391,0.053,5.333,0.018,,,,,,,,,341.803
201861033,11 45 51.560,+06 31 45.74,0,3.728,57380,278-925-1,483-053013,,,STAR,BV,-18.960,0.180,-181.560,0.150,11.100,0.180,5.528,0.014,4.032,0.009,,,,,,,,,,,,,,,,,,,,,,,,,341.922
201772800,11 54 04.658,+04 52 44.99,0,7.484,58027,276-698-1,475-049013,,,STAR,BV,10.540,1.350,19.950,0.940,4.570,1.250,9.326,0.029,7.796,0.013,,,,,,,,,,,,,,,,,,,,,,,,,344.095
201188953,11 34 58.904,-04 21 40.64,0,6.194,56500,4933-1348-1,429-053185,,,STAR,BV,-46.060,0.450,-44.830,0.510,5.720,0.480,7.593,0.017,6.413,0.010,,,,,,,,,,,,,,,,,,,,,,,,,346.911
201191601,11 31 20.033,-04 17 59.15,0,7.817,,4933-1260-1,429-053098,,,STAR,gri,-5.500,1.200,-5.600,1.300,,,10.251,0.052,8.883,0.022,,,9.965,0.050,8.681,0.080,6.897,0.070,,,,,,,,,,,,,,,,,349.376
201835755,11 21 08.194,+06 01 45.57,0,4.180,55434,270-1148-1,481-050538,,,STAR,BV,-92.970,0.220,-11.480,0.210,14.820,0.240,3.984,0.014,4.040,0.009,,,,,,,,,,,,,,,,,,,,,,,,,352.776
201500568,11 59 03.337,+00 31 50.45,0,5.935,58445,273-312-1,453-052869,,,STAR,BV,-66.190,0.580,29.760,0.260,4.690,0.460,7.440,0.015,6.176,0.010,,,,,,,,,,,,,,,,,,,,,,,,,353.430
201586011,11 59 23.943,+01 49 36.19,0,6.501,58466,273-201-1,460-049707,,,STAR,BV,-22.480,0.440,-41.250,0.290,4.170,0.470,8.248,0.017,6.793,0.010,,,,,,,,,,,,,,,,,,,,,,,,,355.316
201182997,11 37 33.529,-04 30 19.05,0,7.844,56699,4933-802-1,428-055063,11373352-0430192,,STAR,gri,-36.780,0.650,3.370,0.640,5.290,0.680,8.936,0.023,7.812,0.014,,,8.922,0.220,8.110,0.040,7.381,0.150,,,5.970,0.027,5.444,0.029,5.290,0.023,,,,,,,,,356.379
201863820,11 23 15.151,+06 35 08.93,0,6.701,55589,270-337-1,483-052514,11231514+0635089,,STAR,BV,-8.730,0.700,-14.180,0.540,4.980,0.640,7.792,0.017,6.914,0.011,,,,,,,,,,,5.330,0.030,4.940,0.029,4.774,0.018,,,,,,,,,362.164
201881488,11 45 48.778,+06 56 33.43,0,7.615,57378,278-46-1,485-053138,11454877+0656335,,STAR,BV,-130.580,0.620,10.810,0.540,14.960,0.740,8.132,0.017,7.670,0.012,,,,,,,,,,,6.812,0.029,6.648,0.046,6.544,0.024,,,,,,,,,364.022
201738837,11 14 18.365,+04 17 45.47,0,7.786,54886,266-687-1,472-045214,11141836+0417453,,STAR,BV,-60.640,0.620,-32.600,0.640,3.520,0.730,9.256,0.022,8.020,0.012,,,,,,,,,,,5.959,0.021,5.382,0.020,5.205,0.018,,,,,,,,,364.827
201885817,11 45 24.169,+07 01 48.10,0,6.896,57339,278-239-1,486-053989,11452417+0701480,,STAR,BV,-35.550,0.480,-23.830,0.470,6.800,0.490,8.017,0.017,7.057,0.011,,,,,,,,,,,5.462,0.018,5.096,0.033,4.906,0.016,,,,,,,,,366.343
201176980,11 42 32.459,-04 38 57.35,0,7.575,57116,4934-1171-1,427-053866,11423246-0438573,,STAR,BV,-36.100,0.630,-10.540,0.650,2.920,0.680,8.810,0.022,7.760,0.014,,,,,,,,,,,6.034,0.020,5.537,0.033,5.413,0.018,,,,,,,,,377.921
201892889,11 46 06.291,+07 10 27.09,0,6.577,57401,278-279-1,486-054016,,,STAR,BV,-0.660,0.680,-38.750,0.630,2.630,0.700,8.511,0.019,6.908,0.011,,,,,,,,,,,,,,,,,,,,,,,,,378.472
201866291,11 21 26.791,+06 38 05.85,0,6.622,55455,270-555-1,484-051069,11212679+0638058,,STAR,BV,-290.680,0.430,-0.400,0.490,21.470,0.470,7.224,0.015,6.701,0.010,,,,,,,,,,,5.698,0.027,5.454,0.031,5.378,0.023,,,,,,,,,379.254
201384997,11 12 16.336,-01 11 13.91,0,7.974,54728,4922-377-1,445-053107,11121633-0111137,,STAR,BV,82.870,1.050,-161.500,0.720,20.270,0.910,8.814,0.021,8.118,0.015,,,,,,,,,,,6.969,0.026,6.700,0.059,6.615,0.027,,,,,,,,,385.368
201700915,11 59 56.913,+03 39 18.71,0,5.464,58510,276-1189-1,469-045630,11595691+0339187,,STAR,BV,-18.420,0.230,-7.670,0.120,10.680,0.210,5.346,0.014,5.345,0.009,,,,,,,,,,,5.341,0.018,5.356,0.026,5.336,0.018,,,,,,,,,386.544
201878183,11 51 34.102,+06 52 35.96,0,7.236,57829,279-762-1,485-053282,,,STAR,BV,-2.980,0.950,9.530,0.770,2.140,0.770,9.176,0.026,7.568,0.012,,,,,,,,,,,,,,,,,,,,,,,,,403.979
201887468,11 21 02.514,+07 03 51.99,0,7.972,55427,270-206-1,486-053454,11210250+0703519,,STAR,BV,20.090,0.990,-57.500,0.840,8.730,1.000,8.667,0.018,8.076,0.012,,,,,,,,,,,7.029,0.019,6.766,0.027,6.710,0.021,,,,,,,,,404.015
201154102,11 40 51.462,-05 11 55.20,0,7.948,56982,4937-1125-1,425-055732,11405147-0511550,,STAR,gri,-28.980,0.780,-24.300,0.660,1.070,0.810,9.247,0.026,7.895,0.013,,,9.278,0.200,8.392,0.250,7.378,0.270,,,5.575,0.021,,,4.700,0.016,,,,,,,,,404.244
201937165,11 38 27.607,+08 08 03.47,0,5.018,56779,857-983-1,491-056818,,,STAR,BV,-3.890,0.320,5.300,0.290,6.560,0.360,6.784,0.015,5.314,0.009,,,,,,,,,,,,,,,,,,,,,,,,,405.036
201335829,11 59 33.967,-01 55 07.01,0,6.962,58480,4932-242-1,441-054537,11593397-0155070,,STAR,BV,-43.760,0.540,-21.590,0.370,3.600,0.630,8.113,0.017,7.129,0.011,,,,,,,,,,,5.546,0.024,5.053,0.033,4.912,0.017,,,,,,,,,409.334
201188767,11 21 16.318,-04 21 58.31,0,7.688,55443,4926-1230-1,429-052850,11211631-0421583,,STAR,BV,-33.590,0.790,6.950,0.450,5.310,0.650,7.856,0.016,7.648,0.013,,,,,,,,,,,7.180,0.024,7.123,0.051,7.052,0.029,,,,,,,,,409.344
201140461,11 34 21.352,-05 31 37.57,0,6.753,56444,4936-1302-1,423-056527,11342136-0531376,,STAR,BV,-98.340,0.570,14.240,0.500,12.510,0.620,7.091,0.016,6.759,0.011,,,,,,,,,,,6.151,0.018,6.048,0.042,5.989,0.017,,,,,,,,,417.194
201220652,11 16 39.700,-03 39 05.78,0,4.492,55084,4925-1610-1,432-053613,,,STAR,BV,-110.370,0.300,-37.160,0.190,17.710,0.250,4.654,0.014,4.450,0.009,,,,,,,,,,,,,,,,,,,,,,,,,417.693
201833818,11 14 32.542,+05 59 34.05,0,6.888,54904,269-918-1,480-050083,11143254+0559339,,STAR,BV,-37.790,0.470,-2.490,0.360,5.400,0.570,8.213,0.018,7.092,0.011,,,,,,,,,,,5.245,0.023,,,4.548,0.016,,,,,,,,,419.722
201345873,12 01 01.738,-01 46 05.40,0,6.091,58603,4939-347-1,442-054232,,,STAR,BV,-19.690,0.510,-73.870,0.330,6.330,0.530,7.520,0.015,6.316,0.010,,,,,,,,,,,,,,,,,,,,,,,,,424.472
201136530,11 32 23.893,-05 37 29.45,0,7.654,56295,4936-256-1,422-054281,11322389-0537294,,STAR,BV,-20.410,0.760,13.130,0.780,5.120,0.920,9.131,0.026,7.889,0.014,,,,,,,,,,,5.752,0.021,5.125,0.042,4.941,0.020,,,,,,,,,425.517
201375377,11 09 13.659,-01 19 59.74,0,6.853,54515,4921-1206-1,444-052887,11091366-0119596,,STAR,BV,-64.900,0.610,-5.140,0.440,12.560,0.480,6.973,0.015,6.800,0.011,,,,,,,,,,,6.510,0.023,6.464,0.040,6.422,0.021,,,,,,,,,430.789
201205847,11 16 36.455,-03 58 00.42,0,6.823,55081,4925-1611-1,431-054630,11163644-0358004,,STAR,BV,24.250,0.610,-10.610,0.420,11.190,0.570,6.920,0.015,6.764,0.010,,,,,,,,,,,6.436,0.027,6.464,0.061,6.365,0.027,,,,,,,,,432.176
201407809,11 08 23.581,-00 50 26.64,0,7.153,54445,4921-969-1,446-053012,,,STAR,BV,-38.930,0.700,-8.430,0.580,1.870,0.730,8.992,0.022,7.464,0.012,,,,,,,,,,,,,,,,,,,,,,,,,432.232
201594287,11 06 54.208,+01 57 19.89,0,5.374,54336,262-1188-1,460-048495,,,STAR,BV,-382.490,0.650,-85.530,0.470,15.820,0.560,6.514,0.015,5.539,0.010,,,,,,,,,,,,,,,,,,,,,,,,,433.839
201942423,11 45 17.040,+08 15 29.21,0,4.901,57328,864-1209-1,492-055847,,,STAR,BV,60.080,0.310,-24.500,0.210,26.730,0.250,5.003,0.014,4.842,0.009,,,,,,,,,,,,,,,,,,,,,,,,,434.412
201589480,11 06 35.160,+01 52 49.00,0,7.076,54305,262-979-1,460-048482,11063515+0152489,,STAR,BV,-49.450,0.760,-20.700,0.540,4.930,0.680,8.465,0.018,7.293,0.011,,,,,,,,,,,5.439,0.035,4.996,0.034,4.741,0.027,,,,,,,,,438.285
201544854,11 06 02.239,+01 12 38.39,0,6.692,54260,262-1055-1,457-048383,,,STAR,BV,-12.890,0.580,-15.000,0.550,2.080,0.610,8.555,0.018,7.008,0.010,,,,,,,,,,,,,,,,,,,,,,,,,445.872
201941919,11 47 54.900,+08 14 45.21,0,5.425,57562,864-1210-1,492-055906,11475490+0814452,,STAR,BV,-53.220,0.300,11.470,0.280,16.900,0.280,5.342,0.014,5.316,0.009,,,,,,,,,,,5.276,0.023,5.301,0.038,5.251,0.017,,,,,,,,,448.154
201457510,11 06 27.854,-00 06 39.77,0,7.857,54292,4921-565-1,450-050882,11062786-0006397,,STAR,BV,-134.730,0.720,-19.990,0.560,8.950,0.690,8.292,0.017,7.890,0.012,,,,,,,,,,,7.108,0.020,6.939,0.044,6.869,0.018,,,,,,,,,448.839
201968785,11 38 09.832,+08 53 01.64,0,5.980,56756,857-982-1,495-056703,,,STAR,BV,-56.090,0.420,5.110,0.340,8.670,0.490,7.270,0.016,6.176,0.010,,,,,,,,,,,,,,,,,,,,,,,,,449.426
201242508,11 59 14.592,-03 19 21.62,0,7.164,58457,4935-657-1,434-056038,,,STAR,BV,9.990,0.750,-15.930,0.440,3.050,0.650,9.077,0.024,7.491,0.012,,,,,,,,,,,,,,,,,,,,,,,,,452.628
201959651,11 26 18.035,+08 39 34.37,0,6.460,55816,856-1255-1,494-056060,,,STAR,BV,0.890,0.900,-18.580,0.800,3.780,0.730,8.140,0.017,6.738,0.010,,,,,,,,,,,,,,,,,,,,,,,,,456.908
201336838,11 08 16.943,-01 54 11.21,0,6.477,54432,4921-1031-1,441-053307,,,STAR,BV,3.500,0.740,-9.680,0.540,6.040,0.610,7.664,0.017,6.652,0.011,,,,,,,,,,,,,,,,,,,,,,,,,457.712
201148341,11 51 02.231,-05 19 60.00,0,5.436,57791,4938-772-1,424-055571,,,STAR,BV,-0.320,0.360,0.540,0.260,10.940,0.500,6.676,0.015,5.622,0.009,,,,,,,,,,,,,,,,,,,,,,,,,465.250
201159544,11 18 22.012,-05 04 02.29,0,7.859,55210,4928-281-1,425-055148,11182197-0504023,,STAR,gri,796.040,0.780,-151.070,0.470,46.360,0.640,8.022,0.017,7.273,0.011,,,9.248,0.050,8.237,0.020,7.264,0.010,,,5.914,0.019,5.575,0.029,5.457,0.029,,,,,,,,,468.288
201883064,11 57 45.100,+06 58 28.66,0,7.989,58329,279-461-1,485-053413,,,STAR,gri,-33.300,0.600,-62.460,0.310,5.260,0.650,8.619,0.017,7.323,0.011,,,9.618,0.030,8.586,0.010,7.292,0.060,,,,,,,,,,,,,,,,,468.344
201125029,11 24 21.756,-05 54 35.90,0,7.469,55666,4929-1392-1,421-055345,11242175-0554358,,STAR,gri,-85.460,0.450,-92.950,0.550,20.100,0.600,7.473,0.016,6.954,0.011,,,8.901,0.120,7.716,0.070,6.856,0.040,,,5.936,0.023,5.762,0.059,5.619,0.021,,,,,,,,,471.609
201132810,11 21 46.880,-05 43 06.61,0,7.670,55482,4929-551-1,422-054021,11214689-0543065,,STAR,BV,-42.140,0.550,-11.610,0.520,5.500,0.660,8.486,0.018,7.808,0.013,,,,,,,,,,,6.544,0.021,6.224,0.036,6.094,0.021,,,,,,,,,476.600
201104264,11 31 56.609,-06 28 13.89,0,6.562,56260,4936-1290-1,418-054476,,,STAR,BV,-30.310,0.610,-84.650,0.660,16.530,0.680,7.796,0.016,6.746,0.011,,,,,,,,,,,,,,,,,,,,,,,,,476.704
201775895,12 04 18.825,+04 55 54.43,0,6.780,58866,283-285-1,475-049252,,,STAR,BV,12.090,0.610,-16.820,0.290,1.440,0.550,8.703,0.018,7.109,0.010,,,,,,,,,,,,,,,,,,,,,,,,,476.771
201101910,11 33 37.820,-06 32 13.01,0,7.469,56392,4936-591-1,418-054523,11333782-0632130,,STAR,BV,-28.510,0.610,0.400,0.580,6.160,0.810,8.779,0.022,7.669,0.014,,,,,,,,,,,5.809,0.027,5.390,0.040,5.139,0.029,,,,,,,,,478.317
201188607,11 58 06.803,-04 22 13.75,0,6.879,58368,4935-1167-1,429-053780,11580681-0422136,,STAR,BV,-132.490,0.530,67.580,0.360,19.180,0.600,7.334,0.015,6.917,0.010,,,,,,,,,,,6.137,0.021,5.959,0.055,5.885,0.018,,,,,,,,,482.562
201506483,12 08 00.589,+00 37 16.69,0,6.953,59164,280-824-1,454-050952,12080058+0037167,,STAR,BV,-7.870,0.470,-23.300,0.410,12.990,0.720,7.370,0.015,6.981,0.011,,,,,,,,,,,6.257,0.021,6.150,0.033,6.041,0.021,,,,,,,,,486.042
201810301,12 03 44.441,+05 33 27.90,0,6.339,58809,286-973-1,478-052401,12034443+0533279,,STAR,BV,-150.960,0.390,-83.080,0.240,14.260,0.420,6.830,0.014,6.387,0.010,,,,,,,,,,,5.523,0.027,5.338,0.031,5.234,0.017,,,,,,,,,486.993
201865282,12 00 52.390,+06 36 51.56,0,4.718,58590,286-1022-1,484-051926,,,STAR,BV,0.260,0.480,-30.100,0.190,8.490,0.390,4.755,0.014,4.642,0.009,,,,,,,,,,,,,,,,,,,,,,,,,488.217
