EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V),Ang Sep (')
211420502,09 08 12.563,+11 56 53.53,0,7.119,44843,815-207-1,510-049421,09081256+1156535,,STAR,BV,-88.880,0.850,-81.260,0.310,11.180,0.710,8.287,0.016,7.290,0.010,,,,,,,,,,,5.609,0.023,5.135,0.023,5.046,0.021,,,,,,,,,496.203
212140571,09 04 59.974,+22 49 56.68,0,7.278,44586,1950-1914-1,565-044940,09045999+2249564,,STAR,BV,-125.810,2.410,131.780,2.100,21.180,2.560,8.011,0.018,7.392,0.012,,,,,,,,,,,6.207,0.021,5.914,0.024,5.814,0.026,,,,,,,,,497.791
211281123,08 25 01.060,+09 25 33.79,0,6.447,41257,799-1957-1,498-051966,,,STAR,BV,-12.020,0.610,14.520,0.460,1.970,0.540,8.191,0.019,6.739,0.011,,,,,,,,,,,,,,,,,,,,,,,,,499.257
211535651,08 08 42.446,+13 38 27.30,0,6.184,39874,793-1380-1,519-045642,08084244+1338272,,STAR,BV,2.880,0.380,-13.720,0.330,12.500,0.360,6.712,0.015,6.242,0.010,,,,,,,,,,,5.276,0.023,5.103,0.049,5.012,0.016,,,,,,,,,499.974
211490682,08 09 56.758,+13 00 17.00,0,7.442,,789-579-1,516-047010,08095676+1300169,,STAR,BV,-72.100,1.100,-39.100,1.000,,,8.692,0.021,7.630,0.013,,,,,,,,,,,5.780,0.021,5.310,0.024,5.152,0.020,,,,,,,,,500.368
212207912,08 26 39.792,+24 32 03.02,0,6.900,41389,1941-1568-1,573-044347,08263979+2432032,,STAR,BV,-41.500,1.290,-79.510,0.960,12.540,0.940,7.172,0.016,6.888,0.011,,,,,,,,,,,6.369,0.021,6.290,0.023,6.231,0.016,,,,,,,,,502.028
212207952,08 26 40.140,+24 32 07.07,0,7.579,,,573-044349,08264012+2432069,,STAR,BV,1.600,5.200,-37.700,9.100,,,8.208,0.990,7.665,0.990,,,,,,,,,,,6.600,0.021,6.376,0.017,6.328,0.016,,,,,,,,,502.058
211479444,08 10 00.505,+12 50 32.49,0,7.853,,789-75-1,515-046665,08100050+1250324,,STAR,BV,-24.000,1.300,-0.500,1.200,,,9.220,0.028,8.066,0.016,,,,,,,,,,,6.155,0.021,5.628,0.020,5.508,0.018,,,,,,,,,504.253
211658214,08 06 09.069,+15 20 48.08,0,7.531,39650,1376-1645-1,527-045517,08060908+1520480,,STAR,BV,-47.990,0.840,-3.310,0.640,14.860,0.690,8.055,0.018,7.589,0.013,,,,,,,,,,,6.647,0.023,6.438,0.024,6.380,0.017,,,,,,,,,504.787
211972560,08 07 26.070,+19 49 03.57,0,7.585,39749,1384-1078-1,550-044231,08072607+1949035,,STAR,BV,-96.200,0.800,-39.150,0.520,10.550,0.720,8.270,0.018,7.687,0.012,,,,,,,,,,,6.562,0.023,6.327,0.038,6.259,0.020,,,,,,,,,505.446
212205146,08 56 13.519,+24 26 51.92,0,6.708,43871,1950-114-1,573-045513,08561350+2426520,,STAR,BV,107.490,0.760,-70.710,0.570,13.000,0.550,7.123,0.015,6.736,0.011,,,,,,,,,,,5.978,0.024,5.794,0.016,5.748,0.020,,,,,,,,,506.703
211246113,08 46 32.331,+08 28 40.60,0,7.178,43084,810-65-1,493-052690,08463231+0828406,,STAR,BV,-35.880,0.620,1.990,0.440,6.650,0.570,7.071,0.015,7.062,0.010,,,,,,,,,,,6.972,0.021,6.996,0.051,6.986,0.026,,,,,,,,,508.491
211469009,08 09 51.300,+12 41 20.96,0,7.582,39978,789-453-1,514-046211,08095129+1241209,,STAR,BV,-0.230,0.910,7.330,0.770,4.000,0.660,8.671,0.019,7.794,0.013,,,,,,,,,,,6.231,0.019,5.826,0.018,5.740,0.018,,,,,,,,,510.751
211245359,08 34 13.351,+08 27 08.44,0,6.029,42049,797-1228-1,493-051978,08341334+0827083,,STAR,BV,6.370,0.540,-12.520,0.400,17.320,0.490,6.344,0.015,6.029,0.010,,,,,,,,,,,5.313,0.017,5.218,0.033,5.128,0.016,,,,,,,,,511.294
211279516,08 57 42.024,+09 23 15.95,0,6.007,44010,811-1211-1,497-052207,,,STAR,BV,-8.280,0.490,-5.570,0.280,3.780,0.380,7.175,0.016,6.178,0.010,,,,,,,,,,,,,,,,,,,,,,,,,511.328
211628925,09 15 13.852,+14 56 29.43,0,5.093,45410,825-1545-1,525-050312,,,STAR,BV,-40.320,0.350,-11.270,0.200,5.370,0.340,6.664,0.015,5.348,0.009,,,,,,,,,,,,,,,,,,,,,,,,,511.815
212122033,09 07 53.656,+22 27 23.27,0,7.918,44808,1407-495-1,563-047157,09075364+2227231,,STAR,BV,-64.570,0.950,18.500,0.710,7.290,0.800,8.398,0.018,7.964,0.014,,,,,,,,,,,7.093,0.018,6.929,0.053,6.893,0.016,,,,,,,,,511.998
212101250,09 09 21.533,+22 02 43.61,0,4.985,44946,1407-1989-1,561-048479,,,STAR,BV,-1.000,0.780,-0.520,0.460,8.740,0.490,6.123,0.015,5.149,0.009,,,,,,,,,,,,,,,,,,,,,,,,,512.727
212081687,09 10 29.969,+21 40 16.94,0,7.657,45046,1407-275-1,559-047359,09102996+2140169,,STAR,BV,1.640,0.890,2.530,0.320,5.610,0.690,7.871,0.016,7.629,0.011,,,,,,,,,,,7.045,0.023,6.943,0.024,6.932,0.033,,,,,,,,,512.966
212190764,08 20 32.136,+24 01 20.32,0,6.050,40881,1928-1817-1,571-044245,08203212+2401202,,STAR,BV,-20.290,0.440,-18.810,0.360,7.130,0.380,5.862,0.014,5.912,0.009,,,,,,,,,,,5.896,0.023,5.910,0.033,5.915,0.021,,,,,,,,,515.637
211500955,08 08 23.237,+13 09 12.08,0,6.897,39839,793-459-1,516-046903,,,STAR,BV,5.300,0.730,8.500,0.650,4.040,0.680,8.487,0.021,7.156,0.012,,,,,,,,,,,,,,,,,,,,,,,,,516.530
211274703,08 57 39.241,+09 16 16.42,0,7.701,,811-1616-1,497-052205,,,STAR,BV,-4.400,1.600,-3.700,1.500,,,9.730,0.042,8.053,0.015,,,,,,,,,,,,,,,,,,,,,,,,,517.145
212142452,09 07 18.078,+22 52 21.57,0,7.767,,1951-1445-1,565-045019,09071808+2252213,,STAR,BV,-0.400,1.100,-67.600,1.000,,,8.870,0.023,7.983,0.016,,,,,,,,,,,6.327,0.019,5.922,0.033,5.783,0.018,,,,,,,,,522.358
211394991,09 09 46.424,+11 33 51.76,0,6.473,44984,815-526-1,508-050056,09094642+1133516,,STAR,BV,-44.390,0.510,-62.110,0.230,25.690,0.410,6.796,0.015,6.475,0.010,,,,,,,,,,,5.796,0.023,5.610,0.046,5.568,0.021,,,,,,,,,528.431
211235293,08 39 24.556,+08 01 03.36,0,6.251,42462,797-1783-1,491-051330,,,STAR,BV,-29.260,0.590,-28.760,0.380,9.810,0.490,7.537,0.016,6.447,0.010,,,,,,,,,,,,,,,,,,,,,,,,,529.023
211244347,08 29 36.386,+08 25 01.97,0,6.646,41652,796-1621-1,493-051638,,,STAR,BV,-6.430,0.570,-3.610,0.400,2.210,0.460,7.853,0.017,6.825,0.011,,,,,,,,,,,,,,,,,,,,,,,,,529.860
211280059,08 20 29.191,+09 24 00.42,0,6.696,40879,799-826-1,498-051669,,,STAR,BV,-37.720,0.570,-21.050,0.290,2.420,0.480,8.252,0.018,6.948,0.011,,,,,,,,,,,,,,,,,,,,,,,,,534.011
