EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V),Ang Sep (')
214704971,19 19 45.300,-25 50 23.56,0,5.952,,,321-215622,19194530-2550235,,STAR,J,5.300,3.000,-10.900,1.900,,,,,,,,,,,,,,,,,5.952,0.021,5.028,0.018,4.608,0.018,,,,,,,,,188.118
216844143,18 59 59.583,-21 37 26.83,0,6.742,,,342-173289,18595957-2137269,,STAR,J,-16.600,5.900,-12.700,1.300,,,,,,,,,,,,,,,,,6.742,0.026,5.808,0.027,5.453,0.027,,,,,,,,,188.312
217542006,19 06 10.950,-20 23 35.08,0,7.866,,,349-166753,19061094-2023350,,STAR,J,3.100,4.900,-11.700,6.400,,,,,,,,,,,,,,,,,7.866,0.019,6.459,0.027,5.322,0.016,,,,,,,,,191.808
217605737,19 07 15.498,-20 16 52.92,0,6.507,,,349-167255,19071549-2016530,,STAR,J,1.900,2.600,-1.400,2.300,,,,,13.822,0.035,,,,,,,,,,,6.507,0.029,5.564,0.044,5.107,0.023,,,,,,,,,193.157
217565513,19 05 50.391,-20 21 07.45,0,7.559,,,,19055038-2021074,,STAR,J,,,,,,,,,,,,,,,,,,,,,7.559,0.024,6.359,0.036,5.612,0.020,,,,,,,,,195.903
215563080,19 25 29.663,-23 57 44.84,0,5.140,95503,6876-2873-1,331-197245,,,STAR,BV,-18.660,0.360,-12.730,0.220,6.530,0.420,6.876,0.016,5.430,0.009,,,,,,,,,,,,,,,,,,,,,,,,,198.143
217512738,19 18 21.138,-20 26 39.14,0,7.848,,6304-355-1,348-176382,19182113-2026389,,STAR,BV,7.600,1.500,-65.700,1.500,,,9.501,0.030,8.121,0.014,,,,,,,,,,,5.943,0.026,5.384,0.020,5.183,0.018,,,,,,,,,200.497
217367389,19 20 09.690,-20 41 58.28,0,6.363,,,347-173876,19200968-2041581,,STAR,J,-0.200,4.000,-2.700,4.100,,,,,,,,,,,,,,,,,6.363,0.023,5.355,0.033,4.827,0.020,,,,,,,,,201.524
215346051,19 25 22.339,-24 24 43.57,0,7.403,95486,6880-299-1,328-191225,19252234-2424435,,STAR,BV,1.620,0.580,-3.170,0.350,1.840,0.650,7.269,0.016,7.280,0.012,,,,,,,,,,,7.199,0.024,7.231,0.034,7.247,0.023,,,,,,,,,202.875
215300070,19 25 16.487,-24 30 30.86,0,5.041,95477,6880-2342-1,328-191199,,,STAR,BV,61.630,0.440,-50.660,0.270,12.950,0.500,5.238,0.014,5.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,203.423
215998485,18 56 34.087,-23 08 55.30,0,7.575,92980,6860-1140-1,335-192746,18563408-2308550,,STAR,BV,1.350,1.060,-100.320,0.690,11.450,0.790,8.056,0.017,7.621,0.012,,,,,,,,,,,6.726,0.021,6.540,0.049,6.527,0.031,,,,,,,,,203.609
215755143,18 56 28.418,-23 36 08.16,0,7.946,,,332-186436,18562841-2336081,,STAR,J,-1.800,2.000,2.300,2.000,,,,,,,,,,,,,,,,,7.946,0.023,7.037,0.044,6.703,0.020,,,,,,,,,204.683
217406674,19 02 25.203,-20 37 49.34,0,7.047,,,347-166441,19022521-2037492,,STAR,J,1.500,3.400,-4.900,3.400,,,,,,,,,,,,,,,,,7.047,0.021,5.894,0.036,5.086,0.026,,,,,,,,,205.233
214861992,19 23 09.778,-25 28 17.37,0,7.973,95288,6879-1152-1,323-207974,19230977-2528173,,STAR,BV,1.700,1.140,-6.990,0.640,3.290,0.930,9.290,0.026,8.175,0.014,,,,,,,,,,,6.215,0.019,5.681,0.031,5.534,0.018,,,,,,,,,205.514
214681889,19 00 49.490,-25 53 43.44,0,7.398,,,321-209323,19004948-2553435,,STAR,J,-4.200,2.000,-1.800,2.100,,,,,,,,,,,,,,,,,7.398,0.030,6.417,0.034,6.106,0.024,,,,,,,,,208.786
215985041,18 56 00.674,-23 10 25.51,0,6.032,92931,6860-1192-1,335-192417,18560068-2310255,,STAR,BV,-0.400,0.820,-13.890,0.540,5.130,0.610,5.891,0.014,5.907,0.010,,,,,,,,,,,5.819,0.019,5.853,0.034,5.823,0.021,,,,,,,,,211.164
214303428,19 08 08.101,-26 50 04.76,0,6.999,93982,6882-1945-1,316-224883,19080809-2650046,,STAR,BV,0.760,0.690,-1.400,0.430,6.580,0.640,8.148,0.017,7.165,0.011,,,,,,,,,,,5.457,0.023,5.018,0.040,4.849,0.020,,,,,,,,,212.901
215247426,18 56 43.140,-24 37 14.62,0,7.913,92994,6864-966-1,327-175027,18564313-2437146,,STAR,gri,10.280,0.870,-13.150,0.530,7.280,0.730,8.658,0.019,7.536,0.012,,,9.494,0.030,8.514,0.040,7.235,0.060,,,5.472,0.018,4.954,0.042,4.778,0.016,,,,,,,,,213.828
217882062,19 12 57.444,-19 47 47.11,0,6.749,,,352-166973,19125744-1947473,,STAR,J,-3.000,1.500,-10.400,2.600,,,,,,,,,,,,,,,,,6.749,0.019,5.821,0.046,5.384,0.026,,,,,,,,,215.041
215404952,18 56 04.534,-24 17 19.99,0,6.640,,,,18560453-2417199,,STAR,J,,,,,,,,,,,,,,,,,,,,,6.640,0.018,5.681,0.031,5.349,0.020,,,,,,,,,216.390
215774641,18 55 26.990,-23 33 55.77,0,7.645,,,333-196744,18552697-2333557,,STAR,J,-5.600,2.200,10.600,2.200,,,,,,,,,,,,,,,,,7.645,0.021,6.732,0.055,6.292,0.018,,,,,,,,,218.629
214570829,19 21 44.187,-26 09 58.97,0,7.812,95177,6879-1532-1,320-215476,,,STAR,gri,-11.470,0.920,-39.620,0.530,5.250,0.900,8.729,0.021,7.277,0.012,,,9.532,0.020,8.468,0.010,7.075,0.080,,,,,,,,,,,,,,,,,220.223
215891345,19 27 18.472,-23 20 49.91,0,7.778,95645,6876-1743-1,334-203585,19271846-2320498,,STAR,BV,-6.920,0.890,-19.490,0.540,5.040,0.810,8.965,0.021,7.953,0.014,,,,,,,,,,,6.129,0.018,5.609,0.031,5.461,0.018,,,,,,,,,220.248
216021242,18 55 16.165,-23 06 24.33,0,7.899,,,335-192001,18551616-2306242,,STAR,J,-3.800,2.000,-10.700,2.000,,,,,,,,,,,,,,,,,7.899,0.021,6.952,0.027,6.591,0.023,,,,,,,,,221.666
217887333,19 15 26.272,-19 47 13.12,0,7.666,94637,6304-1743-1,352-167913,19152628-1947132,,STAR,BV,5.740,0.680,-28.280,0.450,5.880,0.730,7.917,0.016,7.649,0.011,,,,,,,,,,,7.085,0.018,7.007,0.020,6.950,0.023,,,,,,,,,221.962
217512838,19 01 19.131,-20 26 38.53,0,6.037,,,348-168996,19011912-2026385,,STAR,J,-29.100,6.500,-9.100,2.400,,,,,,,,,,,,,,,,,6.037,0.021,,,4.492,0.018,,,,,,,,,223.505
216282287,18 55 23.503,-22 37 42.52,0,7.654,,,337-176513,18552350-2237425,,STAR,J,3.900,2.500,6.000,1.600,,,,,,,,,,,,,,,,,7.654,0.026,6.679,0.051,6.311,0.017,,,,,,,,,224.187
217979451,19 10 52.266,-19 37 27.09,0,7.516,,,352-166138,19105225-1937270,,STAR,J,-0.300,2.200,1.000,2.200,,,,,,,,,,,,,,,,,7.516,0.019,6.609,0.047,6.052,0.023,,,,,,,,,224.235
215793586,18 54 57.041,-23 31 48.46,0,7.684,,,333-196463,18545704-2331485,,STAR,J,-13.300,4.100,-2.800,4.100,,,,,,,,,,,,,,,,,7.684,0.024,6.801,0.038,6.252,0.021,,,,,,,,,225.410
214197570,19 09 43.784,-27 06 51.90,0,6.643,94136,6882-299-1,315-228495,,,STAR,BV,-17.780,0.800,-27.870,0.560,5.790,0.670,7.938,0.016,6.841,0.010,,,,,,,,,,,,,,,,,,,,,,,,,226.287
214563942,19 00 15.945,-26 10 58.71,0,7.925,93303,6877-100-1,320-208627,19001594-2610586,,STAR,BV,10.680,1.550,-25.690,0.800,3.400,1.030,9.485,0.028,8.178,0.013,,,,,,,,,,,5.710,0.018,5.095,0.034,4.818,0.016,,,,,,,,,226.546
217399571,19 22 40.298,-20 38 34.47,0,7.749,95244,6309-2223-1,347-174781,,,STAR,gri,5.900,0.800,-104.630,0.510,12.560,0.750,7.764,0.017,6.745,0.011,,,9.361,0.030,8.402,0.040,7.058,0.070,,,,,,,,,,,,,,,,,226.981
216258912,18 55 07.141,-22 40 16.81,0,4.726,92845,6860-304-1,337-176331,,,STAR,BV,109.040,0.650,-35.250,0.440,11.910,0.520,6.352,0.015,4.993,0.009,,,,,,,,,,,,,,,,,,,,,,,,,227.365
217296321,19 23 32.292,-20 49 27.20,0,6.360,,,346-180005,19233229-2049272,,STAR,J,3.500,4.500,-9.300,7.400,,,,,,,,,,,,,,,,,6.360,0.020,5.419,0.029,4.827,0.017,,,,,,,,,228.051
216758825,19 26 19.160,-21 46 36.09,0,5.334,95564,6309-1875-1,342-183575,,,STAR,BV,37.530,0.350,-4.110,0.200,7.560,0.340,6.806,0.016,5.569,0.010,,,,,,,,,,,,,,,,,,,,,,,,,228.511
216755187,18 56 14.568,-21 46 59.78,0,7.497,,,342-171395,18561455-2146596,,STAR,J,9.300,2.800,-2.000,2.800,,,,,,,,,,,,,,,,,7.497,0.024,6.478,0.033,5.900,0.021,,,,,,,,,229.174
