MJD,BJD,FLUX2,CADENCENO,POS_CORR1,FLUX1,STARPOS,FLUX4,FLUX5,FLUX3,SAP_FLUX_ERR,BACKGROUND,TIME,SAP_QUALITY,POS_CORR2,SAP_FLUX,CAD
57299.95945912,57299.95935420502,8176.802443484478,115424,nan,6702.181854926573,747.2416690945068,8623.166568725186,8680.358095735472,8481.483062713754,8680.358095735472,134.43953870690387,57299.95935420502,32768,nan,8680.358095735472,115424
57299.97989272,57299.97978577712,8211.246640014679,115425,nan,6804.617990441938,747.2131311003387,8629.451079993138,8681.062156906519,8497.188280273169,8681.062156906519,134.4399234937585,57299.97978577712,32768,nan,8681.062156906519,115425
57300.00032642,57300.00021744921,8061.625883280577,115426,nan,6301.073415714762,747.116150863658,8601.719160524946,8671.055713046095,8441.312989482856,8671.055713046095,134.44030828061312,57300.00021744921,32768,nan,8671.055713046095,115426
57300.02075992,57300.02064892134,8130.652799871508,115427,nan,6519.985564086748,747.0667068789979,8617.871141516094,8676.365524614326,8474.837030927447,8676.365524614326,134.44059222677478,57300.02064892134,32768,nan,8676.365524614326,115427
57300.041193619996,57300.041080593444,8144.199009635205,115428,nan,6567.553274735161,747.0542263806219,8620.156771827102,8676.319104200553,8480.803029791236,8676.319104200553,134.44028307043988,57300.041080593444,32768,nan,8676.319104200553,115428
57300.06162722,57300.06151216558,8099.1605496120965,115429,nan,6431.025384934052,747.0856118462675,8606.581791786008,8669.17309225433,8456.94181289621,8669.17309225433,134.43796108079994,57300.06151216558,32768,nan,8669.17309225433,115429
57300.08206072,57300.081943637735,7973.8833289135255,115430,nan,6355.637173320936,747.0716882305721,8457.765505352418,8519.75741038063,8315.502713137472,8519.75741038063,134.4334769870924,57300.081943637735,1,nan,8519.75741038063,115430
57300.10249442,57300.102375309885,7999.451637012912,115431,nan,6496.733430820963,747.0289825916367,8452.894541237318,8504.440099477197,8320.547967817214,8504.440099477197,134.42820806088656,57300.102375309885,1,nan,8504.440099477197,115431
57300.12292802,57300.12280688205,nan,115432,nan,nan,746.947584292749,nan,nan,nan,nan,134.42286217730978,57300.12280688205,32768,nan,nan,115432
57300.14336162,57300.14323845423,nan,115433,nan,nan,747.210259780918,nan,nan,nan,nan,134.41594994586447,57300.14323845423,32768,nan,nan,115433
57300.163795219996,57300.16367002641,nan,115434,nan,nan,747.2544963592411,nan,nan,nan,nan,134.40903771441916,57300.16367002641,40960,nan,nan,115434
57300.18422882,57300.184101598614,8139.240752591173,115435,nan,6662.892919478045,747.2317215002437,8611.924356931346,8672.557893743668,8461.35667451467,8672.557893743668,134.40212548297384,57300.184101598614,1081344,nan,8672.557893743668,115435
57300.20466242,57300.20453317083,7975.94698815999,115436,nan,6508.8772733566875,747.2452717534521,8450.298632497012,8511.572414848108,8298.895506373341,8511.572414848108,134.396856556768,57300.20453317083,1,nan,8511.572414848108,115436
57300.22509602,57300.22496474305,8177.354701332353,115437,nan,6748.127544579644,747.2227012549781,8613.06649214814,8667.427852318357,8475.112003656328,8667.427852318357,134.38955953846806,57300.22496474305,40960,nan,8667.427852318357,115437
57300.24552962,57300.24539631528,8260.759842170348,115438,nan,6992.607884706238,747.1484568594553,8629.825858120634,8671.285339961873,8514.736183047436,8671.285339961873,134.37327708368716,57300.24539631528,32768,nan,8671.285339961873,115438
57300.26596332,57300.265827987525,8108.470049604992,115439,nan,6482.07429933548,747.0688171097818,8607.186672400707,8667.926178131589,8459.834103810797,8667.926178131589,134.35667419433594,57300.265827987525,32768,nan,8667.926178131589,115439
57300.28639692,57300.286259559776,8135.087822962844,115440,nan,6567.091124119966,747.0484117305128,8610.779930437538,8666.889374871536,8471.213249690863,8666.889374871536,134.33826347019362,57300.286259559776,32768,nan,8666.889374871536,115440
57300.30683042,57300.30669103206,7863.469003320342,115441,nan,6359.176218198693,747.0391364942543,8319.55649985395,8369.069320867362,8186.783655726754,8369.069320867362,134.31527444590694,57300.30669103206,1,nan,8369.069320867362,115441
57300.32726412,57300.327122704344,8181.504465164865,115442,nan,6721.142666878907,747.0088412573419,8619.879191881579,8665.14441557078,8493.332951009837,8665.14441557078,134.28851981784987,57300.327122704344,40960,nan,8665.14441557078,115442
57300.34769772,57300.34755427664,8261.260215627293,115443,nan,7021.202928667483,746.9211764808208,8618.357752031668,8654.378313583205,8517.155183987981,8654.378313583205,134.26212874702784,57300.34755427664,40960,nan,8654.378313583205,115443
57300.36813122,57300.36798574897,8054.1465773295495,115444,nan,6654.349713933804,746.8643735282402,8605.322054944885,8672.48302078809,8462.754607684761,8672.48302078809,134.23439490276834,57300.36798574897,32768,nan,8672.48302078809,115444
57300.38856492,57300.38841742129,nan,115445,nan,nan,746.9973216729053,nan,nan,nan,nan,134.20600625743037,57300.38841742129,32768,nan,nan,115445
57300.40899852,57300.408848993626,nan,115446,nan,nan,747.2313219873841,nan,nan,nan,nan,134.1769621475883,57300.408848993626,40960,nan,nan,115446
57300.42943202,57300.42928046599,8091.031781225032,115447,nan,6695.215095599033,747.1975645048722,8513.115627983156,8567.185065315234,8378.815996988085,8567.185065315234,134.1442287279212,57300.42928046599,1,nan,8567.185065315234,115447
57300.44986572,57300.44971213836,8194.62100285213,115448,nan,6818.810214845224,747.1962153461545,8612.98439969175,8663.888249064108,8480.952271306985,8663.888249064108,134.11149331797725,57300.44971213836,32768,nan,8663.888249064108,115448
57300.47029932,57300.47014371074,8239.559160243598,115449,nan,6927.554074197857,747.1679075632741,8628.563301789356,8673.917056317028,8506.547789109369,8673.917056317028,134.07286602517834,57300.47014371074,32768,nan,8673.917056317028,115449
57300.49073282,57300.490575183154,8097.448584458893,115450,nan,6447.955535764279,747.0745874153981,8604.719639764937,8667.968145718367,8454.267147472634,8667.968145718367,134.03195389457372,57300.490575183154,32768,nan,8667.968145718367,115450
57300.51116652,57300.511006855566,8060.618610108829,115451,nan,6426.1509533343105,747.0723077262742,8567.416462119738,8630.64958571998,8416.66068616327,8630.64958571998,133.99072199282438,57300.511006855566,40960,nan,8630.64958571998,115451
57300.53160012,57300.531438428,8236.772965014969,115452,nan,6944.992099907087,746.9359178884982,8598.746359988865,8634.339436454098,8497.721542429203,8634.339436454098,133.9486137058424,57300.531438428,40960,nan,8634.339436454098,115452
57300.55203372,57300.55187000045,8128.428568130293,115453,nan,6872.93218000303,746.8074999081189,8621.775126062528,8679.975498340671,8493.927763303169,8679.975498340671,133.90789662236753,57300.55187000045,32768,nan,8679.975498340671,115453
57300.57246732,57300.572301572916,8157.360274860891,115454,nan,6952.335897694108,746.7879596831832,8630.093348192353,8684.83269063145,8507.380496055113,8684.83269063145,133.86569810950238,57300.572301572916,32768,nan,8684.83269063145,115454
57300.592900820004,57300.592733045414,nan,115455,nan,nan,746.7198601271341,nan,nan,nan,nan,133.81771717900816,57300.592733045414,32768,nan,nan,115455
57300.61333452,57300.6131647179,8096.452503482728,115456,nan,7035.389996438737,746.7442675276466,8523.636859922344,8573.83917902755,8408.742952042707,8573.83917902755,133.7530736508577,57300.6131647179,1,nan,8573.83917902755,115456
57300.63376812,57300.63359629042,8270.39821590974,115457,nan,7284.27072772047,746.6896349582981,8654.983961939182,8694.266668576654,8554.635639002185,8694.266668576654,133.67985136612603,57300.63359629042,32768,nan,8694.266668576654,115457
57300.65420172,57300.65402786295,nan,115458,nan,nan,746.6608187900523,nan,nan,nan,nan,133.5917219079059,57300.65402786295,32768,nan,nan,115458
57300.67463532,57300.6744594355,8211.431078942529,115459,nan,6813.965253125067,746.9687408775753,8635.392105009967,8679.320623873318,8512.42677974113,8679.320623873318,133.49966032608697,57300.6744594355,1081344,nan,8679.320623873318,115459
57300.69506892,57300.69489100807,8014.845554842411,115460,nan,6652.859232985455,746.9724616222155,8430.136523267649,8472.211360766813,8309.617956789101,8472.211360766813,133.40084706182066,57300.69489100807,1,nan,8472.211360766813,115460
57300.71550252,57300.715322580654,8283.188262165144,115461,nan,7053.782957408739,746.9114940037271,8653.365330093704,8690.883188308506,8546.454573744842,8690.883188308506,133.26388019064197,57300.715322580654,32768,nan,8690.883188308506,115461
57300.73593612,57300.73575415326,8071.613816562059,115462,nan,6685.432876108735,746.8458189775827,8591.731452703862,8654.095288352004,8464.315686841695,8654.095288352004,132.67049507472825,57300.73575415326,32768,nan,8654.095288352004,115462
57300.75636972,57300.75618572589,7935.705462775553,115463,nan,6593.191152964513,746.8438073369613,8437.088080607366,8497.672278290014,8314.625102580356,8497.672278290014,131.83643374235734,57300.75618572589,1,nan,8497.672278290014,115463
57300.77680342,57300.77661739852,8208.340768060973,115464,nan,7069.50758407441,746.7484865298538,8638.881195776203,8689.223966489386,8530.906613376988,8689.223966489386,131.0001499341882,57300.77661739852,32768,nan,8689.223966489386,115464
57300.79723692,57300.797048871194,8244.613174591397,115465,nan,7256.957921932611,746.6904340975764,8639.457015889047,8686.228897580895,8533.312601554051,8686.228897580895,130.14839504076087,57300.797048871194,32768,nan,8686.228897580895,115465
57300.81767052,57300.817480443875,8316.18199202081,115466,nan,7364.450158634055,746.6653015838184,8692.765847987694,8735.74430685752,8592.364029782922,8735.74430685752,129.2717504086702,57300.817480443875,32768,nan,8735.74430685752,115466
57300.83810422,57300.83791211656,8190.382678614002,115467,nan,7016.52648289929,746.5778987870526,8671.46003886101,8736.120467854096,8534.463314794315,8736.120467854096,128.39024916939113,57300.83791211656,32768,nan,8736.120467854096,115467
57300.85853782,57300.85834368929,8293.056169426882,115468,nan,7265.261328719438,746.4960065517957,8692.30394551266,8744.230231357418,8578.431552771424,8744.230231357418,127.50439618981403,57300.85834368929,32768,nan,8744.230231357418,115468
57300.87897132,57300.87877516204,8145.0338554559685,115469,nan,7164.174107817197,746.4650057310465,8528.923395313912,8578.992204439013,8419.563368126166,8578.992204439013,126.61059736168903,57300.87877516204,1,nan,8578.992204439013,115469
57300.89940502,57300.899206834794,7857.001598872875,115470,nan,6945.99527875417,746.4417545001696,8194.90981903614,8238.627557560994,8098.5961689132555,8238.627557560994,125.70889414911684,57300.899206834794,1,nan,8238.627557560994,115470
57300.91983862,57300.91963840758,8017.53369092764,115471,nan,6738.6311902521975,746.7843690834717,8529.086634083793,8599.745392716393,8393.21704294641,8599.745392716393,124.80527131453805,57300.91963840758,1,nan,8599.745392716393,115471
57300.94027212,57300.940069880395,7863.109197269408,115472,nan,6680.4689540429135,746.7561507656401,8341.711573540402,8408.971921786344,8212.85987700347,8408.971921786344,123.9075403628142,57300.940069880395,1,nan,8408.971921786344,115472
57300.96070582,57300.9605015532,6774.076166853959,115473,nan,5377.784190790013,745.2390436444842,8073.217012461499,8360.368780234361,7610.309251996845,8360.368780234361,123.01209424889606,57300.9605015532,1,nan,8360.368780234361,115473
57300.98113942,57300.980933126055,8448.007254104301,115474,0.5256235599517822,7627.496229716077,744.6026807630632,8745.250233269891,8787.23202633026,8658.871974201102,8787.23202633026,122.10805146590523,57300.980933126055,0,0.08755034953355789,8787.23202633026,115474
57301.00157292,57301.00136459893,8491.03042689039,115475,0.4625398814678192,7725.439277645468,744.5519222906943,8760.622820243556,8798.898663710315,8682.608825676749,8798.898663710315,121.20648259701936,57301.00136459893,0,0.09279455244541168,8798.898663710315,115475
57301.02200662,57301.02179627181,8529.622902150519,115476,0.3926837742328644,7815.417777074423,744.4980050597173,8773.658997199116,8806.365383747954,8703.17791589588,8806.365383747954,120.30465930441152,57301.02179627181,0,0.09684164077043533,8806.365383747954,115476
57301.04244022,57301.04222784472,8571.646668494492,115477,0.31689178943634033,7905.402465496435,744.4364829718502,8788.60860032429,8816.568865381523,8727.007335719318,8816.568865381523,119.40351602305536,57301.04222784472,0,0.09895598888397217,8816.568865381523,115477
57301.062873920004,57301.06265951765,8499.157802021486,115478,0.23816430568695068,7537.989117468105,744.3676780186466,8778.922087476452,8819.28435038318,8690.642694300004,8819.28435038318,118.50516874893852,57301.06265951765,0,0.1037372499704361,8819.28435038318,115478
57301.08330742,57301.083090990614,8542.068289369065,115479,0.16287055611610413,7686.481309423927,744.2972630465962,8794.188826802634,8830.229070027155,8714.610706970017,8830.229070027155,117.62473462975544,57301.083090990614,0,0.10547912120819092,8830.229070027155,115479
57301.10374102,57301.10352256359,8581.427747481428,115480,0.09069973975419998,7825.831858967384,744.2217189939867,8807.49880730997,8840.223312807268,8736.433463032416,8840.223312807268,116.75287926715353,57301.10352256359,0,0.10960853844881058,8840.223312807268,115480
57301.12417472,57301.12395423659,8622.323850601255,115481,0.016266854479908943,7950.703220599536,744.1484006255218,8826.664428308744,8857.036537630629,8761.83403344204,8857.036537630629,115.89624686863111,57301.12395423659,1,0.11204375326633453,8857.036537630629,115481
57301.14460822,57301.144385709624,7894.44369409343,115482,-0.05381136015057564,7080.00932517259,744.0821915676531,8171.986142034276,8212.06862758824,8085.965293642834,8212.06862758824,115.04320293924083,57301.144385709624,1,0.1135890930891037,8212.06862758824,115482
57301.16504182,57301.164817282675,8523.59585452472,115483,0.6676015257835388,7770.659119185565,744.6924073968326,8810.29010307223,8855.514717561768,8727.746522134332,8855.514717561768,114.20041855521823,57301.164817282675,1048576,0.07574348151683807,8855.514717561768,115483
57301.185475520004,57301.18524895574,8535.552223041394,115484,0.675168514251709,7859.246719222547,744.7228518852527,8813.358784230071,8856.83158359614,8732.601136442921,8856.83158359614,113.4054419476053,57301.18524895574,0,0.07223779708147049,8856.83158359614,115484
57301.20590902,57301.20568042885,8575.98561878949,115485,0.6054738163948059,7957.81272834321,744.6642601613163,8824.978484000967,8865.125272752955,8752.178238184997,8865.125272752955,113.06720401929772,57301.20568042885,0,0.07497995346784592,8865.125272752955,115485
57301.22634262,57301.226112001976,8480.815009590497,115486,0.5349874496459961,7634.0422743218005,744.6090643184285,8803.352311515499,8859.717882468174,8706.0055244216,8859.717882468174,112.97145213251528,57301.226112001976,0,0.07854413986206055,8859.717882468174,115486
57301.24677632,57301.24654367511,8534.393282136147,115487,0.4634200930595398,7751.520877925928,744.5519890643659,8823.630488043624,8875.54999346212,8736.23886561472,8875.54999346212,112.8827829775603,57301.24654367511,0,0.0815417692065239,8875.54999346212,115487
57301.26720982,57301.2669751483,8559.06226886965,115488,0.39028504490852356,7832.507740123645,744.4960593393804,8818.838853891899,8862.80878839595,8740.684057647784,8862.80878839595,112.81268177861753,57301.2669751483,0,0.08669301122426987,8862.80878839595,115488
57301.28764342,57301.287406721494,8602.499401234149,115489,0.3087407350540161,7928.557268402668,744.4296841601603,8830.532885655859,8868.023215755326,8763.103055462067,8868.023215755326,112.76859051248302,57301.287406721494,0,0.09145550429821014,8868.023215755326,115489
57301.308077120004,57301.307838394714,8527.062522675824,115490,0.22538495063781738,7571.00952056649,744.3567840714312,8813.984683196195,8861.846127877972,8721.49166932323,8861.846127877972,112.72918203602667,57301.307838394714,0,0.09450867772102356,8861.846127877972,115490
57301.32851062,57301.32826986797,8569.37517926064,115491,0.13738888502120972,7734.451623941181,744.2733965632473,8822.789278658736,8864.380324545416,8741.475853299142,8864.380324545416,112.69337960948114,57301.32826986797,0,0.09714558720588684,8864.380324545416,115491
57301.34894422,57301.348701441246,8614.479416080929,115492,0.05602559447288513,7888.280366945123,744.1875818235077,8838.112929492807,8876.206446394543,8766.006890626513,8876.206446394543,112.66617849598761,57301.348701441246,0,0.10058598965406418,8876.206446394543,115492
57301.36937792,57301.36913311454,8523.305933432166,115493,-0.027757860720157623,7652.388077818829,744.1064089197009,8819.5436592869,8868.854333498262,8726.347700005015,8868.854333498262,112.64855824346128,57301.36913311454,0,0.10346783697605133,8868.854333498262,115493
57301.38981142,57301.38956458788,8562.271159377808,115494,-0.10554912686347961,7805.524315875509,744.0323605733824,8826.142535199635,8864.975889866562,8743.796831691865,8864.975889866562,112.63285761294158,57301.38956458788,0,0.10688132792711258,8864.975889866562,115494
57301.41024512,57301.40999626123,8553.686990219929,115495,0.3818620443344116,7809.087173102381,744.4728626111912,8818.25130553351,8865.176641623853,8738.797489801012,8865.176641623853,112.61715698242188,57301.40999626123,1048576,0.08150170743465424,8865.176641623853,115495
57301.430678720004,57301.43042783462,8566.100537620034,115496,0.3797743320465088,7842.359175408362,744.4876586065437,8825.87203032142,8870.246256011564,8747.361174360216,8870.246256011564,112.60285684336786,57301.43042783462,0,0.0815834030508995,8870.246256011564,115496
57301.45111222,57301.45085930803,8600.454759682772,115497,0.30474862456321716,7924.96393581392,744.4291884100923,8830.481398343596,8869.508650787846,8762.031505116274,8869.508650787846,112.59747513480808,57301.45085930803,0,0.08457808941602707,8869.508650787846,115497
57301.47154592,57301.47129098146,8525.091292991356,115498,0.22485847771167755,7562.869784664482,744.3597458916666,8814.705157125769,8863.270660308543,8721.158520095038,8863.270660308543,112.59250873068105,57301.47129098146,0,0.08915422111749649,8863.270660308543,115498
57301.49197952,57301.49172255492,8564.424485734078,115499,0.1457522213459015,7710.047088587678,744.2847023954474,8823.563104027671,8866.784576982924,8740.194872455018,8866.784576982924,112.58856765083645,57301.49172255492,0,0.09179113805294037,8866.784576982924,115499
57301.51241302,57301.51215402843,8603.703701222601,115500,0.07276970893144608,7849.449695532998,744.2073477653803,8834.607070015563,8873.612505884978,8760.480946397376,8873.612505884978,112.5883205247962,57301.51215402843,0,0.0949062705039978,8873.612505884978,115500
57301.53284672,57301.53258570195,8640.565829247036,115501,-0.003519744612276554,7973.258337569232,744.1301315191454,8849.35758918272,8884.0080722985,8781.792897678473,8884.0080722985,112.59123760720958,57301.53258570195,0,0.1001889780163765,8884.0080722985,115501
57301.553280320004,57301.5530172755,8548.361431783516,115502,-0.07450491935014725,7746.525087149247,744.0602359629034,8824.657672857704,8867.735426339608,8738.197497009985,8867.735426339608,112.594470480214,57301.5530172755,0,0.10420750081539154,8867.735426339608,115502
57301.57371382,57301.573448749084,8579.733494967531,115503,-0.14397074282169342,7864.621630108875,743.9976275687808,8830.988392043932,8867.379868886981,8752.567924988423,8867.379868886981,112.5977033532184,57301.573448749084,0,0.10710654407739639,8867.379868886981,115503
57301.59414752,57301.59388042269,8607.95423455823,115504,-0.21478600800037384,7963.740960349207,743.9385906054152,8833.624580340385,8865.600966057389,8763.589881755444,8865.600966057389,112.6006204356318,57301.59388042269,0,0.11053210496902466,8865.600966057389,115504
57301.61458112,57301.61431199632,8101.544430051763,115505,-0.2864794135093689,7515.502456996752,743.9282259324502,8304.445912474406,8332.565822793043,8241.975748985946,8332.565822793043,112.60213702657948,57301.61431199632,1,0.11375092715024948,8332.565822793043,115505
57301.63501462,57301.63474347,7532.026225340004,115506,-0.3613337278366089,6992.544957389002,743.9224032103774,7716.6030564403145,7741.993146452535,7660.0934084410255,7741.993146452535,112.59560792342477,57301.63474347,1,0.11913426220417023,7741.993146452535,115506
57301.65544832,57301.65517514369,5528.057047257662,115507,nan,4906.705412738096,744.6776929715978,5781.762639170165,5821.9342287346935,5711.1468575592235,5821.9342287346935,112.58841008725373,57301.65517514369,1,nan,5821.9342287346935,115507
57301.67588192,57301.67560671742,8530.031296352754,115508,0.4429863691329956,7757.1528869350705,744.5381746512624,8814.946630631583,8865.398206011145,8729.129212113152,8865.398206011145,112.5812122510827,57301.67560671742,0,0.06877648830413818,8865.398206011145,115508
57301.69631552,57301.696038291186,8552.31339341524,115509,0.39573514461517334,7816.619424758476,744.5024129342676,8818.171293817179,8864.434021639094,8737.774971644263,8864.434021639094,112.57401441491169,57301.696038291186,0,0.07244928181171417,8864.434021639094,115509
57301.71674912,57301.71646986497,8579.315029231186,115510,0.34301185607910156,7878.395748813431,744.4604418896184,8825.008624987753,8865.972813720395,8751.226190159365,8865.972813720395,112.56681657874066,57301.71646986497,0,0.07613340765237808,8865.972813720395,115510
57301.73718272,57301.736901438795,8611.564507065466,115511,0.2808257043361664,7946.2945862995,744.4086221786547,8833.938671839913,8871.305316033435,8768.349848045322,8871.305316033435,112.56028747558594,57301.736901438795,0,0.08032524585723877,8871.305316033435,115511
57301.75761642,57301.75733311264,8525.46449683697,115512,0.21787740290164948,7568.498172318678,744.3538798234065,8814.529126493419,8863.583216546602,8720.94546361212,8863.583216546602,112.55337590756623,57301.75733311264,0,0.08303530514240265,8863.583216546602,115512
57301.77804992,57301.777764586535,8561.327145240284,115513,0.150451198220253,7694.5722286909695,744.2910912265748,8823.93270101579,8868.344138422115,8739.169540608393,8868.344138422115,112.54718548318614,57301.777764586535,0,0.08567379415035248,8868.344138422115,115513
57301.79848352,57301.798196160446,8596.864726150297,115514,0.08538370579481125,7820.634768846494,744.2214786565108,8833.331751151583,8872.390935695314,8757.576112911911,8872.390935695314,112.54239555027173,57301.798196160446,0,0.08854585886001587,8872.390935695314,115514
57301.81891722,57301.818627834386,8629.753954260224,115515,0.022358180955052376,7928.1972864689205,744.1586534766742,8846.614370926125,8883.500469897956,8776.30131006513,8883.500469897956,112.53760561735734,57301.818627834386,0,0.09241928160190582,8883.500469897956,115515
57301.83935082,57301.83905940837,8527.180400024085,115516,-0.03405735641717911,7651.346578017525,744.1022224409069,8824.189758734163,8874.444037991007,8730.651564177382,8874.444037991007,112.53281568444294,57301.83905940837,0,0.09474045783281326,8874.444037991007,115516
57301.85978432,57301.85949088239,8553.484614501167,115517,-0.08626525104045868,7758.528169320977,744.0518821489595,8827.83676992514,8871.17880540328,8741.835488361217,8871.17880540328,112.52882119883661,57301.85949088239,0,0.09687092155218124,8871.17880540328,115517
57301.88021802,57301.87992255642,8577.054470722194,115518,-0.1404653638601303,7850.36710378398,744.0028982178253,8830.724016990865,8867.906741180557,8751.566256488393,8867.906741180557,112.52502872632897,57301.87992255642,0,0.09990119189023972,8867.906741180557,115518
57301.90065162,57301.90035413051,8545.79576974371,115519,0.38550084829330444,7773.059286131617,744.4647698952853,8822.234344219572,8870.462908502592,8739.270379229794,8870.462908502592,112.52026334016219,57301.90035413051,1048576,0.06881126761436462,8870.462908502592,115519
57301.92108512,57301.92078560462,8525.593320119699,115520,0.4535016119480133,7743.469440561264,744.5455016427995,8816.176514849098,8867.759998052998,8728.469198374745,8867.759998052998,112.51864922564963,57301.92078560462,0,0.06593485176563263,8867.759998052998,115520
57301.94151882,57301.94121727876,8552.711425389396,115521,0.39902645349502563,7809.982757125246,744.5057008600519,8823.778603295032,8871.221370116102,8741.495941547282,8871.221370116102,112.51703511113706,57301.94121727876,0,0.06858741492033005,8871.221370116102,115521
57301.96195242,57301.96164885294,8580.748874553927,115522,0.3394829034805298,7878.554920965941,744.4590707851875,8828.199273797482,8869.95960825453,8753.521342904001,8869.95960825453,112.51542099662448,57301.96164885294,0,0.07256191968917847,8869.95960825453,115522
57301.98238592,57301.98208032716,8614.552480379329,115523,0.2692590355873108,7950.8645133256905,744.4018652883015,8835.405259611833,8872.065326508533,8770.484347950369,8872.065326508533,112.51229029116423,57301.98208032716,0,0.0757962018251419,8872.065326508533,115523
57302.00281962,57302.0025120014,8532.133916524777,115524,0.20861220359802246,7583.006874974111,744.3474747964707,8819.111548329818,8867.42528265526,8726.362207411174,8867.42528265526,112.50600831404977,57302.0025120014,0,0.07808761298656464,8867.42528265526,115524
57302.02325322,57302.022943575685,8559.348778985115,115525,0.14765574038028717,7692.048458863599,744.2898990233965,8822.876784975571,8867.391187917412,8737.737725640363,8867.391187917412,112.49929875912873,57302.022943575685,0,0.080647312104702,8867.391187917412,115525
57302.04368672,57302.04337505001,8594.59379489776,115526,0.08434350788593292,7813.103028653693,744.223454037419,8832.690040553842,8871.940945337208,8756.410771174007,8871.940945337208,112.49197553551716,57302.04337505001,0,0.08284639567136765,8871.940945337208,115526
57302.06412042,57302.063806724356,8629.316090212493,115527,0.018032673746347427,7925.9777009618765,744.1578118636243,8846.936705195854,8883.968305834573,8776.397119787136,8883.968305834573,112.48465231190558,57302.063806724356,0,0.08686032146215439,8883.968305834573,115527
57302.08455392,57302.08423819875,8531.519293772177,115528,-0.048575788736343384,7671.715500603552,744.090476098162,8823.950163401962,8872.576251372706,8731.99291215709,8872.576251372706,112.47732908829398,57302.08423819875,0,0.0900072380900383,8872.576251372706,115528
57302.10498762,57302.104669873166,8562.12778618324,115529,-0.11796297878026962,7802.0974443269815,744.0248543637812,8826.146703746099,8864.771668347646,8743.859397484473,8864.771668347646,112.47690151048744,57302.104669873166,0,0.09246309101581573,8864.771668347646,115529
57302.12542122,57302.12510144763,8594.128736162667,115530,-0.18912188708782196,7915.422377814417,743.9630591431456,8831.27998512046,8864.619923413631,8757.733480419454,8864.619923413631,112.47744386092477,57302.12510144763,0,0.09692144393920898,8864.619923413631,115530
57302.14585472,57302.145532922135,8512.451305918868,115531,0.4596607983112335,7689.728051998576,744.5273244802534,8817.220088816925,8870.141000805259,8725.999630308606,8870.141000805259,112.48059513257897,57302.145532922135,1048576,0.05869483947753906,8870.141000805259,115531
57302.16628842,57302.16596459665,8511.121552920673,115532,0.4694135785102844,7714.757875961444,744.5590604714348,8810.385742867444,8863.632109050035,8719.719658173999,8863.632109050035,112.48374640423319,57302.16596459665,0,0.05786556005477905,8863.632109050035,115532
57302.18672202,57302.18639617122,8545.856781396968,115533,0.4003719985485077,7802.1485742242785,744.5068206959702,8816.763453210719,8863.366071918434,8734.84607295207,8863.366071918434,112.48689767588739,57302.18639617122,0,0.06262329965829849,8863.366071918434,115533
57302.20715562,57302.20682774583,8582.008057632855,115534,0.32619401812553406,7888.291937736054,744.4481142675344,8823.30045013277,8863.659048637466,8750.927715686294,8863.659048637466,112.49004894754161,57302.20682774583,0,0.06804657727479935,8863.659048637466,115534
