EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V),Ang Sep (')
211095780,03 50 28.056,+24 29 43.76,0,7.503,,1804-163-1,573-009060,03502806+2429436,,STAR,BV,21.300,1.000,-21.700,0.900,,,7.560,0.015,7.432,0.011,,,,,,,,,,,7.041,0.021,7.009,0.017,7.008,0.021,,,,,,,,,359.423
210570053,04 19 54.857,+16 31 21.33,0,6.776,20215,1264-348-1,533-008523,04195483+1631214,,STAR,BV,119.400,1.010,-35.480,0.900,21.490,0.800,7.429,0.017,6.869,0.011,,,,,,,,,,,5.820,0.018,5.588,0.021,5.542,0.020,,,,,,,,,361.111
211071265,03 44 52.537,+24 06 48.01,0,3.851,17499,1799-1441-1,571-008546,,,STAR,BV,20.840,0.280,-46.060,0.230,8.060,0.250,3.582,0.014,3.691,0.009,,,,,,,,,,,,,,,,,,,,,,,,,363.986
210777987,04 21 59.433,+19 32 06.37,0,7.240,,,,04215943+1932063,,STAR,J,,,,,,,,,,,,,,,,,,,,,7.240,0.023,6.237,0.017,5.325,0.017,,,,,,,,,367.834
211034547,04 12 46.741,+23 31 14.83,0,7.377,19662,1815-638-1,568-010130,,,STAR,BV,22.520,0.880,-14.260,0.680,3.380,0.850,9.262,0.024,7.699,0.012,,,,,,,,,,,,,,,,,,,,,,,,,371.691
211087560,03 45 49.607,+24 22 03.89,0,4.006,17573,1799-1439-1,572-008634,,,STAR,BV,20.950,0.310,-45.980,0.280,8.510,0.280,3.790,0.014,3.860,0.009,,,,,,,,,,,,,,,,,,,,,,,,,372.300
211063192,04 10 16.807,+23 58 50.58,0,6.950,,1814-1494-1,570-009989,04101681+2358505,,STAR,BV,-10.100,0.900,-21.400,0.800,,,8.284,0.019,7.155,0.011,,,9.752,0.030,,,,,,,5.098,0.202,4.508,0.182,,,,,,,,,,,374.158
210359961,04 00 40.816,+12 29 25.23,0,3.569,18724,662-1546-1,513-006747,,,STAR,BV,-8.020,0.240,-14.420,0.160,6.740,0.170,3.291,0.014,3.406,0.009,,,,,,,,,,,,,,,,,,,,,,,,,375.570
210418899,03 39 17.053,+13 53 29.37,0,6.441,17049,663-1231-1,520-006330,03391704+1353296,,STAR,BV,12.660,0.730,-100.910,0.660,13.890,0.570,7.587,0.016,6.669,0.011,,,,,,,,,,,5.076,0.021,,,4.531,0.016,,,,,,,,,376.680
210924194,04 19 36.705,+21 46 24.57,0,5.509,20186,1276-1621-1,559-009279,04193669+2146246,,STAR,BV,28.630,0.270,-41.130,0.240,10.000,0.280,5.231,0.014,5.346,0.009,,,,,,,,,,,5.517,0.027,5.605,0.020,5.636,0.017,,,,,,,,,377.457
210564448,04 21 12.154,+16 26 16.84,0,7.755,,,533-008586,04211214+1626168,6485-301-2-0154-0020,STAR,J,-12.900,6.200,2.500,4.900,,,,,,,,,,,,,,,,,7.755,0.019,6.795,0.029,,,,,,,,,,,380.210
211093973,03 45 12.496,+24 28 02.21,0,4.448,17531,1803-1585-1,573-008708,,,STAR,BV,21.240,0.380,-40.560,0.350,7.970,0.330,4.182,0.014,4.289,0.009,,,,,,,,,,,,,,,,,,,,,,,,,381.196
210513001,04 19 47.604,+15 37 39.51,0,3.474,20205,1264-1009-1,529-008241,,,STAR,BV,115.460,0.420,-23.420,0.320,20.190,0.320,4.626,0.014,3.641,0.009,,,,,,,,,,,,,,,,,,,,,,,,,382.666
210640801,04 22 56.093,+17 32 33.05,0,3.585,20455,1268-1267-1,538-008812,,,STAR,BV,106.560,0.810,-29.180,0.530,20.960,0.580,4.734,0.014,3.751,0.009,,,,,,,,,,,,,,,,,,,,,,,,,385.550
210360588,04 04 18.762,+12 30 26.80,0,7.858,19003,665-229-1,513-006884,,,STAR,gri,58.850,0.750,-17.590,0.550,4.020,0.660,9.317,0.036,7.435,0.014,,,9.902,0.030,8.237,0.040,6.982,0.060,,,,,,,,,,,,,,,,,386.878
210862863,04 22 22.730,+20 49 17.10,0,5.541,20417,1276-1625-1,555-009669,,,STAR,BV,-1.800,0.640,-0.550,0.490,1.400,0.560,7.864,0.018,5.954,0.010,,,,,,,,,,,,,,,,,,,,,,,,,390.254
211045405,04 14 26.424,+23 41 47.12,0,6.574,19785,1815-474-1,569-010153,,,STAR,BV,-0.720,0.660,-13.190,0.490,2.380,0.630,7.927,0.016,6.784,0.010,,,,,,,,,,,,,,,,,,,,,,,,,394.439
211125522,03 48 06.540,+24 59 18.30,0,6.103,17759,1804-2520-1,575-008964,,,STAR,BV,-28.000,0.780,-28.000,0.740,6.030,0.700,8.156,0.018,6.459,0.010,,,,,,,,,,,,,,,,,,,,,,,,,396.422
210633806,04 24 05.760,+17 26 38.86,0,4.844,20542,1269-1244-1,538-008892,,,STAR,BV,108.160,0.600,-34.660,0.400,20.210,0.400,4.954,0.014,4.788,0.009,,,,,,,,,,,,,,,,,,,,,,,,,402.995
210587140,04 23 25.062,+16 46 38.13,0,5.620,20484,1264-1008-1,534-008574,,,STAR,BV,104.560,0.680,-28.280,0.480,20.040,0.480,5.932,0.014,5.619,0.009,,,,,,,,,,,,,,,,,,,,,,,,,403.518
210458343,03 33 35.920,+14 40 42.57,0,7.218,16593,656-43-1,524-006235,,,STAR,BV,0.820,0.970,-1.350,0.870,1.630,0.800,9.410,0.030,7.603,0.012,,,9.658,0.030,,,,,,,,,,,,,,,,,,,,,404.315
211144936,03 52 00.920,+25 20 30.21,0,7.760,,1804-444-1,577-009271,03520091+2520301,,STAR,BV,-3.900,1.000,13.600,0.900,,,9.017,0.021,7.949,0.013,,,,,,,,,,,6.058,0.020,5.591,0.026,5.450,0.016,,,,,,,,,405.274
210849754,03 28 48.165,+20 37 26.68,0,7.446,16205,1242-20-1,554-006603,03284815+2037267,,STAR,BV,7.390,1.000,-10.780,0.890,3.220,0.700,7.252,0.015,7.307,0.011,,,,,,,,,,,7.353,0.024,7.431,0.026,7.434,0.020,,,,,,,,,405.928
210873575,04 23 32.367,+20 58 55.36,0,6.096,20493,1276-1624-1,555-009723,04233235+2058554,,STAR,BV,15.510,0.420,-34.980,0.340,5.880,0.360,6.010,0.014,5.986,0.010,,,,,,,,,,,5.872,0.026,5.930,0.027,5.895,0.020,,,,,,,,,408.736
210481526,04 20 36.311,+15 05 43.62,0,5.281,20261,1264-1010-1,526-008257,,,STAR,BV,108.580,0.470,-21.460,0.410,21.300,0.390,5.471,0.014,5.247,0.009,,,,,,,,,,,,,,,,,,,,,,,,,409.112
210839040,03 28 01.380,+20 27 50.87,0,6.895,16143,1242-76-1,553-006797,03280139+2027511,,STAR,BV,-21.540,12.830,-61.580,12.270,-13.140,9.590,7.546,0.017,6.987,0.012,,,,,,,,,,,5.631,0.026,5.290,0.021,5.154,0.016,,,,,,,,,414.063
210351697,04 07 11.183,+12 16 05.46,0,7.773,19223,674-399-1,512-006528,04071117+1216055,,STAR,BV,18.080,0.730,-21.180,0.630,5.410,0.680,7.794,0.016,7.693,0.012,,,,,,,,,,,7.429,0.024,7.422,0.027,7.391,0.021,,,,,,,,,414.520
211100451,04 12 01.793,+24 34 05.41,0,7.912,19604,1819-84-1,573-010631,04120177+2434053,,STAR,BV,59.590,1.310,-36.540,0.860,8.410,1.080,9.437,0.022,8.157,0.012,,,,,,,,,,,5.767,0.026,5.200,0.016,5.002,0.024,,,,,,,,,416.736
210668871,04 25 29.383,+17 55 40.46,0,4.358,20648,1269-1246-1,540-009256,,,STAR,BV,107.600,0.740,-34.540,0.590,21.960,0.510,4.301,0.014,4.256,0.009,,,,,,,,,,,,,,,,,,,,,,,,,417.951
211069169,04 15 24.124,+24 04 42.52,0,7.507,19853,1815-198-1,571-010550,,,STAR,BV,2.870,1.050,-3.590,0.780,2.220,0.840,9.731,0.038,7.899,0.014,,,9.833,0.230,,,,,,,,,,,,,,,,,,,,,420.431
211130721,03 43 43.197,+25 04 50.54,0,7.581,17403,1803-1547-1,576-008811,03434320+2504504,,STAR,BV,22.380,0.970,-55.130,0.980,7.930,0.600,7.663,0.016,7.517,0.012,,,9.708,0.030,,,,,,,7.207,0.021,7.241,0.059,7.168,0.026,,,,,,,,,423.108
211157773,03 50 18.941,+25 34 45.75,0,5.271,17954,1804-2519-1,578-009448,,,STAR,BV,41.000,0.700,-112.740,0.730,17.710,0.550,5.451,0.014,5.234,0.009,,,,,,,,,,,,,,,,,,,,,,,,,423.370
211080568,03 37 43.460,+24 15 32.93,0,7.535,,1799-135-1,572-008164,03374345+2415329,,STAR,BV,20.000,0.700,-52.300,0.700,,,9.049,0.021,7.778,0.012,,,,,,,,,,,5.481,0.024,,,4.739,0.024,,,,,,,,,424.296
210792664,04 26 17.691,+19 45 28.83,0,7.318,,,549-009596,04261768+1945287,,STAR,J,-1.400,3.300,-0.200,3.100,,,,,,,,,,,,,,,,,7.318,0.020,6.311,0.021,5.905,0.031,,,,,,,,,429.852
211126636,03 41 18.075,+25 00 29.39,0,7.277,,1803-308-1,576-008664,,,STAR,BV,13.600,1.100,19.000,1.000,,,8.734,0.019,7.508,0.012,,,,,,,,,,,,,,,,,,,,,,,,,434.302
211108745,03 39 06.725,+24 42 10.34,0,7.205,17034,1803-410-1,574-008165,03390671+2442102,,STAR,BV,23.910,0.970,-45.110,0.740,8.320,0.790,7.134,0.015,7.100,0.010,,,,,,,,,,,6.979,0.024,7.025,0.038,7.032,0.020,,,,,,,,,434.481
210370201,04 13 49.839,+12 45 13.35,0,7.819,19736,675-78-1,514-007085,,,STAR,gri,14.910,1.310,-14.210,1.120,10.060,0.920,7.402,0.017,6.233,0.011,,,9.428,0.030,8.330,0.040,7.130,0.060,,,,,,,,,,,,,,,,,435.418
210479193,04 22 44.171,+15 03 21.92,0,7.177,20440,1264-755-1,526-008347,04224414+1503224,,STAR,BV,112.020,1.110,-20.830,0.860,22.920,1.110,7.762,0.017,7.251,0.012,,,,,,,,,,,5.869,0.018,5.640,0.023,5.558,0.018,,,,,,,,,436.669
211160719,03 46 56.960,+25 38 08.50,0,7.814,,1804-2442-1,579-009025,,,STAR,BV,-0.700,1.300,-18.600,1.200,,,10.153,0.056,8.231,0.016,,,,,,,,,,,,,,,,,,,,,,,,,438.185
210613407,04 26 31.292,+17 09 18.12,0,7.248,,1269-314-1,536-008937,,,STAR,BV,-10.500,1.000,-6.600,1.000,,,8.696,0.020,7.477,0.012,,,,,,,,,,,,,,,,,,,,,,,,,440.622
210798332,04 27 01.573,+19 50 35.90,0,7.477,20774,1273-647-1,550-009920,04270157+1950359,,STAR,BV,6.480,0.740,-11.510,0.610,3.250,0.580,7.763,0.016,7.469,0.012,,,,,,,,,,,6.545,0.027,6.454,0.018,6.377,0.016,,,,,,,,,440.771
210413976,03 33 21.193,+13 46 56.69,0,6.725,16572,656-224-1,519-005914,,,STAR,BV,-10.020,0.660,-19.890,0.570,9.060,0.720,7.961,0.016,6.910,0.011,,,,,,,,,,,,,,,,,,,,,,,,,441.409
211179189,03 51 57.420,+25 59 55.98,0,7.711,,1804-1545-1,580-009350,03515740+2559560,,STAR,BV,19.000,1.500,-45.800,1.400,,,7.812,0.015,7.652,0.012,,,,,,,,,,,7.309,0.019,7.332,0.016,7.284,0.017,,,,,,,,,444.401
211039338,04 20 04.047,+23 35 55.63,0,6.995,20226,1816-1021-1,568-010581,,,STAR,BV,140.350,0.550,-35.150,0.440,4.750,0.530,8.312,0.019,7.197,0.011,,,,,,,,,,,,,,,,,,,,,,,,,445.228
210604419,04 26 51.133,+17 01 43.08,0,6.537,20756,1269-350-1,536-008959,,,STAR,BV,27.560,0.730,-51.670,0.500,5.780,0.540,8.306,0.019,6.833,0.011,,,,,,,,,,,,,,,,,,,,,,,,,446.991
211047884,04 19 45.686,+23 44 17.97,0,7.631,,1816-1231-1,569-010491,04194569+2344178,,STAR,BV,-5.400,1.200,3.000,1.100,,,7.706,0.016,7.566,0.012,,,,,,,,,,,7.177,0.018,7.158,0.021,7.129,0.023,,,,,,,,,447.578
210475805,03 28 58.512,+14 59 48.43,0,7.473,16221,656-840-1,525-006215,03285850+1459484,,STAR,BV,21.340,0.590,-18.950,0.510,4.750,0.610,7.406,0.015,7.368,0.011,,,,,,,,,,,7.220,0.030,7.237,0.017,7.252,0.017,,,,,,,,,449.664
210532443,04 25 37.317,+15 56 27.65,0,6.366,20661,1265-1171-1,530-008697,04253731+1556275,,STAR,BV,104.060,1.170,-27.710,0.790,21.200,0.920,6.924,0.015,6.433,0.010,,,,,,,,,,,5.524,0.024,5.285,0.024,5.254,0.023,,,,,,,,,450.399
211146487,03 41 41.521,+25 22 11.76,0,7.671,,1803-1437-1,577-008637,03414151+2522117,,STAR,BV,0.700,1.000,-19.300,0.900,,,9.226,0.024,7.923,0.013,,,,,,,,,,,5.500,0.023,,,4.695,0.023,,,,,,,,,450.855
211144241,03 40 46.310,+25 19 46.16,0,6.188,17181,1803-1582-1,577-008588,03404630+2519462,,STAR,BV,9.830,0.580,-14.860,0.500,6.830,0.500,6.187,0.014,6.102,0.010,,,,,,,,,,,5.806,0.021,5.824,0.023,5.791,0.021,,,,,,,,,454.633
210779390,04 28 11.891,+19 33 25.27,0,5.609,,,548-009581,04281188+1933253,,STAR,J,9.300,2.700,4.700,5.300,,,,,,,,,,,,,,,,,5.609,0.024,4.812,0.202,,,,,,,,,,,455.200
210417655,04 20 52.720,+13 51 51.94,0,6.104,20284,680-27-1,520-007820,04205271+1351521,,STAR,BV,104.250,0.600,-18.070,0.490,21.090,0.510,6.603,0.015,6.154,0.010,,,,,,,,,,,5.286,0.027,5.155,0.024,5.062,0.018,,,,,,,,,456.002
210310211,03 58 37.345,+11 01 39.15,0,6.935,18581,662-1030-1,506-006254,,,STAR,BV,-0.650,0.760,-22.450,0.580,3.010,0.590,8.969,0.022,7.288,0.011,,,,,,,,,,,,,,,,,,,,,,,,,459.213
211163137,03 43 06.522,+25 40 52.90,0,7.111,,1803-387-1,579-008802,03430653+2540528,,STAR,BV,-44.500,1.500,-14.300,1.500,,,7.563,0.015,7.149,0.011,,,,,,,,,,,6.313,0.019,6.141,0.040,6.100,0.020,,,,,,,,,459.325
